日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2026-01-02,8940,新天地,636,544,"14,006,303",20.60,22.40,20.25,22.25,29.28,-1.0,0.0,0.0
2025-12-31,8940,新天地,15,36,"316,296",20.40,20.40,20.30,20.40,26.84,1.0,0.0,0.0
2025-12-30,8940,新天地,40,88,"820,165",20.40,20.80,20.30,20.40,26.84,2.0,0.0,0.0
2025-12-29,8940,新天地,68,55,"1,392,144",20.15,20.60,20.15,20.40,26.84,1.0,0.0,0.0
2025-12-26,8940,新天地,24,50,"500,005",20.30,20.30,20.10,20.10,26.45,-3.0,0.0,0.0
2025-12-24,8940,新天地,29,75,"598,167",20.35,20.35,20.15,20.15,26.51,2.0,0.0,0.0
2025-12-23,8940,新天地,33,80,"676,939",20.25,20.40,20.10,20.25,26.64,14.0,0.0,0.0
2025-12-22,8940,新天地,23,65,"469,164",20.40,20.45,20.15,20.25,26.64,1.0,0.0,0.0
2025-12-19,8940,新天地,45,181,"932,466",20.40,20.45,20.25,20.45,26.91,6.0,0.0,0.0
2025-12-18,8940,新天地,20,24,"409,051",20.20,20.40,20.10,20.35,26.78,4.0,0.0,-1.0
2025-12-17,8940,新天地,22,19,"446,150",20.40,20.45,20.20,20.20,26.58,-7.0,0.0,0.0
2025-12-16,8940,新天地,55,52,"1,129,983",20.40,20.95,20.00,20.05,26.38,-32.0,0.0,0.0
2025-12-15,8940,新天地,26,52,"528,853",20.35,20.35,20.25,20.25,26.64,2.0,0.0,2.0
2025-12-12,8940,新天地,61,34,"1,235,973",20.30,20.40,20.10,20.40,26.84,14.0,0.0,0.0
2025-12-11,8940,新天地,18,24,"368,399",20.35,20.40,20.20,20.20,26.58,,,
2025-12-10,8940,新天地,11,35,"230,996",20.35,20.40,20.30,20.35,26.78,1.0,0.0,0.0
2025-12-09,8940,新天地,20,30,"418,376",20.40,20.40,20.10,20.30,26.71,4.0,0.0,0.0
2025-12-08,8940,新天地,43,27,"891,517",20.35,20.45,20.25,20.40,26.84,-2.0,0.0,0.0
2025-12-05,8940,新天地,22,33,"455,245",20.25,20.50,20.15,20.15,26.51,1.0,0.0,0.0
2025-12-04,8940,新天地,43,56,"879,909",20.30,20.30,20.10,20.15,26.51,9.0,0.0,0.0
2025-12-03,8940,新天地,54,56,"1,103,821",20.45,20.45,20.10,20.30,26.71,-1.0,0.0,1.0
2025-12-02,8940,新天地,20,89,"419,424",20.50,20.50,20.20,20.35,26.78,-1.0,0.0,0.0
2025-12-01,8940,新天地,41,50,"849,646",20.25,20.90,20.10,20.40,26.84,-2.0,0.0,0.0
2025-11-28,8940,新天地,41,45,"839,795",20.10,20.25,20.00,20.10,26.45,27.0,0.0,0.0
2025-11-27,8940,新天地,23,32,"474,495",20.00,20.20,19.80,20.10,26.45,-1.0,0.0,0.0
2025-11-26,8940,新天地,22,28,"453,706",20.00,20.05,20.00,20.00,26.32,-4.0,0.0,1.0
2025-11-25,8940,新天地,46,32,"928,605",19.90,20.20,19.75,19.95,26.25,-5.0,0.0,0.0
2025-11-24,8940,新天地,60,69,"1,190,277",20.00,20.20,19.20,19.90,26.18,-11.0,0.0,0.0
2025-11-21,8940,新天地,109,125,"2,189,479",20.35,20.70,19.50,19.60,25.79,2.0,0.0,0.0
2025-11-20,8940,新天地,21,33,"431,266",20.40,20.45,20.30,20.35,26.78,-3.0,0.0,0.0
2025-11-19,8940,新天地,25,38,"515,228",20.40,20.40,20.20,20.35,26.78,0.0,0.0,0.0
2025-11-18,8940,新天地,109,81,"2,202,657",20.55,20.55,19.95,20.30,26.71,4.0,0.0,0.0
2025-11-17,8940,新天地,110,100,"2,231,202",20.60,20.60,19.95,20.40,26.84,2.0,0.0,-2.0
2025-11-14,8940,新天地,29,74,"606,801",20.70,20.70,20.30,20.40,26.84,1.0,0.0,0.0
2025-11-13,8940,新天地,63,71,"1,301,454",20.70,21.05,20.30,20.70,27.24,-2.0,0.0,-1.0
2025-11-12,8940,新天地,30,56,"621,344",21.05,21.05,20.35,20.55,27.04,0.0,0.0,0.0
2025-11-11,8940,新天地,58,129,"1,208,605",20.80,20.80,20.35,20.60,27.11,9.0,0.0,0.0
2025-11-10,8940,新天地,53,126,"1,126,840",21.20,21.40,20.75,20.75,27.30,6.0,0.0,0.0
2025-11-07,8940,新天地,62,82,"1,311,888",21.50,21.50,20.90,21.15,27.83,2.0,0.0,0.0
2025-11-06,8940,新天地,94,109,"2,000,610",20.70,21.50,20.70,21.10,27.76,12.0,0.0,-4.0
2025-11-05,8940,新天地,111,167,"2,334,561",21.30,21.55,20.50,20.50,26.97,-11.0,0.0,6.0
2025-11-04,8940,新天地,77,93,"1,638,366",21.15,21.75,21.10,21.60,28.42,-7.0,0.0,0.0
2025-11-03,8940,新天地,82,99,"1,771,973",21.75,21.75,21.20,21.60,15.32,-7.0,0.0,0.0
2025-10-31,8940,新天地,52,74,"1,122,243",21.65,21.75,21.00,21.50,15.25,-3.0,0.0,1.0
2025-10-30,8940,新天地,74,91,"1,573,643",21.20,21.80,21.00,21.20,15.04,-8.0,0.0,0.0
2025-10-29,8940,新天地,95,101,"2,030,106",21.60,21.60,21.10,21.20,15.04,0.0,0.0,0.0
2025-10-28,8940,新天地,85,88,"1,830,288",21.40,21.75,21.25,21.50,15.25,-4.0,0.0,0.0
2025-10-27,8940,新天地,125,121,"2,663,545",20.65,21.55,20.65,21.20,15.04,-1.0,0.0,1.0
2025-10-23,8940,新天地,35,55,"740,701",20.50,20.80,20.20,20.65,14.65,-2.0,0.0,0.0
2025-10-22,8940,新天地,62,69,"1,275,765",20.30,20.55,20.15,20.55,14.57,5.0,0.0,7.0
2025-10-21,8940,新天地,23,60,"469,483",20.30,20.40,20.20,20.35,14.43,-3.0,0.0,0.0
2025-10-20,8940,新天地,34,56,"698,007",20.60,20.60,20.30,20.35,14.43,-2.0,0.0,0.0
2025-10-17,8940,新天地,24,84,"489,695",20.45,20.50,20.25,20.45,14.50,0.0,0.0,1.0
2025-10-16,8940,新天地,18,68,"371,295",20.40,20.40,20.20,20.40,14.47,2.0,0.0,0.0
2025-10-15,8940,新天地,71,75,"1,458,837",20.45,20.60,20.15,20.35,14.43,-1.0,0.0,0.0
2025-10-14,8940,新天地,62,57,"1,271,213",20.20,20.50,20.15,20.15,14.29,8.0,0.0,-2.0
2025-10-13,8940,新天地,100,94,"1,996,985",18.55,20.30,18.55,20.10,14.26,-10.0,0.0,-4.0
2025-10-09,8940,新天地,40,54,"812,919",20.10,20.30,19.65,20.10,14.26,5.0,0.0,0.0
2025-10-08,8940,新天地,57,50,"1,149,720",20.10,20.30,20.05,20.10,14.26,5.0,0.0,-2.0
2025-10-07,8940,新天地,53,64,"1,088,465",20.20,20.30,20.05,20.15,14.29,2.0,0.0,0.0
2025-10-03,8940,新天地,21,42,"435,704",20.10,20.30,20.10,20.10,14.26,2.0,0.0,0.0
2025-10-02,8940,新天地,24,85,"495,707",20.35,20.35,20.05,20.10,14.26,,,
2025-10-01,8940,新天地,9,21,"194,949",20.10,20.40,20.10,20.30,14.40,-1.0,0.0,0.0
2025-09-30,8940,新天地,26,32,"543,197",20.10,20.30,20.00,20.20,14.33,,,
2025-09-26,8940,新天地,38,61,"773,014",20.10,20.20,19.85,20.05,14.22,-4.0,0.0,2.0
2025-09-25,8940,新天地,26,39,"544,085",20.15,20.20,20.10,20.20,14.33,-1.0,0.0,0.0
2025-09-24,8940,新天地,55,33,"1,109,705",20.10,20.75,20.00,20.10,14.26,2.0,0.0,0.0
2025-09-23,8940,新天地,48,51,"978,510",20.10,20.10,19.95,20.10,14.26,1.0,0.0,0.0
2025-09-22,8940,新天地,13,29,"281,608",20.20,20.20,20.00,20.10,14.26,,,
