日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2026-01-16,2477,美隆電,415,478,"10,570,971",25.80,25.90,25.25,25.25,14.77,-60,0,-1
2026-01-15,2477,美隆電,1004,"1,303","25,725,646",25.05,26.10,24.85,25.80,15.09,118,0,-1
2026-01-14,2477,美隆電,339,260,"8,409,017",24.20,24.95,24.15,24.80,14.50,153,0,-4
2026-01-13,2477,美隆電,359,362,"8,745,380",24.85,24.85,24.00,24.20,14.15,42,0,12
2026-01-12,2477,美隆電,296,428,"7,358,679",24.90,25.00,24.65,24.65,14.42,50,0,10
2026-01-09,2477,美隆電,327,294,"8,209,237",25.20,25.50,24.60,25.00,14.62,64,0,0
2026-01-08,2477,美隆電,399,312,"9,965,208",25.50,25.50,24.75,25.05,14.65,33,0,0
2026-01-07,2477,美隆電,2091,"1,244","53,310,733",25.65,26.25,24.70,25.50,14.91,-375,0,-7
2026-01-06,2477,美隆電,845,765,"21,074,373",23.70,25.45,23.70,25.30,14.80,59,0,-1
2026-01-05,2477,美隆電,130,114,"3,096,623",23.80,23.80,23.60,23.60,13.80,-33,0,0
2026-01-02,2477,美隆電,87,79,"2,085,604",23.95,24.00,23.75,23.75,13.89,2,0,0
2025-12-31,2477,美隆電,128,109,"3,060,803",23.90,23.95,23.70,23.75,13.89,-32,0,1
2025-12-30,2477,美隆電,101,136,"2,436,060",24.20,24.50,23.90,23.95,14.01,-1,0,1
2025-12-29,2477,美隆電,131,105,"3,199,964",24.20,24.50,24.15,24.20,14.15,39,0,0
2025-12-26,2477,美隆電,131,161,"3,195,605",24.40,24.70,24.10,24.20,14.15,33,0,1
2025-12-24,2477,美隆電,101,176,"2,458,431",24.05,24.25,24.00,24.05,14.06,50,0,-4
2025-12-23,2477,美隆電,63,81,"1,521,247",24.10,24.10,23.85,23.90,13.98,18,0,0
2025-12-22,2477,美隆電,165,125,"3,949,980",23.70,24.05,23.40,24.00,14.04,61,0,-1
2025-12-19,2477,美隆電,58,51,"1,382,052",23.75,24.05,23.55,23.75,13.89,-23,0,6
2025-12-18,2477,美隆電,37,65,"880,163",23.50,23.75,23.35,23.45,13.71,-8,0,2
2025-12-17,2477,美隆電,62,47,"1,466,650",23.55,23.85,23.55,23.55,13.77,17,0,0
2025-12-16,2477,美隆電,104,97,"2,466,465",24.00,24.00,23.35,23.55,13.77,-31,0,0
2025-12-15,2477,美隆電,46,63,"1,134,813",23.95,24.40,23.75,24.15,14.12,5,0,-1
2025-12-12,2477,美隆電,120,100,"2,892,098",23.85,24.30,23.85,24.00,14.04,54,0,4
2025-12-11,2477,美隆電,120,95,"2,865,699",23.70,23.90,23.55,23.85,13.95,37,0,0
2025-12-10,2477,美隆電,122,99,"2,890,710",23.60,23.95,23.50,23.70,13.86,-37,0,-8
2025-12-09,2477,美隆電,223,105,"5,227,867",23.55,23.55,23.20,23.50,13.74,33,0,8
2025-12-08,2477,美隆電,75,69,"1,789,021",23.65,23.95,23.50,23.60,13.80,0,0,3
2025-12-05,2477,美隆電,104,122,"2,484,236",24.00,24.15,23.65,23.65,13.83,26,0,3
2025-12-04,2477,美隆電,57,77,"1,395,295",24.20,24.30,23.85,24.00,14.04,25,0,3
2025-12-03,2477,美隆電,29,50,"716,310",23.85,24.00,23.85,23.95,14.01,10,0,2
2025-12-02,2477,美隆電,68,74,"1,633,082",24.10,24.40,23.70,23.80,13.92,14,0,5
2025-12-01,2477,美隆電,48,113,"1,154,225",23.85,23.85,23.60,23.65,13.83,5,0,-1
2025-11-28,2477,美隆電,105,162,"2,524,867",23.75,24.00,23.70,23.80,13.92,29,0,17
2025-11-27,2477,美隆電,174,130,"4,150,334",23.60,24.15,23.60,23.95,14.01,88,0,-1
2025-11-26,2477,美隆電,116,96,"2,753,038",23.10,23.85,23.10,23.50,13.74,70,0,0
2025-11-25,2477,美隆電,39,43,"910,755",23.20,23.20,23.00,23.05,13.48,1,0,0
2025-11-24,2477,美隆電,97,62,"2,242,094",23.05,23.25,22.80,22.95,13.42,-22,0,2
2025-11-21,2477,美隆電,115,129,"2,662,892",23.65,23.65,22.90,23.00,13.45,-34,0,6
2025-11-20,2477,美隆電,138,125,"3,252,233",23.65,23.80,23.30,23.45,13.71,3,0,1
2025-11-19,2477,美隆電,164,148,"3,828,950",23.95,23.95,23.10,23.20,13.57,2,0,5
2025-11-18,2477,美隆電,170,161,"4,064,931",24.15,24.15,23.60,23.80,13.92,31,0,1
2025-11-17,2477,美隆電,356,329,"8,781,614",25.20,25.40,24.15,24.15,14.12,-64,0,-65
2025-11-14,2477,美隆電,677,463,"16,788,112",23.95,25.30,23.95,25.20,14.74,179,0,-5
2025-11-13,2477,美隆電,389,229,"9,329,114",23.85,24.25,23.65,24.05,14.06,105,0,-4
