日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2026-01-16,1315,達新,60,183,"3,920,226",64.10,65.50,64.00,65.00,39.63,-2.0,0.0,0.0
2026-01-15,1315,達新,82,30,"5,245,588",63.90,64.10,63.90,63.90,38.96,8.0,0.0,0.0
2026-01-14,1315,達新,17,32,"1,094,725",63.80,63.90,63.80,63.80,38.90,3.0,0.0,0.0
2026-01-13,1315,達新,19,24,"1,223,421",64.50,64.50,63.80,63.90,38.96,-1.0,0.0,0.0
2026-01-12,1315,達新,29,27,"1,857,341",64.00,64.00,63.70,63.90,38.96,1.0,0.0,0.0
2026-01-09,1315,達新,70,17,"4,481,567",64.10,64.10,63.80,63.90,38.96,1.0,0.0,0.0
2026-01-08,1315,達新,4,15,"277,978",64.40,64.40,64.00,64.10,39.09,0.0,0.0,0.0
2026-01-07,1315,達新,76,25,"4,877,633",63.90,64.40,63.90,63.90,38.96,1.0,0.0,0.0
2026-01-06,1315,達新,25,31,"1,627,992",63.70,64.20,63.70,64.00,39.02,-9.0,0.0,0.0
2026-01-05,1315,達新,15,34,"992,482",64.00,64.30,64.00,64.20,39.15,1.0,0.0,0.0
2026-01-02,1315,達新,4,14,"270,560",64.20,64.50,64.20,64.40,39.27,1.0,0.0,0.0
2025-12-31,1315,達新,9,33,"576,088",64.10,64.50,63.90,64.50,39.33,,,
2025-12-30,1315,達新,28,30,"1,804,498",63.90,64.30,62.50,64.30,39.21,-1.0,0.0,0.0
2025-12-29,1315,達新,10,20,"661,621",64.00,64.00,63.90,63.90,38.96,,,
2025-12-26,1315,達新,17,53,"1,110,327",64.20,64.20,63.90,64.00,39.02,-2.0,0.0,0.0
2025-12-24,1315,達新,6,34,"429,793",64.20,64.20,64.20,64.20,39.15,-1.0,0.0,0.0
2025-12-23,1315,達新,4,31,"307,144",64.20,64.20,64.20,64.20,39.15,-3.0,0.0,0.0
2025-12-22,1315,達新,1,10,"122,476",64.20,64.20,64.20,64.20,39.15,,,
2025-12-19,1315,達新,6,31,"393,114",64.20,64.20,64.00,64.10,39.09,,,
