日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2025-11-10,3045,台灣大,5716,"2,245","633,587,651",111.00,111.50,110.00,110.50,22.97,,,
2025-11-07,3045,台灣大,7884,"2,741","873,075,216",110.50,111.50,109.50,111.00,23.08,3574.0,0.0,-139.0
2025-11-06,3045,台灣大,6114,"2,787","670,682,570",110.00,110.50,109.00,110.00,22.87,1498.0,-250.0,94.0
2025-11-05,3045,台灣大,5105,"2,554","560,171,099",111.00,111.00,109.00,109.50,22.77,-426.0,-211.0,7.0
2025-11-04,3045,台灣大,8504,"2,812","941,813,256",110.50,111.50,110.00,110.50,22.97,2564.0,-704.0,-74.0
2025-11-03,3045,台灣大,6112,"2,633","676,658,222",110.00,111.50,109.50,110.50,22.97,3247.0,-1348.0,-158.0
2025-10-31,3045,台灣大,6481,"2,294","712,075,009",110.00,110.50,109.50,109.50,22.77,1102.0,-813.0,84.0
2025-10-30,3045,台灣大,8850,"3,703","973,028,942",111.00,111.00,109.00,110.00,22.87,-1036.0,-812.0,181.0
2025-10-29,3045,台灣大,4295,"2,858","475,888,706",111.50,111.50,110.00,111.00,23.08,49.0,-883.0,156.0
2025-10-28,3045,台灣大,5360,"2,681","596,560,291",111.50,112.00,110.50,111.50,23.18,178.0,-302.0,137.0
2025-10-27,3045,台灣大,6524,"3,084","727,555,966",112.50,112.50,111.00,111.00,23.08,-632.0,-441.0,253.0
2025-10-23,3045,台灣大,2906,"1,694","325,422,641",111.50,112.50,111.00,112.50,23.39,1508.0,14.0,-193.0
2025-10-22,3045,台灣大,5613,"2,294","626,757,890",111.00,112.00,111.00,112.00,23.28,2866.0,-309.0,-169.0
2025-10-21,3045,台灣大,2356,"1,584","261,998,085",111.50,111.50,111.00,111.00,23.08,319.0,-431.0,-55.0
2025-10-20,3045,台灣大,6211,"2,361","691,664,509",111.50,112.00,110.50,111.50,23.18,568.0,-124.0,94.0
2025-10-17,3045,台灣大,9193,"2,774","1,021,498,648",110.00,112.00,110.00,111.50,23.18,6613.0,-1429.0,77.0
2025-10-16,3045,台灣大,8599,"2,787","942,916,515",109.50,110.00,109.00,110.00,22.87,5400.0,-1060.0,65.0
2025-10-15,3045,台灣大,11090,"4,671","1,213,428,914",110.50,111.00,108.50,109.00,22.66,614.0,-166.0,-19.0
2025-10-14,3045,台灣大,6953,"2,445","770,020,719",110.00,111.50,110.00,110.50,22.97,3364.0,-5.0,-163.0
2025-10-13,3045,台灣大,6113,"2,607","673,181,043",110.00,110.50,109.00,110.50,22.97,1435.0,10.0,64.0
2025-10-09,3045,台灣大,7437,"3,200","819,511,388",111.00,111.00,109.50,110.50,22.97,1490.0,-56.0,29.0
2025-10-08,3045,台灣大,8687,"3,024","958,958,673",110.00,111.00,109.50,110.50,22.97,2995.0,-76.0,-417.0
2025-10-07,3045,台灣大,7258,"3,474","794,983,590",108.50,110.00,108.50,110.00,22.87,3090.0,-73.0,-116.0
2025-10-03,3045,台灣大,7559,"3,204","821,801,445",109.00,109.00,108.00,109.00,22.66,3015.0,-18.0,-308.0
2025-10-02,3045,台灣大,11199,"3,564","1,219,601,250",108.50,109.50,108.00,108.50,22.56,4869.0,21.0,-422.0
2025-10-01,3045,台灣大,11212,"4,164","1,211,197,543",108.50,109.00,107.00,108.50,22.56,-400.0,-95.0,-5.0
2025-09-30,3045,台灣大,15269,"5,661","1,649,518,525",107.00,109.00,106.50,109.00,22.66,8440.0,-12.0,-580.0
2025-09-26,3045,台灣大,7105,"2,981","757,883,375",106.50,107.00,106.00,107.00,22.25,1605.0,-288.0,-189.0
2025-09-25,3045,台灣大,5250,"3,626","557,415,916",107.00,107.00,106.00,106.00,22.04,-1420.0,-39.0,-51.0
2025-09-24,3045,台灣大,5549,"3,039","590,623,377",106.50,107.00,106.00,106.50,22.14,1156.0,-302.0,-93.0
2025-09-23,3045,台灣大,7455,"4,568","790,851,990",106.00,106.50,105.50,106.00,22.04,1546.0,-266.0,-21.0
2025-09-22,3045,台灣大,4962,"2,541","527,199,763",106.50,107.00,105.50,106.00,22.04,1900.0,-24.0,-152.0
2025-09-19,3045,台灣大,14147,"5,797","1,495,926,855",106.00,106.50,105.50,105.50,21.93,-7463.0,199.0,122.0
2025-09-18,3045,台灣大,5497,"2,665","584,413,055",106.50,106.50,106.00,106.50,22.14,-124.0,-1322.0,48.0
2025-09-17,3045,台灣大,5325,"3,303","565,882,090",106.50,107.00,106.00,106.00,22.04,-466.0,-1049.0,27.0
2025-09-16,3045,台灣大,6992,"3,430","745,616,310",107.50,107.50,106.00,106.50,22.14,-1433.0,-528.0,-554.0
2025-09-15,3045,台灣大,4382,"2,374","469,292,502",107.00,107.50,106.50,107.00,22.25,-299.0,-614.0,-250.0
2025-09-12,3045,台灣大,3825,"1,919","409,213,783",107.00,107.50,106.50,107.50,22.35,296.0,318.0,127.0
2025-09-11,3045,台灣大,3161,"1,924","337,981,673",107.00,107.50,106.50,106.50,22.14,-992.0,-80.0,-32.0
2025-09-10,3045,台灣大,5212,"2,895","557,539,599",107.00,107.50,106.50,107.00,22.25,-1284.0,-39.0,-68.0
2025-09-09,3045,台灣大,3293,"1,887","353,550,267",107.00,108.00,107.00,107.50,22.35,513.0,-25.0,635.0
2025-09-08,3045,台灣大,4429,"2,142","472,924,328",106.00,107.00,106.00,107.00,22.25,1810.0,-14.0,-152.0
2025-09-05,3045,台灣大,3146,"2,215","334,170,968",106.50,107.00,106.00,106.00,22.04,-647.0,-10.0,86.0
2025-09-04,3045,台灣大,2592,"1,906","275,576,172",106.50,106.50,106.00,106.50,22.14,-224.0,-6.0,19.0
2025-09-03,3045,台灣大,2863,"1,819","304,734,867",107.00,107.00,106.00,106.50,22.14,-709.0,-5.0,-166.0
2025-09-02,3045,台灣大,3176,"1,999","339,525,858",107.00,107.50,106.50,107.00,22.25,925.0,-1.0,-66.0
2025-09-01,3045,台灣大,3301,"2,155","351,128,756",106.50,107.00,106.00,106.50,22.14,-565.0,71.0,0.0
2025-08-29,3045,台灣大,7097,"2,848","753,063,724",106.50,106.50,105.50,106.50,22.14,-4919.0,3439.0,38.0
2025-08-28,3045,台灣大,5238,"3,096","556,392,046",106.50,107.00,106.00,106.00,22.04,-1141.0,-87.0,-14.0
2025-08-27,3045,台灣大,5413,"3,303","575,438,091",106.50,107.00,106.00,106.00,22.04,-2074.0,-6.0,6.0
2025-08-26,3045,台灣大,4654,"2,001","496,254,932",106.50,107.00,106.50,106.50,22.14,-1235.0,-1.0,14.0
2025-08-25,3045,台灣大,8897,"4,199","954,020,999",108.50,108.50,106.50,107.00,22.25,-5192.0,12.0,18.0
2025-08-22,3045,台灣大,6233,"2,837","673,383,408",108.50,109.00,107.50,108.00,22.45,-2855.0,-10.0,106.0
2025-08-21,3045,台灣大,6700,"2,965","727,153,544",109.00,109.00,108.00,108.50,22.56,956.0,671.0,-36.0
2025-08-20,3045,台灣大,6558,"3,499","710,299,617",108.50,109.00,108.00,108.00,22.45,-413.0,627.0,303.0
2025-08-19,3045,台灣大,4013,"2,033","434,524,967",108.50,109.00,108.00,108.00,22.45,-1229.0,-30.0,-341.0
2025-08-18,3045,台灣大,7651,"3,344","826,145,725",107.00,108.50,107.00,108.50,22.56,2499.0,935.0,-205.0
2025-08-15,3045,台灣大,4277,"2,705","457,456,450",106.50,107.50,106.00,107.00,22.25,-342.0,-226.0,71.0
2025-08-14,3045,台灣大,7809,"5,228","831,521,359",107.00,107.50,106.00,106.00,22.04,-4483.0,30.0,141.0
2025-08-13,3045,台灣大,6052,"3,220","646,101,683",108.00,108.00,106.50,106.50,22.14,-3382.0,41.0,79.0
2025-08-12,3045,台灣大,9298,"4,112","999,464,144",107.50,108.00,107.00,107.00,22.25,-2400.0,34.0,-185.0
2025-08-11,3045,台灣大,5278,"3,280","566,051,682",107.50,108.00,106.50,106.50,22.19,-1426.0,-78.0,-1.0
2025-08-08,3045,台灣大,4453,"2,450","477,903,025",107.00,108.00,106.50,107.50,22.40,1124.0,85.0,-57.0
2025-08-07,3045,台灣大,5136,"2,371","548,221,825",107.00,107.50,106.00,106.50,22.19,-2230.0,38.0,56.0
