日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2025-11-10,2412,中華電,3283,"2,885","436,018,483",132.50,133.00,132.00,133.00,27.14,,,
2025-11-07,2412,中華電,7556,"4,218","1,000,396,055",131.00,133.00,130.50,132.50,27.04,3195.0,119.0,-53.0
2025-11-06,2412,中華電,6378,"3,656","841,144,491",132.00,132.50,131.50,131.50,26.84,-79.0,16.0,302.0
2025-11-05,2412,中華電,6226,"4,931","815,653,793",131.50,132.00,130.00,132.00,26.94,-543.0,12.0,110.0
2025-11-04,2412,中華電,9169,"6,671","1,202,133,580",131.50,132.50,130.50,131.00,26.73,138.0,182.0,174.0
2025-11-03,2412,中華電,7294,"4,105","961,556,824",132.00,133.00,131.00,131.50,26.84,3577.0,6.0,134.0
2025-10-31,2412,中華電,5591,"3,462","734,142,333",132.00,132.00,130.50,131.00,26.73,-377.0,-1.0,194.0
2025-10-30,2412,中華電,15289,"9,907","2,008,439,172",132.50,132.50,130.50,131.50,26.84,-398.0,-6.0,242.0
2025-10-29,2412,中華電,6248,"3,629","825,008,627",132.00,133.00,131.50,132.00,26.94,2283.0,-47.0,43.0
2025-10-28,2412,中華電,11442,"6,509","1,509,697,197",132.50,133.00,131.50,132.00,26.94,1843.0,-48.0,-355.0
2025-10-27,2412,中華電,15556,"8,507","2,061,520,100",134.00,134.00,131.50,132.00,26.94,1326.0,-411.0,966.0
2025-10-23,2412,中華電,4409,"2,517","588,794,218",133.00,134.00,133.00,134.00,27.35,1782.0,-289.0,119.0
2025-10-22,2412,中華電,4024,"2,361","536,319,580",133.00,133.50,133.00,133.50,27.24,1114.0,-589.0,396.0
2025-10-21,2412,中華電,2450,"2,263","326,200,028",133.50,133.50,133.00,133.00,27.14,227.0,-159.0,93.0
2025-10-20,2412,中華電,3741,"2,596","498,030,400",133.00,133.50,133.00,133.00,27.14,-366.0,55.0,250.0
2025-10-17,2412,中華電,4328,"2,857","575,011,593",133.00,133.00,132.50,133.00,27.14,1560.0,-223.0,75.0
2025-10-16,2412,中華電,5152,"4,159","679,390,882",132.00,132.50,131.50,132.00,26.94,115.0,-55.0,157.0
2025-10-15,2412,中華電,10324,"7,868","1,362,543,652",132.00,132.50,131.50,131.50,26.84,-4268.0,46.0,109.0
2025-10-14,2412,中華電,6655,"4,812","880,982,473",132.00,133.00,132.00,132.50,27.04,-1879.0,252.0,144.0
2025-10-13,2412,中華電,12798,"7,981","1,691,638,176",133.00,133.00,131.50,132.50,27.04,-4682.0,444.0,300.0
2025-10-09,2412,中華電,5673,"4,750","753,823,988",133.00,133.50,132.50,133.00,27.14,-264.0,-73.0,77.0
2025-10-08,2412,中華電,4057,"3,105","541,340,326",134.00,134.00,133.00,133.50,27.24,145.0,-45.0,54.0
2025-10-07,2412,中華電,5858,"4,313","780,163,474",133.00,134.00,132.50,133.00,27.14,60.0,-38.0,399.0
2025-10-03,2412,中華電,7990,"6,314","1,062,935,513",133.50,134.00,132.50,133.00,27.14,-1240.0,-228.0,7.0
2025-10-02,2412,中華電,5670,"5,064","755,976,122",134.00,134.00,133.00,133.00,27.14,-2505.0,-65.0,22.0
2025-10-01,2412,中華電,3436,"2,810","460,321,185",134.00,134.50,133.50,134.50,27.45,837.0,-270.0,103.0
2025-09-30,2412,中華電,13067,"6,713","1,747,979,017",135.00,135.00,133.00,133.50,27.24,-2628.0,-6.0,246.0
2025-09-26,2412,中華電,7779,"4,260","1,043,921,584",133.50,135.00,133.00,134.50,27.45,2411.0,58.0,245.0
2025-09-25,2412,中華電,4944,"3,546","660,989,146",134.50,134.50,133.50,133.50,27.24,-875.0,-44.0,167.0
2025-09-24,2412,中華電,3981,"2,941","533,238,760",134.00,134.50,133.50,134.50,27.45,610.0,-63.0,369.0
2025-09-23,2412,中華電,3398,"2,622","453,934,829",133.50,134.00,133.00,133.50,27.24,-1361.0,64.0,12.0
2025-09-22,2412,中華電,3656,"3,156","488,878,449",134.50,134.50,133.50,133.50,27.24,-165.0,-76.0,111.0
2025-09-19,2412,中華電,12197,"4,362","1,632,887,577",134.00,134.50,133.50,134.00,27.35,150.0,-1547.0,36.0
2025-09-18,2412,中華電,4681,"3,454","627,012,617",134.50,135.00,133.50,134.00,27.35,-517.0,-211.0,79.0
2025-09-17,2412,中華電,4109,"3,237","551,764,122",134.50,135.00,134.00,134.50,27.45,459.0,-96.0,58.0
2025-09-16,2412,中華電,4855,"3,548","651,859,115",134.50,135.00,134.00,134.00,27.35,-1050.0,-133.0,51.0
2025-09-15,2412,中華電,4591,"3,170","619,569,596",135.50,135.50,134.50,135.00,27.55,-81.0,-54.0,79.0
2025-09-12,2412,中華電,3949,"3,155","533,867,995",135.50,136.00,134.50,135.50,27.65,726.0,-112.0,148.0
2025-09-11,2412,中華電,6070,"3,871","819,431,547",135.00,136.00,134.50,134.50,27.45,-39.0,-281.0,-38.0
2025-09-10,2412,中華電,3854,"3,393","521,385,279",135.00,136.00,134.50,135.50,27.65,946.0,-97.0,59.0
2025-09-09,2412,中華電,5381,"3,397","726,909,115",134.50,135.50,134.00,135.50,27.65,1050.0,-75.0,3.0
2025-09-08,2412,中華電,3700,"3,316","497,572,768",134.50,135.00,134.00,134.50,27.45,-163.0,-35.0,-3.0
2025-09-05,2412,中華電,4359,"3,889","586,308,660",135.00,135.50,134.00,134.50,27.45,-1071.0,-34.0,81.0
2025-09-04,2412,中華電,4219,"2,641","567,880,842",135.00,135.00,134.00,135.00,27.55,630.0,-18.0,29.0
2025-09-03,2412,中華電,4953,"4,023","666,351,828",134.50,135.50,134.00,134.00,27.35,-968.0,7.0,-90.0
2025-09-02,2412,中華電,3857,"3,378","519,610,021",134.00,135.00,134.00,135.00,27.55,974.0,14.0,-5.0
2025-09-01,2412,中華電,4168,"3,169","557,621,038",133.50,134.50,133.00,134.00,27.35,221.0,35.0,-28.0
2025-08-29,2412,中華電,7636,"5,616","1,015,516,055",133.50,134.00,132.50,132.50,27.04,-3087.0,-54.0,44.0
2025-08-28,2412,中華電,8097,"5,620","1,080,854,818",134.50,134.50,133.00,133.00,27.14,-668.0,-77.0,-39.0
