日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2025-11-10,2515,中工,26395,"8,829","448,101,206",16.65,17.35,16.20,17.30,36.04,,,
2025-11-07,2515,中工,22642,"7,417","383,141,932",17.10,17.10,16.70,17.00,35.42,1174.0,0.0,919.0
2025-11-06,2515,中工,26228,"9,630","442,177,574",16.65,17.00,16.65,17.00,35.42,4652.0,2.0,486.0
2025-11-05,2515,中工,27486,"9,917","439,291,936",16.45,16.45,15.05,16.45,34.27,7686.0,0.0,837.0
2025-11-04,2515,中工,86189,"22,770","1,416,998,150",16.80,17.15,15.90,16.05,33.44,-4839.0,263.0,1260.0
2025-11-03,2515,中工,40558,"11,551","633,132,396",15.40,15.90,15.25,15.65,32.60,6012.0,221.0,364.0
2025-10-31,2515,中工,48413,"13,620","747,478,972",15.20,15.70,15.15,15.35,31.98,7928.0,0.0,377.0
2025-10-30,2515,中工,91090,"25,069","1,373,318,899",14.75,15.55,14.60,15.25,31.77,10158.0,0.0,-249.0
2025-10-29,2515,中工,114952,"25,702","1,633,546,490",14.10,14.75,13.50,14.75,30.73,-3377.0,0.0,436.0
2025-10-28,2515,中工,59972,"13,020","785,951,902",12.55,13.45,12.50,13.45,28.02,4640.0,0.0,406.0
2025-10-27,2515,中工,52594,"8,632","636,252,001",11.50,12.25,11.50,12.25,25.52,9216.0,0.0,545.0
2025-10-23,2515,中工,1660,638,"18,514,010",11.20,11.20,11.10,11.15,23.23,-71.0,0.0,-1.0
2025-10-22,2515,中工,2357,941,"26,454,260",11.30,11.35,11.15,11.20,23.33,183.0,0.0,6.0
2025-10-21,2515,中工,2659,910,"30,091,335",11.30,11.40,11.25,11.30,23.54,1018.0,0.0,-20.0
2025-10-20,2515,中工,6110,"1,548","69,102,415",11.20,11.40,11.20,11.30,23.54,3025.0,0.0,21.0
2025-10-17,2515,中工,2607,834,"29,203,411",11.10,11.30,11.10,11.15,23.23,1289.0,0.0,-48.0
2025-10-16,2515,中工,6930,"2,020","77,802,333",11.05,11.40,11.05,11.10,23.12,1909.0,0.0,123.0
2025-10-15,2515,中工,18846,"2,025","208,048,659",10.80,11.15,10.80,11.05,23.02,3098.0,0.0,-175.0
2025-10-14,2515,中工,4723,"1,454","51,534,672",10.90,11.00,10.80,10.80,22.50,215.0,0.0,14.0
2025-10-13,2515,中工,4399,"1,441","47,273,871",10.65,10.90,10.60,10.85,22.60,-709.0,0.0,147.0
2025-10-09,2515,中工,8493,"2,280","91,937,697",10.60,10.95,10.60,10.90,22.71,1318.0,0.0,55.0
2025-10-08,2515,中工,3491,"1,180","36,948,351",10.60,10.65,10.50,10.60,22.08,-305.0,0.0,11.0
2025-10-07,2515,中工,5019,"1,676","53,153,305",10.55,10.80,10.40,10.60,22.08,134.0,0.0,10.0
2025-10-03,2515,中工,3355,"1,136","35,402,149",10.55,10.65,10.45,10.60,22.08,336.0,-4.0,131.0
