日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2025-11-10,2421,建準,42729,"33,064","7,540,006,284",173.00,184.00,169.50,176.50,24.31,,,
2025-11-07,2421,建準,20333,"15,361","3,387,165,747",160.50,168.50,159.50,168.50,23.21,5376.0,0.0,377.0
2025-11-06,2421,建準,7398,"5,792","1,127,920,068",152.00,155.00,149.00,153.50,25.63,-269.0,0.0,385.0
2025-11-05,2421,建準,8934,"7,495","1,323,638,367",144.00,153.00,143.00,152.00,25.38,-815.0,0.0,5.0
2025-11-04,2421,建準,23211,"19,632","3,638,256,419",167.50,168.50,149.50,149.50,24.96,1123.0,13.0,-666.0
2025-11-03,2421,建準,22556,"19,144","3,619,941,128",155.00,166.00,152.00,166.00,27.71,-38.0,1.0,719.0
2025-10-31,2421,建準,5184,"5,469","776,643,595",149.50,152.00,147.00,151.00,25.21,433.0,0.0,150.0
2025-10-30,2421,建準,8409,"10,477","1,249,289,519",152.00,153.50,145.00,148.00,24.71,1313.0,0.0,-256.0
2025-10-29,2421,建準,11815,"10,911","1,760,490,672",148.50,151.50,144.00,150.50,25.13,1518.0,0.0,93.0
2025-10-28,2421,建準,12440,"14,409","1,807,415,528",141.00,147.50,140.50,147.00,24.54,747.0,0.0,234.0
2025-10-27,2421,建準,5225,"4,568","730,569,360",138.00,141.50,137.50,140.50,23.46,1580.0,0.0,244.0
2025-10-23,2421,建準,2317,"2,178","314,866,366",136.50,137.50,134.50,136.00,22.70,667.0,0.0,-89.0
2025-10-22,2421,建準,2494,"2,475","342,333,708",138.00,138.50,136.00,137.00,22.87,708.0,0.0,-146.0
2025-10-21,2421,建準,6151,"5,338","851,099,247",138.00,141.00,135.00,139.00,23.21,1328.0,-2.0,12.0
2025-10-20,2421,建準,3911,"3,629","531,223,106",135.00,137.50,133.50,136.50,22.79,1022.0,1.0,7.0
2025-10-17,2421,建準,11920,"13,809","1,631,161,834",143.00,143.50,133.50,135.50,22.62,-2926.0,0.0,-129.0
2025-10-16,2421,建準,25122,"19,371","3,668,431,531",147.00,154.00,140.00,145.00,24.21,-2752.0,-1.0,-93.0
2025-10-15,2421,建準,14569,"12,598","2,015,110,510",137.50,140.00,135.00,140.00,23.37,39.0,3.0,209.0
2025-10-14,2421,建準,13652,"10,887","1,853,831,928",132.50,138.50,131.00,135.00,22.54,3447.0,5.0,368.0
2025-10-13,2421,建準,3510,"3,443","454,578,680",127.50,131.50,127.50,131.00,21.87,907.0,2.0,15.0
2025-10-09,2421,建準,7924,"5,669","1,061,685,078",134.50,137.50,131.50,132.00,22.04,1251.0,-360.0,-33.0
2025-10-08,2421,建準,2889,"2,522","373,529,312",130.00,131.00,127.00,131.00,21.87,233.0,3.0,-155.0
2025-10-07,2421,建準,7364,"5,888","967,041,740",130.50,133.00,129.00,130.50,21.79,-1601.0,0.0,161.0
2025-10-03,2421,建準,2742,"2,313","357,285,252",129.00,133.00,128.00,128.50,21.45,202.0,0.0,61.0
2025-10-02,2421,建準,1701,"1,355","218,145,460",129.50,129.50,127.50,128.00,21.37,269.0,-41.0,14.0
2025-10-01,2421,建準,1826,"1,909","233,550,403",127.00,129.50,126.50,127.50,21.29,139.0,-18.0,26.0
