"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","10,178,792","20,944","1,712,143,049","167.85","169.00","167.50","168.60","+","0.80","168.55","101","168.60","160","0.00",
="0051","元大中型100","127,618","400","8,806,452","69.00","69.35","68.55","68.55","-","0.65","68.55","1","68.60","2","0.00",
="0052","富邦科技","427,340","850","69,078,809","161.65","162.30","161.25","161.60","-","0.35","161.60","5","161.70","2","0.00",
="0053","元大電子","8,116","114","721,171","89.45","89.45","88.45","89.15","-","0.30","88.85","1","89.40","56","0.00",
="0055","元大MSCI金融","416,244","551","11,234,535","26.55","27.09","26.55","26.95","+","0.40","26.92","50","26.94","4","0.00",
="0056","元大高股息","26,173,008","20,043","845,605,925","32.39","32.39","32.22","32.22","-","0.12","32.22","142","32.23","272","0.00",
="0057","富邦摩台","24,016","110","3,016,849","125.55","126.05","125.55","125.80","+","0.30","125.70","20","125.80","1","0.00",
="0061","元大寶滬深","241,979","143","4,462,673","18.50","18.50","18.32","18.32","-","0.18","18.32","4","18.37","5","0.00",
="006203","元大MSCI台灣","5,203","122","405,243","78.00","78.60","78.00","78.60","+","0.60","78.10","22","78.35","1","0.00",
="006204","永豐臺灣加權","4,993","67","509,395","101.95","102.25","101.95","102.15","+","0.40","101.75","50","101.80","5","0.00",
="006205","富邦上証","158,569","350","5,067,605","32.00","32.03","31.81","31.81","-","0.19","31.80","3","31.81","67","0.00",
="006206","元大上證50","113,022","154","3,457,386","30.80","30.80","30.56","30.56","-","0.38","30.50","82","30.58","85","0.00",
="006207","復華滬深","55,963","12","1,342,175","24.00","24.00","23.93","23.93","-","0.12","23.87","1","23.89","1","0.00",
="006208","富邦台50","6,784,829","8,601","670,280,223","98.75","99.35","98.45","98.90","+","0.20","98.90","144","98.95","16","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.18","5","7.26","5","0.00",
="00631L","元大台灣50正2","8,301,807","6,346","1,416,215,599","170.10","172.45","169.55","170.30","-","0.65","170.30","213","170.35","12","0.00",
="00632R","元大台灣50反1","49,231,772","9,022","1,223,953,991","24.88","24.94","24.72","24.90","+","0.08","24.90","42","24.91","1,253","0.00",
="00633L","富邦上証正2","5,610,699","877","206,652,980","37.18","37.19","36.49","36.49","-","0.61","36.49","184","36.52","1","0.00",
="00634R","富邦上証反1","242,000","22","965,240","3.98","3.99","3.97","3.98","+","0.01","3.98","503","3.99","4","0.00",
="00635U","期元大S&P黃金","2,933,650","1,572","108,003,294","36.84","36.95","36.73","36.84","+","0.03","36.83","57","36.84","24","0.00",
="00636","國泰中國A50","1,026,785","462","22,870,508","22.38","22.40","22.12","22.12","-","0.28","22.12","8","22.13","10","0.00",
="00636K","國泰中國A50+U","200","2","1,392","6.96","6.96","6.96","6.96","-","0.03","6.93","10","6.98","2","0.00",
="00637L","元大滬深300正2","43,243,991","5,493","643,161,790","15.03","15.05","14.71","14.71","-","0.24","14.71","839","14.72","61","0.00",
="00638R","元大滬深300反1","343,135","30","2,884,915","8.44","8.44","8.40","8.42","-","0.02","8.43","3","8.44","349","0.00",
="00639","富邦深100","1,234,954","353","13,601,708","11.03","11.04","10.99","10.99","-","0.05","10.99","22","11.00","10","0.00",
="00640L","富邦日本正2","1,294,392","218","62,226,254","48.23","48.28","47.85","48.21","-","0.45","48.21","166","48.22","3","0.00",
="00641R","富邦日本反1","1,135,267","100","6,842,775","6.02","6.04","6.01","6.03","+","0.03","6.02","8","6.03","414","0.00",
="00642U","期元大S&P石油","13,202,527","3,501","193,075,087","14.70","14.72","14.51","14.51","-","0.44","14.50","461","14.51","311","0.00",
="00643","群益深証中小","2,459,887","163","30,433,350","12.30","12.39","12.30","12.34","-","0.05","12.33","115","12.34","22","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.81","2","2.85","1","0.00",
="00645","富邦日本","272,706","471","10,029,659","36.86","36.87","36.73","36.83","-","0.14","36.83","95","36.84","2","0.00",
="00646","元大S&P500","2,860,495","2,135","159,000,585","55.95","55.95","55.25","55.25","-","0.50","55.25","29","55.30","499","0.00",
="00647L","元大S&P500正2","362,502","144","29,008,798","80.25","80.25","79.85","79.90","-","0.35","79.90","72","79.95","3","0.00",
="00648R","元大S&P500反1","1,326,167","154","7,134,617","5.39","5.39","5.37","5.38","-","0.01","5.37","569","5.38","1,744","0.00",
="00650L","復華香港正2","15,539,103","1,243","209,612,495","13.59","13.60","13.32","13.50","-","0.04","13.50","122","13.51","20","0.00",
="00651R","復華香港反1","857,269","77","5,620,102","6.55","6.59","6.51","6.52","-","0.03","6.53","2","6.54","614","0.00",
="00652","富邦印度","550,414","569","20,847,422","38.15","38.15","37.70","37.82","-","0.33","37.82","4","37.83","13","0.00",
="00653L","富邦印度正2","358,014","161","20,119,242","56.60","56.60","55.80","56.20","-","0.35","56.20","29","56.35","49","0.00",
="00654R","富邦印度反1","247,083","20","1,630,636","6.59","6.62","6.57","6.62","+","0.05","6.60","7","6.61","20","0.00",
="00655L","國泰中國A50正2","2,558,423","384","63,938,693","25.17","25.17","24.74","24.74","-","0.33","24.74","441","24.75","26","0.00",
="00656R","國泰中國A50反1","287,050","22","2,132,670","7.41","7.44","7.40","7.42","-","0.01","7.43","120","7.44","325","0.00",
="00657","國泰日經225","30,879","115","1,318,502","42.78","42.78","42.66","42.77","-","0.10","42.77","99","42.79","31","0.00",
="00657K","國泰日經225+U","200","2","2,680","13.40","13.40","13.40","13.40","+","0.10","13.33","4","13.50","2","0.00",
="00660","元大歐洲50","270,565","304","10,231,497","37.47","38.12","37.47","37.81","+","0.26","37.69","10","37.89","10","0.00",
="00661","元大日經225","26,893","120","1,251,380","46.55","46.59","46.50","46.59","-","0.22","46.62","51","46.65","1","0.00",
="00662","富邦NASDAQ","2,617,766","2,014","209,395,661","80.45","80.45","79.70","79.70","-","0.95","79.70","11","79.75","500","0.00",
="00663L","國泰臺灣加權正2","48,266","59","7,513,473","155.40","157.40","155.00","155.65","-","0.35","155.70","21","156.05","85","0.00",
="00664R","國泰臺灣加權反1","17,996,679","1,061","72,083,003","4.02","4.02","3.98","4.01"," ","0.00","4.00","2,498","4.01","885","0.00",
="00665L","富邦恒生國企正2","37,858,131","4,682","352,987,546","9.45","9.47","9.20","9.30","-","0.16","9.30","470","9.31","218","0.00",
="00666R","富邦恒生國企反1","234,000","46","2,461,020","10.50","10.59","10.43","10.47"," ","0.00","10.45","52","10.47","51","0.00",
="00668","國泰美國道瓊","329,476","129","15,556,529","47.42","47.46","46.98","46.98","-","0.26","46.98","48","47.01","2","0.00",
="00668K","國泰美國道瓊+U","300","3","4,360","14.20","14.70","14.20","14.70","+","0.07","--","0","--","0","0.00",
="00669R","國泰美國道瓊反1","3,935,119","447","27,003,375","6.88","6.88","6.85","6.85","-","0.06","6.85","101","6.86","817","0.00",
="00670L","富邦NASDAQ正2","1,580,324","771","162,864,690","103.40","103.40","102.80","102.95","-","0.60","102.95","114","103.00","19","0.00",
="00671R","富邦NASDAQ反1","12,254,547","472","45,404,464","3.70","3.71","3.69","3.71","+","0.02","3.70","3,331","3.71","75","0.00",
="00673R","期元大S&P原油反1","24,061,649","1,725","190,040,506","7.88","7.95","7.85","7.95","+","0.21","7.95","3,977","7.96","36","0.00",
="00674R","期元大S&P黃金反1","4,964,387","361","38,257,877","7.70","7.73","7.67","7.69","-","0.02","7.69","380","7.70","61","0.00",
="00675L","富邦臺灣加權正2","4,622,445","3,008","314,109,649","67.75","68.70","67.55","67.90","-","0.20","67.90","10","67.95","41","0.00",
="00676R","富邦臺灣加權反1","4,979,863","377","67,632,382","13.58","13.62","13.51","13.58","-","0.01","13.58","6","13.59","114","0.00",
="00678","群益那斯達克生技","258,026","27","6,767,803","26.40","26.40","26.21","26.21","-","0.24","26.20","2","26.21","120","0.00",
="00680L","元大美債20正2","36,013,297","2,057","278,910,424","7.75","7.77","7.73","7.74","+","0.10","7.74","4,431","7.75","3,570","0.00",
="00681R","元大美債20反1","206,000","34","4,255,970","20.67","20.68","20.63","20.68","-","0.15","20.66","1","20.68","146","0.00",
="00682U","期元大美元指數","8,284","11","167,424","20.20","20.23","20.20","20.23","+","0.01","20.22","2","20.23","9","0.00",
="00683L","期元大美元指正2","86,465","37","1,810,562","20.91","20.98","20.90","20.92","-","0.04","20.92","28","20.93","3","0.00",
="00684R","期元大美元指反1","356,761","65","5,666,451","15.88","15.90","15.85","15.86","-","0.02","15.86","3","15.87","80","0.00",
