"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","26,355,410","34,845","5,292,043,270","198.65","202.30","198.60","202.15","+","6.15","202.10","4","202.15","128","0.00",
="0051","元大中型100","191,550","461","14,800,009","77.40","77.70","76.90","77.70","+","1.15","77.60","4","77.70","18","0.00",
="0052","富邦科技","1,952,717","3,400","388,451,250","197.35","200.45","197.15","199.95","+","5.95","199.90","2","199.95","4","0.00",
="0053","元大電子","29,114","167","3,077,641","104.25","106.70","104.25","106.70","+","3.05","106.40","1","106.75","2","0.00",
="0055","元大MSCI金融","277,362","667","7,873,173","28.17","28.47","28.17","28.40","+","0.27","28.40","1","28.41","15","0.00",
="0056","元大高股息","58,190,990","29,361","2,163,743,223","37.05","37.30","36.99","37.22","+","0.44","37.22","136","37.23","25","0.00",
="0057","富邦摩台","33,067","140","4,863,316","146.05","148.00","146.05","148.00","+","4.10","148.00","19","148.15","1","0.00",
="0061","元大寶滬深","1,978,784","985","36,923,550","18.92","18.98","18.56","18.59","-","0.33","18.58","2","18.59","43","0.00",
="006203","元大MSCI台灣","29,256","133","2,748,815","93.65","94.70","93.60","94.70","+","2.60","94.15","12","94.40","1","0.00",
="006204","永豐臺灣加權","37,921","112","4,440,802","116.70","118.05","116.70","117.90","+","2.60","117.50","51","117.90","1","0.00",
="006205","富邦上証","2,554,889","1,101","81,542,033","32.23","32.29","31.72","31.84","-","0.47","31.83","5","31.84","172","0.00",
="006206","元大上證50","219,992","786","6,690,202","30.66","30.66","30.20","30.42","-","0.31","30.35","1","30.42","47","0.00",
="006207","復華滬深","335,726","693","8,165,420","24.40","24.50","24.12","24.18","-","0.38","24.16","1","24.18","51","0.00",
="006208","富邦台50","21,240,283","28,181","2,472,431,971","115.20","117.20","115.10","117.00","+","3.50","116.95","106","117.00","131","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.15","5","7.20","5","0.00",
="00631L","元大台灣50正2","10,398,110","11,815","2,579,064,156","244.80","251.25","244.10","251.15","+","13.05","251.10","7","251.15","51","0.00",
="00632R","元大台灣50反1","40,861,880","8,976","918,992,906","22.66","22.69","22.35","22.35","-","0.61","22.35","1,386","22.36","401","0.00",
="00633L","富邦上証正2","19,866,191","3,768","753,113,665","38.35","38.46","37.18","37.50","-","1.00","37.50","455","37.51","5","0.00",
="00634R","富邦上証反1","903,880","49","3,758,636","4.15","4.18","4.13","4.17","+","0.04","4.17","202","4.18","45","0.00",
="00635U","期元大S&P黃金","843,675","523","25,434,624","30.19","30.24","30.09","30.10","-","0.31","30.09","16","30.10","251","0.00",
="00636","國泰中國A50","2,359,443","1,560","52,765,384","22.65","22.67","22.19","22.30","-","0.38","22.30","6","22.33","223","0.00",
="00636K","國泰中國A50+U","500","1","3,400","6.80","6.80","6.80","6.80","-","0.12","6.78","10","6.82","6","0.00",
="00637L","元大滬深300正2","161,795,110","19,185","2,484,502,941","15.58","15.62","15.08","15.20","-","0.42","15.20","4,251","15.22","39","0.00",
="00638R","元大滬深300反1","1,340,492","95","11,783,768","8.76","8.86","8.72","8.81","+","0.09","8.81","10","8.83","114","0.00",
="00639","富邦深100","2,496,973","1,130","28,882,772","11.67","11.67","11.49","11.50","-","0.19","11.50","17","11.51","153","0.00",
="00640L","富邦日本正2","808,848","162","43,684,846","54.40","54.55","53.50","53.80","+","0.90","53.70","156","53.80","146","0.00",
="00641R","富邦日本反1","804,867","118","4,846,417","6.04","6.04","5.99","6.03","-","0.04","6.02","251","6.04","309","0.00",
="00642U","期元大S&P石油","3,963,191","843","69,816,516","17.64","17.72","17.53","17.53","+","0.07","17.53","2,826","17.54","37","0.00",
="00643","群益深証中小","5,669,573","423","70,724,949","12.53","12.58","12.39","12.41","-","0.20","12.40","8","12.41","129","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.78","3","2.82","2","0.00",
="00645","富邦日本","561,689","847","21,377,411","38.23","38.35","37.92","38.00","+","0.23","38.00","219","38.01","5","0.00",
="00646","元大S&P500","8,852,892","3,290","540,598,298","60.90","61.20","60.90","61.20","+","0.95","61.15","313","61.20","587","0.00",
="00647L","元大S&P500正2","391,508","215","38,929,518","99.50","99.60","99.30","99.60","+","2.00","99.55","152","99.70","17","0.00",
="00648R","元大S&P500反1","483,484","35","2,505,525","5.18","5.19","5.18","5.18","-","0.05","5.18","827","5.19","1,899","0.00",
="00650L","復華香港正2","10,348,709","1,130","122,532,105","11.93","11.99","11.73","11.74","-","0.05","11.74","453","11.75","53","0.00",
="00651R","復華香港反1","85,150","20","650,558","7.59","7.66","7.59","7.66","+","0.02","7.64","564","7.66","199","0.00",
="00652","富邦印度","413,436","991","15,686,219","37.84","38.01","37.66","37.69","-","0.13","37.68","1","37.69","99","0.00",
="00653L","富邦印度正2","412,718","226","24,126,755","58.80","58.95","57.80","57.85","-","0.85","57.80","9","57.85","3","0.00",
="00654R","富邦印度反1","23,962","12","158,213","6.60","6.63","6.59","6.62","+","0.02","6.65","24","6.67","96","0.00",
="00655L","國泰中國A50正2","11,209,820","1,832","286,237,156","25.88","25.97","25.09","25.33","-","0.68","25.33","37","25.35","5","0.00",
="00656R","國泰中國A50反1","559,000","51","4,334,970","7.69","7.82","7.69","7.79","+","0.10","7.77","400","7.79","161","0.00",
="00657","國泰日經225","19,479","93","895,110","46.10","46.10","45.90","45.98","-","0.02","45.98","98","46.03","50","0.00",
="00657K","國泰日經225+U","200","2","2,808","14.04","14.04","14.04","14.04","-","0.18","14.01","10","14.05","3","0.00",
="00660","元大歐洲50","5,769","73","202,246","35.12","35.12","35.10","35.11","-","0.16","35.10","21","35.12","35","0.00",
="00661","元大日經225","244,878","215","12,313,959","50.45","50.50","50.15","50.30","+","0.20","50.25","29","50.30","299","0.00",
="00662","富邦NASDAQ","6,845,721","3,387","617,919,014","90.05","90.50","90.05","90.50","+","1.50","90.45","2","90.50","2","0.00",
="00663L","國泰臺灣加權正2","43,381","46","9,750,871","223.10","228.70","222.85","228.40","+","11.25","228.15","56","228.60","67","0.00",
="00664R","國泰臺灣加權反1","23,100,488","1,414","84,038,134","3.66","3.67","3.61","3.61","-","0.10","3.61","4,424","3.62","673","0.00",
="00665L","富邦恒生國企正2","31,914,065","2,302","260,543,169","8.16","8.26","8.08","8.09"," ","0.00","8.09","182","8.10","308","0.00",
="00666R","富邦恒生國企反1","31,000","10","385,260","12.45","12.45","12.40","12.41","-","0.05","12.44","102","12.48","121","0.00",
="00668","國泰美國道瓊","384,699","210","19,614,727","51.00","51.10","50.90","50.95","+","0.25","50.95","144","51.00","6","0.00",
="00668K","國泰美國道瓊+U","200","2","3,104","15.52","15.52","15.52","15.52","+","0.13","15.50","10","15.54","3","0.00",
="00669R","國泰美國道瓊反1","1,348,300","86","9,035,314","6.70","6.71","6.70","6.70","-","0.05","6.70","1,044","6.71","1,178","0.00",
="00670L","富邦NASDAQ正2","1,980,722","1,789","270,026,524","136.05","136.70","136.05","136.65","+","3.90","136.65","72","136.70","19","0.00",
="00671R","富邦NASDAQ反1","5,769,300","184","20,023,100","3.48","3.48","3.47","3.47","-","0.05","3.46","6,477","3.47","479","0.00",
="00673R","期元大S&P原油反1","57,280,608","3,458","401,739,181","7.02","7.05","6.98","7.05","-","0.05","7.04","591","7.05","4,207","0.00",
="00674R","期元大S&P黃金反1","383,000","66","3,678,970","9.59","9.63","9.58","9.63","+","0.11","9.63","41","9.64","137","0.00",
="00675L","富邦臺灣加權正2","9,710,657","6,902","961,001,209","97.65","100.20","97.40","100.00","+","5.05","99.95","12","100.00","54","0.00",
="00676R","富邦臺灣加權反1","22,098,647","721","44,806,760","2.04","2.05","2.01","2.02","-","0.06","2.01","8,578","2.02","98","0.00",
="00678","群益那斯達克生技","525,124","93","14,850,892","28.35","28.36","28.25","28.36","+","0.08","28.30","151","28.36","29","0.00",
="00680L","元大美債20正2","45,198,511","3,995","333,884,659","7.40","7.41","7.37","7.40","-","0.14","7.39","2,175","7.40","3,669","0.00",
="00681R","元大美債20反1","49,010","30","1,067,027","21.77","21.80","21.72","21.74","+","0.19","21.72","220","21.77","116","0.00",
="00682U","期元大美元指數","7,009","6","155,086","22.15","22.17","22.15","22.17","-","0.06","22.17","48","22.19","43","0.00",
="00683L","期元大美元指正2","306,520","54","7,679,107","25.18","25.18","25.02","25.07","-","0.15","25.07","28","25.08","10","0.00",
="00684R","期元大美元指反1","79,006","13","1,150,817","14.50","14.58","14.50","14.57","+","0.07","14.55","26","14.57","1","0.00",
="00685L","群益臺灣加權正2","1,778,868","1,120","157,030,612","87.05","89.35","86.85","89.20","+","4.50","89.15","1","89.20","128","0.00",
="00686R","群益臺灣加權反1","5,065,329","108","11,163,859","2.22","2.22","2.19","2.20","-","0.04","2.19","891","2.20","1,475","0.00",
="00688L","國泰20年美債正2","22,310,114","2,091","163,811,982","7.34","7.36","7.33","7.34","-","0.15","7.34","3,180","7.35","2,039","0.00",
="00689R","國泰20年美債反1","28,000","10","631,040","22.53","22.57","22.51","22.53","+","0.21","22.52","106","22.53","21","0.00",
="00690","兆豐藍籌30","1,242,655","739","44,597,403","35.51","36.04","35.51","36.04","+","0.90","36.04","6","36.05","16","0.00",
="00692","富邦公司治理","5,140,285","4,698","236,020,569","45.53","46.22","45.45","46.12","+","1.26","46.12","3","46.13","73","0.00",
="00693U","期街口S&P黃豆","527,280","111","10,574,105","20.05","20.14","20.02","20.08","-","0.25","20.07","6","20.08","150","0.00",
="00700","富邦恒生國企","291,702","520","4,380,555","15.11","15.11","14.93","14.94","-","0.04","14.93","4","14.94","3","0.00",
="00701","國泰股利精選30","5,260,788","2,419","153,562,004","29.10","29.29","29.05","29.16","+","0.21","29.15","84","29.16","44","0.00",
="00702","國泰標普低波高息","139,930","81","3,545,380","25.36","25.37","25.31","25.31","+","0.07","25.34","1","25.35","7","0.00",
="00703","台新MSCI中國","226,355","84","3,881,849","17.21","17.21","17.08","17.10","-","0.13","17.08","1","17.10","30","0.00",
="00706L","期元大S&P日圓正2","7,881,794","673","44,529,393","5.66","5.66","5.64","5.65","-","0.03","5.64","811","5.65","4,013","0.00",
="00707R","期元大S&P日圓反1","0","0","0","--","--","--","--"," ","0.00","30.68","23","30.79","23","0.00",
="00708L","期元大S&P黃金正2","1,003,918","537","39,849,271","39.77","39.92","39.49","39.49","-","0.86","39.48","7","39.49","1","0.00",
="00709","富邦歐洲","17,142","568","495,960","28.81","28.82","28.81","28.82","+","0.02","28.82","30","28.84","8","0.00",
="00710B","復華彭博非投等債","215,820","85","4,322,649","20.06","20.06","20.01","20.02","+","0.02","20.02","67","20.03","12","0.00",
="00711B","復華彭博新興債","146,606","115","2,349,087","16.04","16.04","16.02","16.03","-","0.08","16.02","5","16.03","27","0.00",
="00712","復華富時不動產","22,680,445","4,320","215,682,765","9.49","9.54","9.49","9.51","+","0.15","9.50","3,229","9.51","18","0.00",
="00713","元大台灣高息低波","8,935,236","10,298","478,182,313","53.20","53.70","53.20","53.55","+","0.55","53.50","272","53.55","23","0.00",
="00714","群益道瓊美國地產","486,851","128","10,312,815","21.23","21.23","21.15","21.17","+","0.26","21.15","82","21.17","4","0.00",
="00715L","期街口布蘭特正2","27,984,099","2,467","406,853,096","14.57","14.70","14.40","14.41","+","0.02","14.41","354","14.42","144","0.00",
="00717","富邦美國特別股","323,441","502","5,314,934","16.41","16.45","16.41","16.44","+","0.14","16.43","120","16.44","2","0.00",
="00728","第一金工業30","394,410","689","12,766,063","32.30","32.58","32.25","32.55","+","0.60","32.55","2","32.58","19","0.00",
="00730","富邦臺灣優質高息","775,698","1,171","17,851,500","22.93","23.08","22.90","23.03","+","0.37","23.03","3","23.04","17","0.00",
="00731","復華富時高息低波","819,844","944","55,406,539","67.10","67.75","67.10","67.65","+","0.80","67.60","1","67.65","50","0.00",
="00733","富邦臺灣中小","1,710,571","3,549","87,893,828","51.30","51.70","50.95","51.40","+","0.50","51.40","6","51.50","21","0.00",
="00735","國泰臺韓科技","799,984","434","26,628,453","32.90","33.52","32.90","33.52","+","0.80","33.48","4","33.52","28","0.00",
="00736","國泰新興市場","101,946","89","2,393,483","23.48","23.48","23.46","23.46","+","0.05","23.38","3","23.45","17","0.00",
="00737","國泰AI機器人","130,164","168","4,357,026","33.72","33.75","33.40","33.40","+","0.60","33.40","102","33.43","5","0.00",
="00738U","期元大道瓊白銀","813,357","173","21,548,204","26.47","26.57","26.40","26.41"," ","0.00","26.39","88","26.41","6","0.00",
="00739","元大MSCI A股","81,266","681","1,772,336","22.00","22.00","21.70","21.74","-","0.36","21.73","2","21.74","29","0.00",
="00752","中信中國50","2,507,075","903","52,150,498","20.85","20.98","20.65","20.65","-","0.17","20.65","94","20.68","10","0.00",
="00753L","中信中國50正2","23,527,621","2,679","197,136,329","8.40","8.50","8.30","8.30","-","0.09","8.30","5","8.31","335","0.00",
="00757","統一FANG+","6,324,582","5,789","665,148,547","105.10","105.50","105.05","105.50","+","1.85","105.45","59","105.50","392","0.00",
="00762","元大全球AI","439,650","754","31,487,846","71.45","71.75","71.40","71.75","+","1.85","71.70","1","71.75","26","0.00",
="00763U","期街口道瓊銅","50,353","53","1,233,961","24.43","24.55","24.43","24.43","+","0.24","24.42","1","24.43","1","0.00",
="00770","國泰北美科技","2,141,035","1,565","112,293,605","52.50","52.60","52.40","52.55","+","0.95","52.50","139","52.55","55","0.00",
="00771","元大US高息特別股","32,626","112","588,691","18.00","18.07","18.00","18.05","+","0.19","18.00","20","18.05","3","0.00",
="00775B","新光投等債15+","6,568","16","218,670","33.26","33.30","33.26","33.30","-","0.29","33.27","2","33.28","1","0.00",
="00783","富邦中証500","321,290","387","5,995,819","18.73","18.85","18.60","18.60","-","0.37","18.54","30","18.60","16","0.00",
="00830","國泰費城半導體","13,685,685","7,056","654,817,124","47.77","48.03","47.76","48.03","+","1.43","48.01","10","48.03","192","0.00",
="00850","元大臺灣ESG永續","2,477,612","2,526","114,837,327","45.99","46.63","45.99","46.50","+","1.01","46.47","4","46.50","8","0.00",
="00851","台新全球AI","90,756","132","4,701,548","51.55","51.85","51.55","51.85","+","1.20","51.75","23","51.85","33","0.00",
="00852L","國泰美國道瓊正2","572,840","227","15,435,993","26.98","26.98","26.92","26.97","+","0.34","26.96","104","26.97","62","0.00",
="00861","元大全球未來通訊","127,261","279","5,660,968","44.29","44.58","44.29","44.58","+","0.64","44.55","118","44.58","1","0.00",
="00865B","國泰US短期公債","225,731","96","10,692,444","47.47","47.47","47.31","47.36","-","0.11","47.36","20","47.38","2","0.00",
="00875","國泰網路資安","52,604","374","2,019,530","38.40","38.41","38.37","38.40","+","0.18","38.40","39","38.41","6","0.00",
="00876","元大全球5G","156,987","518","5,903,892","37.60","37.79","37.35","37.66","+","0.45","37.56","50","37.66","8","0.00",
="00878","國泰永續高股息","61,979,728","27,560","1,388,994,129","22.23","22.47","22.23","22.42","+","0.29","22.41","384","22.42","10","0.00",
="00881","國泰台灣科技龍頭","20,161,978","7,526","506,836,302","25.04","25.25","25.00","25.21","+","0.58","25.20","170","25.21","47","0.00",
="00882","中信中國高股息","14,577,366","3,395","186,895,422","12.81","12.88","12.77","12.78","-","0.02","12.78","33","12.79","46","0.00",
="00885","富邦越南","4,209,267","1,812","49,186,879","11.65","11.72","11.64","11.66","-","0.02","11.66","125","11.67","6","0.00",
="00891","中信關鍵半導體","11,134,312","3,568","204,752,332","18.26","18.49","18.25","18.46","+","0.48","18.45","88","18.46","85","0.00",
="00892","富邦台灣半導體","4,100,903","1,302","72,700,579","17.61","17.82","17.59","17.79","+","0.49","17.78","33","17.79","12","0.00",
="00893","國泰智能電動車","4,867,180","2,085","124,562,224","25.49","25.67","25.48","25.62","+","0.78","25.62","22","25.63","43","0.00",
="00894","中信小資高價30","1,199,148","1,227","25,701,800","21.28","21.56","21.28","21.54","+","0.56","21.53","25","21.54","10","0.00",
="00895","富邦未來車","2,124,390","1,847","68,833,293","32.22","32.49","32.22","32.49","+","1.04","32.48","3","32.49","7","0.00",
="00896","中信綠能及電動車","952,004","1,103","16,247,324","16.92","17.16","16.92","17.14","+","0.34","17.13","22","17.14","1","0.00",
="00897","富邦基因免疫生技","558,170","730","4,455,024","7.99","7.99","7.97","7.98","+","0.05","7.98","197","7.99","243","0.00",
="00898","國泰基因免疫革命","351,928","210","2,523,610","7.15","7.18","7.15","7.17","+","0.06","7.17","92","7.18","174","0.00",
="00899","FT潔淨能源","143,920","643","2,072,088","14.34","14.42","14.34","14.40","+","0.14","14.40","10","14.42","1","0.00",
="00900","富邦特選高股息30","6,491,853","2,489","91,361,123","14.00","14.11","14.00","14.10","+","0.15","14.09","39","14.10","41","0.00",
="00901","永豐智能車供應鏈","670,570","513","14,035,079","20.84","21.05","20.82","21.04","+","0.54","21.00","5","21.04","30","0.00",
="00902","中信電池及儲能","1,134,078","985","10,837,471","9.50","9.61","9.50","9.55","+","0.08","9.55","342","9.56","225","0.00",
="00903","富邦元宇宙","478,725","574","7,661,752","16.00","16.03","15.99","16.02","+","0.27","16.02","84","16.03","31","0.00",
="00904","新光臺灣半導體30","1,627,840","990","30,382,352","18.48","18.76","18.48","18.71","+","0.53","18.70","5","18.71","34","0.00",
="00905","FT臺灣Smart","16,470,926","3,875","229,627,105","13.87","14.02","13.87","14.00","+","0.27","13.99","131","14.00","219","0.00",
="00907","永豐優息存股","2,160,792","839","34,094,319","15.70","15.82","15.70","15.79","+","0.13","15.78","13","15.79","27","0.00",
="00908","富邦入息REITs+","263,192","628","3,306,009","12.53","12.58","12.53","12.57","+","0.08","12.56","150","12.57","2","0.00",
="00909","國泰數位支付服務","8,764,372","5,507","296,924,636","33.54","34.16","33.54","34.15","+","1.63","34.14","150","34.15","39","0.00",
="00910","第一金太空衛星","1,756,349","1,573","51,748,050","29.30","29.85","29.22","29.66","+","1.06","29.64","22","29.66","72","0.00",
="00911","兆豐洲際半導體","1,646,331","658","43,384,755","25.92","26.48","25.87","26.46","+","0.71","26.46","62","26.48","5","0.00",
="00912","中信臺灣智慧50","2,150,114","855","42,313,107","19.48","19.77","19.48","19.74","+","0.38","19.73","232","19.74","8","0.00",
="00913","兆豐台灣晶圓製造","228,573","85","4,799,622","20.82","21.10","20.82","21.06","+","0.51","21.06","24","21.08","1","0.00",
="00915","凱基優選高股息30","11,467,094","7,378","281,749,191","24.55","24.64","24.50","24.57","+","0.07","24.56","195","24.57","339","0.00",
="00916","國泰全球品牌50","962,603","1,027","24,669,594","25.48","25.66","25.48","25.63","+","0.17","25.63","142","25.64","3","0.00",
="00917","中信特選金融","2,289,291","1,097","54,193,913","23.61","23.72","23.61","23.66","+","0.13","23.66","105","23.67","135","0.00",
="00918","大華優利高填息30","15,847,755","7,781","365,921,361","23.07","23.14","23.06","23.06","+","0.06","23.06","477","23.07","947","0.00",
="00919","群益台灣精選高息","47,655,073","19,582","1,119,970,780","23.41","23.56","23.40","23.50","+","0.16","23.50","47","23.51","61","0.00",
="00920","富邦ESG綠色電力","383,616","170","5,049,936","13.14","13.19","13.14","13.18","+","0.09","13.17","134","13.19","1","0.00",
="00921","兆豐龍頭等權重","1,056,367","1,008","18,462,496","17.39","17.57","17.36","17.49","+","0.19","17.48","18","17.49","4","0.00",
="00922","國泰台灣領袖50","28,218,380","7,559","622,347,155","21.88","22.15","21.88","22.13","+","0.47","22.12","126","22.13","111","0.00",
="00923","群益台ESG低碳50","8,093,915","4,223","179,985,961","22.12","22.34","22.10","22.30","+","0.49","22.29","121","22.30","398","0.00",
="00924","復華S&P500成長","6,561,095","2,740","168,211,277","25.62","25.68","25.59","25.67","+","0.36","25.67","35","25.68","47","0.00",
="00925","新光標普電動車","202,052","8","3,824,831","18.96","18.96","18.90","18.90","+","0.67","18.89","10","18.90","1","0.00",
="00926","凱基全球菁英55","3,780,651","1,523","83,823,652","22.20","22.20","22.15","22.19","+","0.18","22.19","40","22.20","66","0.00",
="00927","群益半導體收益","8,072,234","2,934","148,176,148","18.24","18.45","18.23","18.43","+","0.36","18.42","78","18.43","140","0.00",
="00929","復華台灣科技優息","154,595,845","28,803","2,817,699,208","18.16","18.29","18.13","18.25","+","0.24","18.25","73","18.26","1,476","0.00",
="00930","永豐ESG低碳高息","8,091,584","2,168","144,701,055","17.85","17.95","17.81","17.90","+","0.13","17.90","68","17.91","22","0.00",
="00932","兆豐永續高息等權","4,828,773","990","74,097,340","15.30","15.44","15.28","15.35","+","0.10","15.34","205","15.36","8","0.00",
="00934","中信成長高股息","21,829,096","4,137","401,128,994","18.28","18.45","18.28","18.40","+","0.22","18.39","159","18.40","47","0.00",
="00935","野村臺灣新科技50","7,405,540","3,428","170,199,286","22.88","23.10","22.83","23.05","+","0.57","23.04","21","23.05","65","0.00",
="00936","台新永續高息中小","5,417,207","2,123","82,987,860","15.27","15.37","15.25","15.33","+","0.11","15.32","52","15.33","35","0.00",
="00938","凱基優選30","1,262,463","378","18,354,955","14.50","14.58","14.46","14.53","+","0.12","14.52","13","14.53","10","0.00",
="00939","統一台灣高息動能","14,844,878","2,948","212,183,661","14.23","14.33","14.23","14.30","+","0.14","14.29","668","14.30","210","0.00",
="00940","元大台灣價值高息","92,222,943","17,738","874,559,973","9.45","9.50","9.45","9.47","+","0.06","9.46","1,383","9.47","3","0.00",
="00941","中信上游半導體","4,181,270","1,711","55,847,322","13.33","13.38","13.33","13.36","+","0.07","13.36","239","13.37","4","0.00",
="00943","兆豐電子高息等權","5,505,060","734","80,248,867","14.49","14.64","14.49","14.60","+","0.13","14.60","4","14.62","108","0.00",
="00944","野村趨勢動能高息","2,290,921","1,054","33,639,733","14.59","14.73","14.59","14.70","+","0.16","14.68","55","14.70","253","0.00",
