"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","88,131,032","90,876","5,658,007,897","64.50","64.85","63.85","63.95","-","0.20","63.95","18","64.00","1,249","0.00",
="0051","元大中型100","170,218","595","15,580,740","92.60","92.65","90.65","90.65","-","2.15","90.65","1","90.75","4","0.00",
="0052","富邦科技","3,491,930","8,719","905,038,027","261.35","261.95","257.25","257.35","-","1.40","257.35","1","257.45","6","0.00",
="0053","元大電子","32,186","138","4,557,365","143.40","143.40","140.80","140.80","-","0.90","140.00","2","140.90","4","0.00",
="0055","元大MSCI金融","109,433","330","3,359,297","30.71","30.73","30.60","30.73","+","0.13","30.73","2","30.74","1","0.00",
="0056","元大高股息","70,008,952","50,024","2,598,682,108","37.50","37.52","36.95","36.96","-","0.37","36.96","1,059","36.97","323","0.00",
="0057","富邦摩台","28,917","111","5,410,943","189.00","189.45","186.45","186.55","-","0.50","186.25","10","186.95","10","0.00",
="0061","元大寶滬深","205,597","145","4,580,111","22.25","22.42","22.17","22.17","-","0.08","22.17","80","22.22","1","0.00",
="006203","元大MSCI台灣","3,933","102","458,034","116.70","117.65","115.75","115.75","-","0.25","115.75","1","115.80","1","0.00",
="006204","永豐臺灣加權","3,246","104","460,978","142.95","142.95","142.95","142.95","+","1.20","140.60","51","140.90","10","0.00",
="006205","富邦上証","476,663","265","18,259,962","38.28","38.47","38.14","38.19","-","0.05","38.19","3","38.23","75","0.00",
="006206","元大上證50","129,013","149","4,560,307","35.17","35.50","35.17","35.37","+","0.12","35.36","1","35.38","1","0.00",
="006207","復華滬深","504,539","92","14,891,198","29.55","29.62","29.40","29.50","-","0.04","29.50","14","29.52","60","0.00",
="006208","富邦台50","5,871,386","13,521","884,488,948","151.35","152.00","149.70","149.75","-","0.45","149.75","6","149.80","16","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.81","5","8.91","6","0.00",
="00631L","元大台灣50正2","3,852,415","7,399","1,350,397,238","354.40","356.70","345.70","346.10","-","4.05","346.05","4","346.10","33","0.00",
="00632R","元大台灣50反1","40,390,073","7,292","683,637,624","16.83","17.05","16.77","17.05","+","0.12","17.04","954","17.05","3,383","0.00",
="00633L","富邦上証正2","2,824,666","619","140,549,013","49.51","50.15","49.40","49.52","+","0.02","49.52","126","49.54","3","0.00",
="00634R","富邦上証反1","195,050","18","630,022","3.24","3.24","3.22","3.23","-","0.01","3.22","613","3.23","50","0.00",
="00635U","期元大S&P黃金","4,339,344","3,095","186,731,108","43.09","43.19","42.92","43.02","-","0.25","43.01","19","43.02","236","0.00",
="00636","國泰中國A50","1,552,672","279","40,513,361","26.03","26.16","26.01","26.05","+","0.04","26.05","40","26.06","2","0.00",
="00636K","國泰中國A50+U","200","2","1,696","8.48","8.48","8.48","8.48","+","0.03","8.42","2","8.51","2","0.00",
="00637L","元大滬深300正2","31,837,603","5,784","644,091,163","20.16","20.38","20.11","20.15","+","0.03","20.15","1,357","20.16","62","0.00",
="00638R","元大滬深300反1","148,000","34","1,009,450","6.84","6.85","6.80","6.84","+","0.01","6.82","449","6.84","112","0.00",
="00639","富邦深100","470,901","299","6,941,296","14.79","14.85","14.62","14.65","-","0.06","14.64","9","14.65","58","0.00",
