"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","38,611,419","22,657","2,027,526,211","52.55","52.70","52.25","52.30","+","0.35","52.30","21","52.35","162","0.00",
="0051","元大中型100","45,495","229","3,809,691","83.15","84.00","83.15","83.75","+","0.95","83.70","1","83.85","1","0.00",
="0052","富邦科技","519,051","891","107,057,431","206.05","206.95","204.70","205.00","+","1.50","205.00","3","205.10","4","0.00",
="0053","元大電子","6,272","104","717,118","114.90","114.90","114.30","114.40","+","1.00","113.10","10","113.85","1","0.00",
="0055","元大MSCI金融","159,367","270","4,809,957","30.04","30.24","30.04","30.20","+","0.19","30.17","1","30.18","1","0.00",
="0056","元大高股息","21,087,489","11,177","738,144,759","34.94","35.10","34.91","34.91","+","0.15","34.90","962","34.91","137","0.00",
="0057","富邦摩台","14,259","120","2,217,044","156.10","156.10","155.50","155.55","+","1.20","154.30","35","155.60","35","0.00",
="0061","元大寶滬深","982,824","402","20,533,188","21.26","21.30","20.73","20.82","-","0.44","20.81","3","20.82","8","0.00",
="006203","元大MSCI台灣","2,263","111","217,762","96.60","96.60","96.60","96.60","+","0.85","95.50","21","96.15","1","0.00",
="006204","永豐臺灣加權","4,047","71","500,930","123.90","124.10","123.65","123.65","+","0.95","123.10","1","123.55","1","0.00",
="006205","富邦上証","1,736,363","533","62,834,937","36.72","36.82","35.65","35.78","-","0.90","35.77","105","35.78","9","0.00",
="006206","元大上證50","2,020,227","294","67,658,149","34.15","34.25","33.22","33.50","-","0.77","33.50","2","33.51","15","0.00",
="006207","復華滬深","109,253","165","3,004,354","27.88","27.88","27.35","27.51","-","0.58","27.45","1","27.51","104","0.00",
="006208","富邦台50","9,077,103","5,739","1,114,270,885","122.75","123.15","122.05","122.20","+","0.80","122.15","14","122.20","68","0.00",
="00625K","富邦上証+R","2,000","2","16,880","8.49","8.49","8.39","8.39","-","0.23","8.36","6","8.45","1","0.00",
="00631L","元大台灣50正2","4,850,082","5,097","1,255,274,082","258.85","261.00","256.15","256.45","+","3.10","256.35","4","256.45","74","0.00",
="00632R","元大台灣50反1","48,567,856","7,867","962,087,880","19.82","19.91","19.72","19.90","-","0.11","19.89","3,578","19.90","174","0.00",
="00633L","富邦上証正2","15,859,245","2,717","720,078,407","46.57","46.77","44.51","44.93","-","1.75","44.93","264","44.94","1","0.00",
="00634R","富邦上証反1","1,633,032","80","5,517,763","3.35","3.42","3.35","3.41","+","0.06","3.41","6","3.42","388","0.00",
="00635U","期元大S&P黃金","4,373,342","1,513","169,081,480","38.90","38.96","38.46","38.62","-","0.10","38.61","123","38.62","17","0.00",
="00636","國泰中國A50","3,646,688","722","89,373,651","24.92","24.93","24.30","24.44","-","0.48","24.44","186","24.45","7","0.00",
="00636K","國泰中國A50+U","200","2","1,602","8.01","8.01","8.01","8.01","-","0.17","7.97","2","8.06","2","0.00",
="00637L","元大滬深300正2","105,036,691","14,612","1,936,704,278","18.91","18.95","18.03","18.21","-","0.69","18.21","344","18.22","224","0.00",
="00638R","元大滬深300反1","3,599,660","256","25,773,348","7.10","7.23","7.09","7.19","+","0.09","7.18","773","7.19","26","0.00",
="00639","富邦深100","9,347,975","929","125,788,991","13.68","13.80","13.25","13.35","-","0.29","13.34","202","13.35","28","0.00",
="00640L","富邦日本正2","658,294","167","41,373,789","62.65","63.10","62.60","63.00","+","1.25","63.00","221","63.10","79","0.00",
="00641R","富邦日本反1","408,477","54","2,109,198","5.18","5.18","5.15","5.15","-","0.07","5.15","487","5.16","157","0.00",
="00642U","期元大S&P石油","4,890,643","1,211","79,799,409","16.39","16.39","16.28","16.28","-","0.48","16.28","1,021","16.31","1,680","0.00",
="00643","群益深証中小","4,498,449","468","65,684,354","14.94","14.98","14.47","14.52","-","0.42","14.50","108","14.52","31","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.41","1","3.44","1","0.00",
="00645","富邦日本","109,743","234","4,682,691","42.60","42.77","42.59","42.77","+","0.44","42.74","34","42.77","8","0.00",
="00646","元大S&P500","6,944,959","1,627","429,993,195","61.90","62.05","61.85","61.90","+","0.25","61.85","1,702","61.90","28","0.00",
="00647L","元大S&P500正2","58,296","94","6,105,674","104.95","104.95","104.60","104.65","+","1.05","104.55","120","104.65","1","0.00",
="00648R","元大S&P500反1","546,500","45","2,503,345","4.58","4.59","4.58","4.59","-","0.02","4.58","1,220","4.59","1,871","0.00",
="00650L","復華香港正2","9,405,304","1,696","159,137,504","17.18","17.35","16.69","16.77","-","0.35","16.76","5","16.77","1,337","0.00",
="00651R","復華香港反1","1,332,799","76","7,321,282","5.45","5.53","5.43","5.52","+","0.05","5.52","2","5.53","433","0.00",
="00652","富邦印度","340,656","343","12,275,031","35.75","36.10","35.75","35.98","+","0.25","35.98","1","35.99","3","0.00",
="00653L","富邦印度正2","339,297","187","18,708,761","54.35","55.40","54.35","55.15","+","1.15","55.10","8","55.15","73","0.00",
