證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"28,701,025","53,744,365","-25,043,340",0.0,0.0,0.0,0,0,0,"23,327,123","3,758,000","3,967,000","-209,000","38,686,000","15,149,877","23,536,123","-1,716,217"
00687B,國泰20年美債,"10,099,050","37,275,000","-27,175,950",0.0,0.0,0.0,"200,000",0,"200,000","26,253,220","410,000","971,000","-561,000","43,454,198","16,639,978","26,814,220","-722,730"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,-500,0,0,0,"51,000","51,500",-500,-500
00694B,富邦美債1-3,"5,000","6,000","-1,000",0.0,0.0,0.0,0,0,0,"-25,707",0,0,0,"245,000","270,707","-25,707","-26,707"
00695B,富邦美債7-10,"4,000","16,000","-12,000",0.0,0.0,0.0,0,0,0,"-20,545",0,0,0,"343,000","363,545","-20,545","-32,545"
00696B,富邦美債20年,"283,000","578,000","-295,000",0.0,0.0,0.0,0,0,0,"332,481",0,0,0,"3,814,496","3,482,015","332,481","37,481"
00697B,元大美債7-10,"244,000","81,000","163,000",0.0,0.0,0.0,0,0,0,"-780,544",0,0,0,"14,256","794,800","-780,544","-617,544"
00718B,富邦中國政策債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-1,000",0,0,0,"100,000","101,000","-1,000","-2,000"
00719B,元大美債1-3,"453,000","1,931,000","-1,478,000",0.0,0.0,0.0,"622,000",0,"622,000","971,513","99,000","40,000","59,000","1,151,999","239,486","912,513","115,513"
00720B,元大投資級公司債,"6,548,079","3,021,000","3,527,079",0.0,0.0,0.0,0,0,0,"7,272,494",0,"7,000","-7,000","8,279,000","999,506","7,279,494","10,799,573"
00722B,群益投資級電信債,"1,154,000","652,000","502,000",0.0,0.0,0.0,0,0,0,"-85,322","92,000","7,000","85,000","609,185","779,507","-170,322","416,678"
00723B,群益投資級科技債,"26,000","1,000","25,000",0.0,0.0,0.0,0,0,0,"-36,243",0,0,0,"125,000","161,243","-36,243","-11,243"
00724B,群益投資級金融債,"349,000","180,000","169,000",0.0,0.0,0.0,0,0,0,"-106,305","1,051,000","1,004,000","47,000","4,718,000","4,871,305","-153,305","62,695"
00725B,國泰投資級公司債,"2,595,000","3,995,000","-1,400,000",0.0,0.0,0.0,0,0,0,"-2,114,513",0,0,0,"2,158,999","4,273,512","-2,114,513","-3,514,513"
00726B,國泰新興投等債,"51,000","121,000","-70,000",0.0,0.0,0.0,0,0,0,"-41,196",0,0,0,"130,942","172,138","-41,196","-111,196"
00727B,國泰優選非投等債,"58,000",0,"58,000",0.0,0.0,0.0,0,0,0,"-35,317",0,0,0,"87,563","122,880","-35,317","22,683"
00734B,台新JPM新興債,"53,000","4,000","49,000",0.0,0.0,0.0,0,0,0,"-47,000",0,0,0,"443,000","490,000","-47,000","2,000"
00740B,富邦全球投等債,"217,000","94,000","123,000",0.0,0.0,0.0,0,0,0,"137,254","25,000",0,"25,000","3,748,000","3,635,746","112,254","260,254"
00741B,富邦全球非投等債,"2,000","10,000","-8,000",0.0,0.0,0.0,0,0,0,"-4,901",0,0,0,"400,000","404,901","-4,901","-12,901"
00746B,富邦A級公司債,"14,000","18,000","-4,000",0.0,0.0,0.0,0,0,0,"-42,407",0,0,0,"1,015,000","1,057,407","-42,407","-46,407"
00749B,凱基新興債10+,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-9,000",0,0,0,"100,000","109,000","-9,000","-10,000"
00750B,凱基科技債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00751B,元大AAA至A公司債,"3,304,000","1,839,000","1,465,000",0.0,0.0,0.0,0,0,0,"5,138,978",0,"7,000","-7,000","6,691,076","1,545,098","5,145,978","6,603,978"
00754B,群益AAA-AA公司債,0,0,0,0.0,0.0,0.0,0,0,0,"30,000",0,0,0,"130,000","100,000","30,000","30,000"
00755B,群益投資級公用債,"33,000",0,"33,000",0.0,0.0,0.0,0,0,0,"-33,981",0,0,0,"26,019","60,000","-33,981",-981
00756B,群益投等新興公債,"87,000","27,000","60,000",0.0,0.0,0.0,0,0,0,"43,000",0,0,0,"152,000","109,000","43,000","103,000"
00758B,復華能源債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,-96,0,0,0,"100,000","100,096",-96,"-1,096"
00759B,復華製藥債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,-14,0,0,0,"100,000","100,014",-14,"-1,014"
00760B,復華新興企業債,"35,000","5,000","30,000",0.0,0.0,0.0,0,0,0,"-20,199",0,0,0,"134,089","154,288","-20,199","9,801"
00761B,國泰A級公司債,"15,000","34,000","-19,000",0.0,0.0,0.0,0,0,0,"-7,998",0,0,0,"183,000","190,998","-7,998","-26,998"
00764B,群益25年美債,"263,000","433,000","-170,000",0.0,0.0,0.0,0,0,0,"541,967","1,752,000","1,753,000","-1,000","5,484,051","4,941,084","542,967","371,967"
00768B,復華20年美債,"31,000","816,000","-785,000",0.0,0.0,0.0,0,0,0,"877,000",0,0,0,"1,309,000","432,000","877,000","92,000"
00772B,中信高評級公司債,"5,402,300","1,531,000","3,871,300",0.0,0.0,0.0,0,0,0,"-1,759,993",0,0,0,"1,121,000","2,880,993","-1,759,993","2,111,307"
00773B,中信優先金融債,"945,300","737,000","208,300",0.0,0.0,0.0,0,0,0,"78,643",0,0,0,"2,296,000","2,217,357","78,643","286,943"
00777B,凱基AAA至A公司債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"-1,000"
00778B,凱基金融債20+,0,0,0,0.0,0.0,0.0,0,0,0,"-4,000",0,0,0,"100,000","104,000","-4,000","-4,000"
00779B,凱基美債25+,"117,000","415,000","-298,000",0.0,0.0,0.0,0,0,0,"332,000",0,0,0,"685,000","353,000","332,000","34,000"
00780B,國泰A級金融債,"282,000",0,"282,000",0.0,0.0,0.0,0,0,0,"-215,577",0,0,0,"187,000","402,577","-215,577","66,423"
00781B,國泰A級科技債,100,"5,000","-4,900",0.0,0.0,0.0,0,0,0,"-4,796",0,0,0,"103,000","107,796","-4,796","-9,696"
00782B,國泰A級公用債,"3,000",0,"3,000",0.0,0.0,0.0,0,0,0,"13,644",0,0,0,"157,000","143,356","13,644","16,644"
00784B,富邦中國投等債,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"-2,000"
00785B,富邦金融投等債,"26,000","1,000","25,000",0.0,0.0,0.0,0,0,0,"-23,000",0,0,0,"106,000","129,000","-23,000","2,000"
00786B,元大10年IG銀行債,"23,000","3,000","20,000",0.0,0.0,0.0,0,0,0,"45,836",0,0,0,"46,094",258,"45,836","65,836"
00787B,元大10年IG醫療債,"4,000","1,000","3,000",0.0,0.0,0.0,0,0,0,"30,204",0,0,0,"31,000",796,"30,204","33,204"
00788B,元大10年IG電能債,"9,000","14,000","-5,000",0.0,0.0,0.0,0,0,0,"-16,000",0,0,0,"34,000","50,000","-16,000","-21,000"
00789B,復華公司債A3,"36,000","2,000","34,000",0.0,0.0,0.0,0,0,0,"-4,100",0,0,0,"100,000","104,100","-4,100","29,900"
00790B,復華次順位金融債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00791B,復華信用債1-5,0,0,0,0.0,0.0,0.0,0,0,0,-49,0,0,0,"100,000","100,049",-49,-49
00792B,群益A級公司債,"43,000",0,"43,000",0.0,0.0,0.0,0,0,0,"-5,980",0,0,0,"100,020","106,000","-5,980","37,020"
00793B,群益AAA-A醫療債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"4,000",0,0,0,"107,000","103,000","4,000","3,000"
00794B,群益7+中國政金債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"150,000","150,000",0,0
00795B,中信美國公債20年,"2,224,000","2,038,000","186,000",0.0,0.0,0.0,0,"226,000","-226,000","284,597","122,000",0,"122,000","8,959,000","8,796,403","162,597","244,597"
00799B,國泰A級醫療債,"9,000",0,"9,000",0.0,0.0,0.0,0,0,0,-832,0,0,0,"125,168","126,000",-832,"8,168"
00834B,第一金金融債10+,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,"-6,000",0,0,0,"100,000","106,000","-6,000","-8,000"
00836B,永豐10年A公司債,0,0,0,0.0,0.0,0.0,0,0,0,900,0,0,0,"118,000","117,100",900,900
00840B,凱基IG精選15+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00841B,凱基AAA-AA公司債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00842B,台新美元銀行債,"2,000",0,"2,000",0.0,0.0,0.0,0,0,0,"-10,000",0,0,0,"100,000","110,000","-10,000","-8,000"
00844B,新光15年IG金融債,"5,000",0,"5,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"5,000"
00845B,富邦新興投等債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00846B,富邦歐洲銀行債,0,0,0,0.0,0.0,0.0,0,0,0,"-51,000",0,0,0,"100,000","151,000","-51,000","-51,000"
00847B,中信美國市政債,0,0,0,0.0,0.0,0.0,0,0,0,"-13,136",0,0,0,"300,000","313,136","-13,136","-13,136"
00848B,中信新興亞洲債,"78,000",0,"78,000",0.0,0.0,0.0,0,0,0,"-81,109",0,0,0,"201,000","282,109","-81,109","-3,109"
00849B,中信EM主權債0-5,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-9,068",0,0,0,"315,095","324,163","-9,068","-10,068"
00853B,統一美債10年Aa-A,"34,000","29,000","5,000",0.0,0.0,0.0,0,0,0,"100,547",0,0,0,"580,544","479,997","100,547","105,547"
00856B,永豐1-3年美公債,0,0,0,0.0,0.0,0.0,0,0,0,"-23,000",0,0,0,"11,000","34,000","-23,000","-23,000"
00857B,永豐20年美公債,"999,000","1,608,000","-609,000",0.0,0.0,0.0,0,0,0,"1,420,610",0,0,0,"3,712,655","2,292,045","1,420,610","811,610"
00858,永豐美國500大,"271,000","546,234","-275,234",0.0,0.0,0.0,0,0,0,"877,697",0,0,0,"1,497,256","619,559","877,697","602,463"
00859B,群益0-1年美債,"5,000","11,000","-6,000",0.0,0.0,0.0,0,0,0,"22,940",0,0,0,"127,005","104,065","22,940","16,940"
00860B,群益1-5Y投資級債,0,0,0,0.0,0.0,0.0,0,0,0,"2,000",0,0,0,"105,000","103,000","2,000","2,000"
00862B,中信投資級公司債,"234,000","12,000","222,000",0.0,0.0,0.0,0,0,0,"-129,000",0,0,0,"41,000","170,000","-129,000","93,000"
00863B,中信全球電信債,"30,000","3,000","27,000",0.0,0.0,0.0,0,0,0,"-25,009",0,0,0,"302,000","327,009","-25,009","1,991"
00864B,中信美國公債0-1,"124,000","1,060,000","-936,000",0.0,0.0,0.0,0,0,0,"1,008,000","149,000",0,"149,000","2,134,000","1,275,000","859,000","72,000"
00867B,新光A-BBB電信債,"6,000",0,"6,000",0.0,0.0,0.0,0,0,0,"5,000",0,0,0,"205,000","200,000","5,000","11,000"
00870B,元大15年EM主權債,"48,000","1,000","47,000",0.0,0.0,0.0,0,0,0,"-54,000",0,0,0,0,"54,000","-54,000","-7,000"
00877,復華中國5G,"296,000","980,000","-684,000",0.0,0.0,0.0,0,0,0,"1,205",0,0,0,"928,387","927,182","1,205","-682,795"
00883B,中信ESG投資級債,0,0,0,0.0,0.0,0.0,0,0,0,"-6,293",0,0,0,"479,808","486,101","-6,293","-6,293"
00884B,中信低碳新興債,0,"3,000","-3,000",0.0,0.0,0.0,0,0,0,"-2,869",0,0,0,"303,323","306,192","-2,869","-5,869"
00886,永豐美國科技,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"14,930",0,0,0,"25,000","10,070","14,930","15,930"
00887,永豐中國科技50大,"428,000","2,266,000","-1,838,000",0.0,0.0,0.0,0,0,0,"832,620",0,0,0,"3,121,661","2,289,041","832,620","-1,005,380"
00888,永豐台灣ESG,"87,000","380,000","-293,000",0.0,0.0,0.0,0,0,0,"550,511",0,0,0,"1,762,000","1,211,489","550,511","257,511"
00890B,凱基ESG BBB債15+,"45,000","2,000","43,000",0.0,0.0,0.0,0,0,0,"9,000",0,0,0,"520,000","511,000","9,000","52,000"
00928,中信上櫃ESG 30,"101,000","250,000","-149,000",0.0,0.0,0.0,0,0,0,"77,325",0,0,0,"538,229","460,904","77,325","-71,675"
00931B,統一美債20年,"1,651,000","4,219,000","-2,568,000",0.0,0.0,0.0,0,0,0,"3,639,822",0,0,0,"4,333,000","693,178","3,639,822","1,071,822"
00933B,國泰10Y+金融債,"711,080","2,800,000","-2,088,920",0.0,0.0,0.0,0,0,0,"672,721","432,000",0,"432,000","3,803,000","3,562,279","240,721","-1,416,199"
00937B,群益ESG投等債20+,"44,542,000","21,021,000","23,521,000",0.0,0.0,0.0,0,0,0,"-27,732,660","979,000","510,000","469,000","5,514,137","33,715,797","-28,201,660","-4,211,660"
00942B,台新美A公司債20+,"2,372,000","1,251,000","1,121,000",0.0,0.0,0.0,0,0,0,"-247,324",0,0,0,"2,531,000","2,778,324","-247,324","873,676"
00948B,中信優息投資級債,"24,164,000","1,031,000","23,133,000",0.0,0.0,0.0,0,0,0,"-12,204,159",0,0,0,"2,351,000","14,555,159","-12,204,159","10,928,841"
00950B,凱基A級公司債,"1,392,000","1,971,000","-579,000",0.0,0.0,0.0,0,0,0,"-5,815,906",0,0,0,"530,000","6,345,906","-5,815,906","-6,394,906"
00955,中信日本商社,"72,000","1,329,000","-1,257,000",0.0,0.0,0.0,0,0,0,"-1,503,995","20,000",0,"20,000","799,000","2,322,995","-1,523,995","-2,760,995"
00957B,兆豐US優選投等債,0,"20,000","-20,000",0.0,0.0,0.0,0,0,0,"39,306",0,0,0,"148,000","108,694","39,306","19,306"
00958B,永豐ESG銀行債15+,"1,547,000","32,000","1,515,000",0.0,0.0,0.0,0,0,0,"-1,340,829",0,0,0,"257,000","1,597,829","-1,340,829","174,171"
00959B,大華投等美債15Y+,"1,116,000","876,000","240,000",0.0,0.0,0.0,0,0,0,"2,961,943",0,0,0,"3,735,000","773,057","2,961,943","3,201,943"
00966B,統一ESG投等債15+,"284,000","20,000","264,000",0.0,0.0,0.0,0,0,0,"364,742",0,0,0,"3,294,582","2,929,840","364,742","628,742"
00967B,元大優息美債,"328,000","1,889,000","-1,561,000",0.0,0.0,0.0,0,0,0,"790,349",0,0,0,"1,691,187","900,838","790,349","-770,651"
00968B,元大優息投等債,"1,482,000","1,234,000","248,000",0.0,0.0,0.0,0,0,0,"-3,772,961",0,0,0,"307,000","4,079,961","-3,772,961","-3,524,961"
