證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"28,355,298","800,153","27,555,145",0.0,0.0,0.0,0,0,0,"2,352,027","1,726,000","771,000","955,000","13,843,365","12,446,338","1,397,027","29,907,172"
00687B,國泰20年美債,"881,080","713,000","168,080",0.0,0.0,0.0,0,0,0,"-1,418,497","60,000","110,000","-50,000","8,079,000","9,447,497","-1,368,497","-1,250,417"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,-200,0,0,0,"71,300","71,500",-200,-200
00694B,富邦美債1-3,"20,000","1,000","19,000",0.0,0.0,0.0,0,0,0,"-32,438",0,0,0,"73,000","105,438","-32,438","-13,438"
00695B,富邦美債7-10,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"150,565",0,0,0,"432,000","281,435","150,565","149,565"
00696B,富邦美債20年,"584,000","34,000","550,000",0.0,0.0,0.0,0,0,0,"-549,241",0,"20,000","-20,000","3,462,106","3,991,347","-529,241",759
00697B,元大美債7-10,"3,085",0,"3,085",0.0,0.0,0.0,0,0,0,"-302,106",0,0,0,"89,285","391,391","-302,106","-299,021"
00719B,元大美債1-3,"281,000","106,000","175,000",0.0,0.0,0.0,0,0,0,"-927,215","22,000","300,000","-278,000","381,000","1,030,215","-649,215","-752,215"
00720B,元大投資級公司債,"963,400","447,000","516,400",0.0,0.0,0.0,0,0,0,"-214,636","41,000",0,"41,000","1,188,216","1,443,852","-255,636","301,764"
00722B,群益投資級電信債,"176,000","40,000","136,000",0.0,0.0,0.0,0,0,0,"150,992",0,0,0,"2,334,000","2,183,008","150,992","286,992"
00723B,群益投資級科技債,0,"18,000","-18,000",0.0,0.0,0.0,0,0,0,"19,950",0,0,0,"140,031","120,081","19,950","1,950"
00724B,群益投資級金融債,"16,000",0,"16,000",0.0,0.0,0.0,0,0,0,"73,660",0,0,0,"3,656,466","3,582,806","73,660","89,660"
00725B,國泰投資級公司債,"561,000","714,000","-153,000",0.0,0.0,0.0,0,0,0,"-1,115,357",0,0,0,"2,199,609","3,314,966","-1,115,357","-1,268,357"
00726B,國泰新興投等債,0,"199,000","-199,000",0.0,0.0,0.0,0,0,0,"-23,107",0,0,0,"111,308","134,415","-23,107","-222,107"
00727B,國泰優選非投等債,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"-11,466",0,0,0,"84,059","95,525","-11,466","-10,466"
00734B,台新JPM新興債,0,0,0,0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"490,000","489,000","1,000","1,000"
00740B,富邦全球投等債,"266,000","20,000","246,000",0.0,0.0,0.0,0,0,0,"-222,120",0,0,0,"744,787","966,907","-222,120","23,880"
00741B,富邦全球非投等債,0,"3,000","-3,000",0.0,0.0,0.0,0,0,0,"12,758",0,0,0,"249,000","236,242","12,758","9,758"
00746B,富邦A級公司債,"91,000",0,"91,000",0.0,0.0,0.0,0,0,0,"-18,959",0,0,0,"266,125","285,084","-18,959","72,041"
00749B,凱基新興債10+,0,0,0,0.0,0.0,0.0,0,0,0,"-4,000",0,0,0,"100,000","104,000","-4,000","-4,000"
00750B,凱基科技債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00751B,元大AAA至A公司債,"987,000","265,000","722,000",0.0,0.0,0.0,"550,000",0,"550,000","-1,511,569","23,000",0,"23,000","753,008","2,287,577","-1,534,569","-239,569"
00754B,群益AAA-AA公司債,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,940,0,0,0,"103,000","102,060",940,"-3,060"
00755B,群益投資級公用債,"1,000","2,000","-1,000",0.0,0.0,0.0,0,0,0,"1,074",0,0,0,"101,319","100,245","1,074",74
00756B,群益投等新興公債,"121,000","1,000","120,000",0.0,0.0,0.0,0,0,0,"-18,000",0,0,0,"108,000","126,000","-18,000","102,000"
00758B,復華能源債,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,"100,021","100,020",1,1
00759B,復華製藥債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,982,0,0,0,"101,000","100,018",982,-18
00760B,復華新興企業債,"6,000",0,"6,000",0.0,0.0,0.0,0,0,0,"-9,477",0,0,0,"100,531","110,008","-9,477","-3,477"
00761B,國泰A級公司債,"311,000","6,000","305,000",0.0,0.0,0.0,0,0,0,"-88,497",0,0,0,"259,150","347,647","-88,497","216,503"
00764B,群益25年美債,"166,000",0,"166,000",0.0,0.0,0.0,0,0,0,"-212,767",0,0,0,"4,596,676","4,809,443","-212,767","-46,767"
00768B,復華20年美債,"32,000","20,000","12,000",0.0,0.0,0.0,0,0,0,"251,402",0,0,0,"2,890,516","2,639,114","251,402","263,402"
00772B,中信高評級公司債,"444,000","31,000","413,000",0.0,0.0,0.0,0,0,0,"-73,939","30,000",0,"30,000","463,326","567,265","-103,939","339,061"
00773B,中信優先金融債,"32,000","52,000","-20,000",0.0,0.0,0.0,0,0,0,"88,592",0,0,0,"1,942,727","1,854,135","88,592","68,592"
00777B,凱基AAA至A公司債,0,0,0,0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"101,000","100,000","1,000","1,000"
00778B,凱基金融債20+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00779B,凱基美債25+,0,"93,000","-93,000",0.0,0.0,0.0,0,0,0,"102,000",0,0,0,"593,000","491,000","102,000","9,000"
00780B,國泰A級金融債,"7,000",0,"7,000",0.0,0.0,0.0,0,0,0,"89,990",0,0,0,"190,000","100,010","89,990","96,990"
00781B,國泰A級科技債,0,0,0,0.0,0.0,0.0,0,0,0,"42,239",0,"2,000","-2,000","168,000","123,761","44,239","42,239"
00782B,國泰A級公用債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-20,195",0,0,0,"100,104","120,299","-20,195","-21,195"
00785B,富邦金融投等債,"15,005,000",0,"15,005,000",0.0,0.0,0.0,0,0,0,-565,0,0,0,"101,000","101,565",-565,"15,004,435"
00786B,元大10年IG銀行債,0,"8,000","-8,000",0.0,0.0,0.0,0,0,0,"21,019",0,0,0,"21,019",0,"21,019","13,019"
00787B,元大10年IG醫療債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"4,018",0,0,0,"4,049",31,"4,018","3,018"
00788B,元大10年IG電能債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-12,292",0,0,0,"17,000","29,292","-12,292","-13,292"
00789B,復華公司債A3,0,"26,000","-26,000",0.0,0.0,0.0,0,0,0,"26,942",0,0,0,"127,000","100,058","26,942",942
00791B,復華信用債1-5,0,0,0,0.0,0.0,0.0,0,0,0,"2,996",0,0,0,"103,000","100,004","2,996","2,996"
00792B,群益A級公司債,0,"98,000","-98,000",0.0,0.0,0.0,0,0,0,"-9,000",0,0,0,"115,059","124,059","-9,000","-107,000"
00793B,群益AAA-A醫療債,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,"4,000",0,0,0,"104,033","100,033","4,000",0
00795B,中信美國公債20年,"1,838,000","251,000","1,587,000",0.0,0.0,0.0,0,0,0,"-211,619","146,000",0,"146,000","3,828,000","4,185,619","-357,619","1,375,381"
00799B,國泰A級醫療債,0,0,0,0.0,0.0,0.0,0,0,0,"90,704",0,0,0,"195,000","104,296","90,704","90,704"
00834B,第一金金融債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00836B,永豐10年A公司債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"1,015",0,0,0,"101,015","100,000","1,015",15
00840B,凱基IG精選15+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"200,000","200,000",0,0
00841B,凱基AAA-AA公司債,0,0,0,0.0,0.0,0.0,0,0,0,"4,000",0,0,0,"104,000","100,000","4,000","4,000"
00842B,台新美元銀行債,0,0,0,0.0,0.0,0.0,0,0,0,"6,000",0,0,0,"106,000","100,000","6,000","6,000"
00844B,新光15年IG金融債,0,0,0,0.0,0.0,0.0,0,0,0,92,0,0,0,92,0,92,92
00845B,富邦新興投等債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"102,000","102,000",0,0
00846B,富邦歐洲銀行債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"13,000",0,0,0,"120,000","107,000","13,000","12,000"
00847B,中信美國市政債,0,0,0,0.0,0.0,0.0,0,0,0,"28,000",0,0,0,"528,000","500,000","28,000","28,000"
00848B,中信新興亞洲債,0,0,0,0.0,0.0,0.0,0,0,0,"-1,000",0,0,0,"500,000","501,000","-1,000","-1,000"
00849B,中信EM主權債0-5,0,0,0,0.0,0.0,0.0,0,0,0,"-8,973",0,0,0,"515,653","524,626","-8,973","-8,973"
00853B,統一美債10年Aa-A,"34,000","4,000","30,000",0.0,0.0,0.0,0,0,0,"8,945",0,0,0,"445,435","436,490","8,945","38,945"
00856B,永豐1-3年美公債,0,0,0,0.0,0.0,0.0,0,0,0,"-35,000",0,0,0,0,"35,000","-35,000","-35,000"
00857B,永豐20年美公債,"134,000","38,000","96,000",0.0,0.0,0.0,0,0,0,572,0,0,0,"1,289,643","1,289,071",572,"96,572"
00858,永豐美國500大,"7,000","13,000","-6,000",0.0,0.0,0.0,0,0,0,"-68,722",0,0,0,"439,288","508,010","-68,722","-74,722"
00859B,群益0-1年美債,0,"11,000","-11,000",0.0,0.0,0.0,0,0,0,-111,0,0,0,"2,517,000","2,517,111",-111,"-11,111"
00860B,群益1-5Y投資級債,0,0,0,0.0,0.0,0.0,0,0,0,502,0,0,0,"130,262","129,760",502,502
00862B,中信投資級公司債,"121,000",0,"121,000",0.0,0.0,0.0,0,0,0,"-179,431",0,0,0,"278,569","458,000","-179,431","-58,431"
00863B,中信全球電信債,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,"10,001",0,0,0,"510,032","500,031","10,001","8,001"
00864B,中信美國公債0-1,"89,000","234,000","-145,000",0.0,0.0,0.0,0,0,0,"-409,000",0,"200,000","-200,000","595,000","804,000","-209,000","-554,000"
00867B,新光A-BBB電信債,"9,000","1,000","8,000",0.0,0.0,0.0,0,0,0,"1,216",0,0,0,"201,216","200,000","1,216","9,216"
