證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"2,879,043","12,470,644","-9,591,601",0.0,0.0,0.0,0,0,0,"13,650,023","810,000","2,790,000","-1,980,000","21,895,898","6,265,875","15,630,023","4,058,422"
00687B,國泰20年美債,"2,085,200","523,000","1,562,200",0.0,0.0,0.0,0,0,0,"3,744,030",0,"80,000","-80,000","10,814,000","6,989,970","3,824,030","5,306,230"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"52,600","51,600","1,000","1,000"
00694B,富邦美債1-3,0,"5,000","-5,000",0.0,0.0,0.0,0,0,0,"-37,670",0,0,0,"100,119","137,789","-37,670","-42,670"
00695B,富邦美債7-10,0,"10,000","-10,000",0.0,0.0,0.0,0,0,0,"-8,100",0,0,0,"46,000","54,100","-8,100","-18,100"
00696B,富邦美債20年,"687,000","225,000","462,000",0.0,0.0,0.0,0,0,0,"269,044",0,0,0,"3,093,207","2,824,163","269,044","731,044"
00697B,元大美債7-10,"7,000","125,000","-118,000",0.0,0.0,0.0,0,0,0,"-220,001",0,0,0,"45,999","266,000","-220,001","-338,001"
00718B,富邦中國政策債,"2,000",0,"2,000",0.0,0.0,0.0,0,0,0,"-10,000",0,0,0,"102,000","112,000","-10,000","-8,000"
00719B,元大美債1-3,0,"419,000","-419,000",0.0,0.0,0.0,0,0,0,"-403,590","320,000",0,"320,000","174,999","898,589","-723,590","-822,590"
00720B,元大投資級公司債,"1,736,059","1,472,000","264,059",0.0,0.0,0.0,0,0,0,"4,739,356",0,0,0,"5,966,317","1,226,961","4,739,356","5,003,415"
00722B,群益投資級電信債,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,"177,003",0,0,0,"3,222,003","3,045,000","177,003","175,003"
00723B,群益投資級科技債,"1,000","25,000","-24,000",0.0,0.0,0.0,0,0,0,"44,000",0,0,0,"129,000","85,000","44,000","20,000"
00724B,群益投資級金融債,0,"11,000","-11,000",0.0,0.0,0.0,0,0,0,"81,458","638,000","625,000","13,000","4,627,999","4,559,541","68,458","70,458"
00725B,國泰投資級公司債,"763,000","241,000","522,000",0.0,0.0,0.0,0,0,0,"-216,931",0,0,0,"3,088,999","3,305,930","-216,931","305,069"
00726B,國泰新興投等債,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"-30,528",0,0,0,"100,000","130,528","-30,528","-29,528"
00727B,國泰優選非投等債,"32,000",0,"32,000",0.0,0.0,0.0,0,0,0,"-55,208",0,0,0,"105,331","160,539","-55,208","-23,208"
00734B,台新JPM新興債,"5,000","7,000","-2,000",0.0,0.0,0.0,0,0,0,"23,000",0,0,0,"497,000","474,000","23,000","21,000"
00740B,富邦全球投等債,"50,000","41,000","9,000",0.0,0.0,0.0,0,0,0,"124,142",0,0,0,"4,189,000","4,064,858","124,142","133,142"
00741B,富邦全球非投等債,0,"15,000","-15,000",0.0,0.0,0.0,0,0,0,"-27,709",0,0,0,"412,000","439,709","-27,709","-42,709"
00746B,富邦A級公司債,"90,000","155,000","-65,000",0.0,0.0,0.0,0,0,0,"62,891",0,0,0,"833,000","770,109","62,891","-2,109"
00749B,凱基新興債10+,"2,000","1,000","1,000",0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"118,000","100,000","18,000","19,000"
00750B,凱基科技債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00751B,元大AAA至A公司債,"1,177,050","222,000","955,050",0.0,0.0,0.0,0,0,0,"320,591","50,000","2,500,000","-2,450,000","4,243,393","1,472,802","2,770,591","1,275,641"
00754B,群益AAA-AA公司債,0,0,0,0.0,0.0,0.0,0,0,0,"2,000",0,0,0,"103,000","101,000","2,000","2,000"
00755B,群益投資級公用債,"1,000","12,000","-11,000",0.0,0.0,0.0,0,0,0,"8,122",103,0,103,"123,019","115,000","8,019","-2,878"
00756B,群益投等新興公債,"24,000","134,000","-110,000",0.0,0.0,0.0,0,0,0,"-105,034",0,0,0,"100,123","205,157","-105,034","-215,034"
00758B,復華能源債,0,0,0,0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"101,000","100,000","1,000","1,000"
00759B,復華製藥債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00760B,復華新興企業債,0,"15,000","-15,000",0.0,0.0,0.0,0,0,0,"18,533",0,0,0,"133,000","114,467","18,533","3,533"
00761B,國泰A級公司債,15,"70,000","-69,985",0.0,0.0,0.0,0,0,0,"-269,870",0,0,0,"166,000","435,870","-269,870","-339,855"
00764B,群益25年美債,"119,000","532,000","-413,000",0.0,0.0,0.0,0,0,0,"1,384,333","779,000","775,000","4,000","10,763,061","9,382,728","1,380,333","971,333"
00768B,復華20年美債,0,"3,000","-3,000",0.0,0.0,0.0,0,0,0,"71,200",0,0,0,"326,000","254,800","71,200","68,200"
00772B,中信高評級公司債,"24,000","283,000","-259,000",0.0,0.0,0.0,0,0,0,"1,634,198","10,000",0,"10,000","2,178,532","554,334","1,624,198","1,375,198"
00773B,中信優先金融債,"11,000","146,000","-135,000",0.0,0.0,0.0,0,0,0,"384,293",0,0,0,"404,000","19,707","384,293","249,293"
00777B,凱基AAA至A公司債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00778B,凱基金融債20+,"7,000",0,"7,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"7,000"
00779B,凱基美債25+,0,"5,000","-5,000",0.0,0.0,0.0,0,0,0,"40,000",0,0,0,"542,000","502,000","40,000","35,000"
00780B,國泰A級金融債,"10,000","2,000","8,000",0.0,0.0,0.0,0,0,0,"1,964",0,0,0,"102,000","100,036","1,964","9,964"
00781B,國泰A級科技債,0,0,0,0.0,0.0,0.0,0,0,0,"8,869",0,0,0,"109,001","100,132","8,869","8,869"
00782B,國泰A級公用債,0,0,0,0.0,0.0,0.0,0,0,0,"27,000",0,0,0,"127,000","100,000","27,000","27,000"
00784B,富邦中國投等債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00785B,富邦金融投等債,"2,000",0,"2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"2,000"
00786B,元大10年IG銀行債,"35,000","1,000","34,000",0.0,0.0,0.0,0,0,0,"36,941",0,0,0,"45,100","8,159","36,941","70,941"
00787B,元大10年IG醫療債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"28,000",0,0,0,"28,000",0,"28,000","27,000"
00788B,元大10年IG電能債,"134,000",0,"134,000",0.0,0.0,0.0,0,0,0,"-105,000",0,0,0,"168,000","273,000","-105,000","29,000"
00789B,復華公司債A3,"1,000","1,000",0,0.0,0.0,0.0,0,0,0,"-1,000",0,0,0,"100,000","101,000","-1,000","-1,000"
00790B,復華次順位金融債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00791B,復華信用債1-5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00792B,群益A級公司債,0,"11,000","-11,000",0.0,0.0,0.0,0,0,0,"31,000",0,0,0,"131,000","100,000","31,000","20,000"
00793B,群益AAA-A醫療債,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"117,000","100,000","17,000","17,000"
00794B,群益7+中國政金債,0,0,0,0.0,0.0,0.0,0,0,0,"-6,000",0,0,0,"100,000","106,000","-6,000","-6,000"
00795B,中信美國公債20年,"77,010","439,000","-361,990",0.0,0.0,0.0,0,0,0,"-49,271",0,0,0,"3,648,000","3,697,271","-49,271","-411,261"
00799B,國泰A級醫療債,0,0,0,0.0,0.0,0.0,0,0,0,"-32,074",0,0,0,"106,027","138,101","-32,074","-32,074"
00834B,第一金金融債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00836B,永豐10年A公司債,0,"19,000","-19,000",0.0,0.0,0.0,0,0,0,"54,000",0,0,0,"155,000","101,000","54,000","35,000"
00840B,凱基IG精選15+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00841B,凱基AAA-AA公司債,"2,000",0,"2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"2,000"
00842B,台新美元銀行債,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"117,000","100,000","17,000","17,000"
00844B,新光15年IG金融債,0,0,0,0.0,0.0,0.0,0,0,0,"31,000",0,0,0,"31,000",0,"31,000","31,000"
00845B,富邦新興投等債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00846B,富邦歐洲銀行債,0,0,0,0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"101,000","100,000","1,000","1,000"
00847B,中信美國市政債,0,0,0,0.0,0.0,0.0,0,0,0,"-5,000",0,0,0,"310,000","315,000","-5,000","-5,000"
00848B,中信新興亞洲債,"4,000","3,000","1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"310,000","310,000",0,"1,000"
00849B,中信EM主權債0-5,0,0,0,0.0,0.0,0.0,0,0,0,"-5,082",0,0,0,"455,673","460,755","-5,082","-5,082"
00853B,統一美債10年Aa-A,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"34,037",0,0,0,"690,050","656,013","34,037","33,037"
00856B,永豐1-3年美公債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"7,000","7,000",0,0
00857B,永豐20年美公債,"50,000","97,000","-47,000",0.0,0.0,0.0,0,0,0,"627,269",0,0,0,"665,000","37,731","627,269","580,269"
00858,永豐美國500大,"178,000","49,000","129,000",0.0,0.0,0.0,0,0,0,"-528,478",0,0,0,"50,000","578,478","-528,478","-399,478"
00859B,群益0-1年美債,"12,000","3,000","9,000",0.0,0.0,0.0,0,0,0,"-14,232",0,0,0,"100,000","114,232","-14,232","-5,232"
00860B,群益1-5Y投資級債,0,"21,000","-21,000",0.0,0.0,0.0,0,0,0,"-15,167",0,0,0,"100,355","115,522","-15,167","-36,167"
00862B,中信投資級公司債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"21,000",0,0,0,"327,000","306,000","21,000","20,000"
00863B,中信全球電信債,"40,000","50,000","-10,000",0.0,0.0,0.0,0,0,0,"10,000",0,0,0,"310,000","300,000","10,000",0
00864B,中信美國公債0-1,"106,000","127,000","-21,000",0.0,0.0,0.0,0,0,0,"-1,040,000","266,000",0,"266,000","346,000","1,652,000","-1,306,000","-1,061,000"
00867B,新光A-BBB電信債,0,0,0,0.0,0.0,0.0,0,0,0,"5,000",0,0,0,"205,000","200,000","5,000","5,000"
00870B,元大15年EM主權債,"21,000","1,000","20,000",0.0,0.0,0.0,0,0,0,"-20,000",0,0,0,0,"20,000","-20,000",0
00877,復華中國5G,"215,000","1,506,000","-1,291,000",0.0,0.0,0.0,0,0,0,"-150,444",0,0,0,"2,469,999","2,620,443","-150,444","-1,441,444"
00883B,中信ESG投資級債,0,0,0,0.0,0.0,0.0,0,0,0,"-3,816",0,0,0,"336,994","340,810","-3,816","-3,816"
00884B,中信低碳新興債,"35,000",0,"35,000",0.0,0.0,0.0,0,0,0,"-33,427",0,0,0,"320,504","353,931","-33,427","1,573"
00886,永豐美國科技,0,0,0,0.0,0.0,0.0,0,0,0,"7,605",0,0,0,"53,605","46,000","7,605","7,605"
00887,永豐中國科技50大,"3,061,000","1,572,000","1,489,000",0.0,0.0,0.0,0,0,0,"932,796",0,0,0,"1,045,000","112,204","932,796","2,421,796"
00888,永豐台灣ESG,"73,000","48,000","25,000",0.0,0.0,0.0,0,0,0,"239,513",0,0,0,"488,000","248,487","239,513","264,513"
00890B,凱基ESG BBB債15+,0,0,0,0.0,0.0,0.0,0,0,0,"-2,000",0,0,0,"513,000","515,000","-2,000","-2,000"
00928,中信上櫃ESG 30,"15,000","4,000","11,000",0.0,0.0,0.0,0,0,0,"146,610",0,0,0,"399,374","252,764","146,610","157,610"
00931B,統一美債20年,"571,000","46,000","525,000",0.0,0.0,0.0,0,0,0,"2,428,664",0,0,0,"4,357,000","1,928,336","2,428,664","2,953,664"
00933B,國泰10Y+金融債,"360,000","383,000","-23,000",0.0,0.0,0.0,0,0,0,"1,059,000","10,000",0,"10,000","2,797,000","1,748,000","1,049,000","1,036,000"
00937B,群益ESG投等債20+,"590,000","8,689,000","-8,099,000",0.0,0.0,0.0,0,0,0,"4,407,199",0,0,0,"8,184,999","3,777,800","4,407,199","-3,691,801"
00942B,台新美A公司債20+,0,"40,000","-40,000",0.0,0.0,0.0,0,0,0,"569,695",0,0,0,"1,661,000","1,091,305","569,695","529,695"
00948B,中信優息投資級債,"2,568,000","174,000","2,394,000",0.0,0.0,0.0,0,0,0,"10,997,073",0,0,0,"12,164,000","1,166,927","10,997,073","13,391,073"
00950B,凱基A級公司債,"79,000","859,000","-780,000",0.0,0.0,0.0,0,0,0,"-3,287,368",0,0,0,"1,619,000","4,906,368","-3,287,368","-4,067,368"
00955,中信日本商社,"100,000","217,000","-117,000",0.0,0.0,0.0,0,0,0,"615,441",0,0,0,"2,473,493","1,858,052","615,441","498,441"
00957B,兆豐US優選投等債,0,0,0,0.0,0.0,0.0,0,0,0,"7,672",0,0,0,"143,000","135,328","7,672","7,672"
00958B,永豐ESG銀行債15+,0,"20,000","-20,000",0.0,0.0,0.0,0,0,0,"1,547,000",0,0,0,"2,390,000","843,000","1,547,000","1,527,000"
00959B,大華投等美債15Y+,0,"52,000","-52,000",0.0,0.0,0.0,0,0,0,"2,438,184",0,0,0,"3,803,000","1,364,816","2,438,184","2,386,184"
00966B,統一ESG投等債15+,0,"25,000","-25,000",0.0,0.0,0.0,0,0,0,"940,608",0,0,0,"2,544,688","1,604,080","940,608","915,608"
