證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"752,010","12,904,998","-12,152,988",0.0,0.0,0.0,0,0,0,"8,254,550","1,523,000","443,000","1,080,000","12,839,000","5,664,450","7,174,550","-3,898,438"
00687B,國泰20年美債,"8,099","3,612,000","-3,603,901",0.0,0.0,0.0,0,0,0,"7,849,352",0,"43,000","-43,000","17,816,000","9,923,648","7,892,352","4,245,451"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,"-1,000",0,0,0,"51,200","52,200","-1,000","-1,000"
00694B,富邦美債1-3,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-46,174",0,0,0,"62,000","108,174","-46,174","-47,174"
00695B,富邦美債7-10,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"-36,630",0,0,0,"201,000","237,630","-36,630","-35,630"
00696B,富邦美債20年,"59,000","9,000","50,000",0.0,0.0,0.0,0,0,0,"32,134","2,000","47,000","-45,000","2,739,000","2,661,866","77,134","82,134"
00697B,元大美債7-10,0,"190,000","-190,000",0.0,0.0,0.0,0,0,0,"-89,000",0,0,0,0,"89,000","-89,000","-279,000"
00718B,富邦中國政策債,"50,000",0,"50,000",0.0,0.0,0.0,0,0,0,"-57,000",0,0,0,"119,000","176,000","-57,000","-7,000"
00719B,元大美債1-3,"2,000","260,000","-258,000",0.0,0.0,0.0,0,0,0,"-1,184,487","20,000","5,000","15,000","97,000","1,296,487","-1,199,487","-1,442,487"
00720B,元大投資級公司債,"12,000","211,000","-199,000",0.0,0.0,0.0,0,0,0,"397,025",0,0,0,"914,000","516,975","397,025","198,025"
00722B,群益投資級電信債,0,"687,000","-687,000",0.0,0.0,0.0,0,0,0,"479,046",0,0,0,"3,806,023","3,326,977","479,046","-207,954"
00723B,群益投資級科技債,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,"-2,000",0,0,0,"100,000","102,000","-2,000","-6,000"
00724B,群益投資級金融債,"66,000","891,000","-825,000",0.0,0.0,0.0,0,0,0,"105,669","1,500,000","1,505,000","-5,000","4,431,081","4,320,412","110,669","-719,331"
00725B,國泰投資級公司債,"3,000","2,523,000","-2,520,000",0.0,0.0,0.0,0,0,0,"-333,919",0,0,0,"2,276,000","2,609,919","-333,919","-2,853,919"
00726B,國泰新興投等債,"6,000","6,000",0,0.0,0.0,0.0,0,0,0,"-5,787",0,0,0,"100,000","105,787","-5,787","-5,787"
00727B,國泰優選非投等債,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,"-20,150",0,0,0,"100,267","120,417","-20,150","-24,150"
00734B,台新JPM新興債,0,0,0,0.0,0.0,0.0,0,0,0,"11,000",0,0,0,"501,000","490,000","11,000","11,000"
00740B,富邦全球投等債,"49,000","909,000","-860,000",0.0,0.0,0.0,0,0,0,"528,756",0,0,0,"4,364,040","3,835,284","528,756","-331,244"
00741B,富邦全球非投等債,"2,000","5,000","-3,000",0.0,0.0,0.0,0,0,0,"-8,631",0,0,0,"400,000","408,631","-8,631","-11,631"
00746B,富邦A級公司債,0,"58,000","-58,000",0.0,0.0,0.0,0,0,0,"-140,017",0,0,0,"812,015","952,032","-140,017","-198,017"
00749B,凱基新興債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00750B,凱基科技債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00751B,元大AAA至A公司債,"10,075","926,000","-915,925",0.0,0.0,0.0,0,0,0,"-364,879",0,0,0,"742,000","1,106,879","-364,879","-1,280,804"
00754B,群益AAA-AA公司債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-11,000",0,0,0,"100,000","111,000","-11,000","-12,000"
00755B,群益投資級公用債,0,"13,000","-13,000",0.0,0.0,0.0,0,0,0,"-22,706",294,0,294,"50,000","73,000","-23,000","-35,706"
00756B,群益投等新興公債,0,"124,000","-124,000",0.0,0.0,0.0,0,0,0,"-3,000",0,0,0,"100,000","103,000","-3,000","-127,000"
00758B,復華能源債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"101,000","100,000","1,000",0
00759B,復華製藥債,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,"2,000",0,0,0,"102,000","100,000","2,000",0
00760B,復華新興企業債,0,"34,000","-34,000",0.0,0.0,0.0,0,0,0,"31,507",0,0,0,"135,000","103,493","31,507","-2,493"
00761B,國泰A級公司債,0,"318,000","-318,000",0.0,0.0,0.0,0,0,0,"65,680",0,0,0,"91,000","25,320","65,680","-252,320"
