證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"4,445,491","12,649,000","-8,203,509",0.0,0.0,0.0,0,0,0,"-6,048,451","482,000","452,000","30,000","12,643,000","18,721,451","-6,078,451","-14,251,960"
00687B,國泰20年美債,"2,768,274","9,387,000","-6,618,726",0.0,0.0,0.0,0,"2,460,000","-2,460,000","-7,077,295","70,000","70,000",0,"11,034,000","18,111,295","-7,077,295","-16,156,021"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,"-70,700",0,0,0,"71,200","141,900","-70,700","-70,700"
00694B,富邦美債1-3,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,"-6,315",0,0,0,"135,000","141,315","-6,315","-10,315"
00695B,富邦美債7-10,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,"-5,819",0,0,0,"200,586","206,405","-5,819","-9,819"
00696B,富邦美債20年,"55,000","2,246,000","-2,191,000",0.0,0.0,0.0,0,0,0,"1,520,649",0,0,0,"5,111,031","3,590,382","1,520,649","-670,351"
00697B,元大美債7-10,"2,000","19,000","-17,000",0.0,0.0,0.0,0,0,0,"-8,340",0,0,0,"130,788","139,128","-8,340","-25,340"
00719B,元大美債1-3,"55,000","78,000","-23,000",0.0,0.0,0.0,0,0,0,"-375,919",0,0,0,"88,999","464,918","-375,919","-398,919"
00720B,元大投資級公司債,"442,045","2,341,000","-1,898,955",0.0,0.0,0.0,0,0,0,"-1,401,764",0,0,0,"991,000","2,392,764","-1,401,764","-3,300,719"
00722B,群益投資級電信債,"946,000","1,082,000","-136,000",0.0,0.0,0.0,0,0,0,"-191,157","15,000",0,"15,000","2,366,019","2,572,176","-206,157","-327,157"
00723B,群益投資級科技債,"6,000","6,000",0,0.0,0.0,0.0,0,0,0,-25,0,0,0,"100,000","100,025",-25,-25
00724B,群益投資級金融債,"288,000","640,000","-352,000",0.0,0.0,0.0,0,0,0,"290,299",0,0,0,"2,404,284","2,113,985","290,299","-61,701"
00725B,國泰投資級公司債,"610,000","4,317,000","-3,707,000",0.0,0.0,0.0,0,0,0,"-2,069,217",0,0,0,"2,868,729","4,937,946","-2,069,217","-5,776,217"
00726B,國泰新興投等債,"1,000","29,000","-28,000",0.0,0.0,0.0,0,0,0,"1,989",0,0,0,"103,187","101,198","1,989","-26,011"
00727B,國泰優選非投等債,"12,000","6,000","6,000",0.0,0.0,0.0,0,0,0,"-53,518",0,0,0,"104,479","157,997","-53,518","-47,518"
00734B,台新JPM新興債,"25,000","25,000",0,0.0,0.0,0.0,0,0,0,"-1,005",0,0,0,"474,000","475,005","-1,005","-1,005"
00740B,富邦全球投等債,"56,000","695,000","-639,000",0.0,0.0,0.0,0,0,0,"411,950","15,000",0,"15,000","1,834,473","1,437,523","396,950","-227,050"
00741B,富邦全球非投等債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-4,145",0,0,0,"200,000","204,145","-4,145","-5,145"
00746B,富邦A級公司債,"4,000","149,000","-145,000",0.0,0.0,0.0,0,0,0,"142,678",0,0,0,"400,756","258,078","142,678","-2,322"
00749B,凱基新興債10+,"29,000","26,000","3,000",0.0,0.0,0.0,0,0,0,"2,000",0,0,0,"102,000","100,000","2,000","5,000"
00750B,凱基科技債10+,"6,000","27,000","-21,000",0.0,0.0,0.0,0,0,0,"21,000",0,0,0,"137,000","116,000","21,000",0
00751B,元大AAA至A公司債,"1,473,000","3,323,000","-1,850,000",0.0,0.0,0.0,0,0,0,"-733,450",0,0,0,"1,313,000","2,046,450","-733,450","-2,583,450"
00754B,群益AAA-AA公司債,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"-10,088",0,0,0,"100,000","110,088","-10,088","-9,088"
00755B,群益投資級公用債,"50,000","1,000","49,000",0.0,0.0,0.0,0,0,0,"-50,928",0,0,0,"100,072","151,000","-50,928","-1,928"
00756B,群益投等新興公債,"12,000","35,000","-23,000",0.0,0.0,0.0,0,0,0,"59,253",0,0,0,"159,253","100,000","59,253","36,253"
00758B,復華能源債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"101,000","100,000","1,000",0
00759B,復華製藥債,0,0,0,0.0,0.0,0.0,0,0,0,"-2,000",0,0,0,"100,000","102,000","-2,000","-2,000"
00760B,復華新興企業債,"14,000","48,000","-34,000",0.0,0.0,0.0,0,0,0,"21,082",0,0,0,"122,375","101,293","21,082","-12,918"
00761B,國泰A級公司債,"1,000","119,000","-118,000",0.0,0.0,0.0,0,0,0,"53,920",0,0,0,"218,049","164,129","53,920","-64,080"
00764B,群益25年美債,"84,000","39,000","45,000",0.0,0.0,0.0,0,0,0,"-152,250",0,0,0,"7,330,000","7,482,250","-152,250","-107,250"
00768B,復華20年美債,0,"3,000","-3,000",0.0,0.0,0.0,0,0,0,"17,897",0,0,0,"129,000","111,103","17,897","14,897"
00772B,中信高評級公司債,"720,000","1,656,000","-936,000",0.0,0.0,0.0,0,0,0,"-386,916","50,000",0,"50,000","1,119,000","1,555,916","-436,916","-1,322,916"
00773B,中信優先金融債,0,"187,000","-187,000",0.0,0.0,0.0,0,0,0,"20,871",0,0,0,"259,763","238,892","20,871","-166,129"
00777B,凱基AAA至A公司債,"40,000","53,000","-13,000",0.0,0.0,0.0,0,0,0,"13,000",0,0,0,"113,000","100,000","13,000",0
00778B,凱基金融債20+,"6,000","3,000","3,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"3,000"
00779B,凱基美債25+,0,"90,000","-90,000",0.0,0.0,0.0,0,0,0,"86,000",0,0,0,"589,000","503,000","86,000","-4,000"
00780B,國泰A級金融債,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,"-2,020",0,0,0,"101,000","103,020","-2,020","-4,020"
00781B,國泰A級科技債,100,"11,000","-10,900",0.0,0.0,0.0,0,0,0,"-8,096",0,0,0,"100,004","108,100","-8,096","-18,996"
00782B,國泰A級公用債,0,"12,000","-12,000",0.0,0.0,0.0,0,0,0,"-109,194",0,0,0,"100,000","209,194","-109,194","-121,194"
00785B,富邦金融投等債,0,"53,000","-53,000",0.0,0.0,0.0,0,0,0,"52,959",0,0,0,"161,000","108,041","52,959",-41
00786B,元大10年IG銀行債,0,0,0,0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
00787B,元大10年IG醫療債,0,"14,000","-14,000",0.0,0.0,0.0,0,0,0,"5,902",0,0,0,"12,000","6,098","5,902","-8,098"
00788B,元大10年IG電能債,0,"7,000","-7,000",0.0,0.0,0.0,0,0,0,"-19,969",0,0,0,0,"19,969","-19,969","-26,969"
00789B,復華公司債A3,"18,000","18,000",0,0.0,0.0,0.0,0,0,0,-34,0,0,0,"100,000","100,034",-34,-34
00791B,復華信用債1-5,0,0,0,0.0,0.0,0.0,0,0,0,-19,0,0,0,"100,000","100,019",-19,-19
00792B,群益A級公司債,"10,000",0,"10,000",0.0,0.0,0.0,0,0,0,"18,041",0,0,0,"120,041","102,000","18,041","28,041"
00793B,群益AAA-A醫療債,0,"15,000","-15,000",0.0,0.0,0.0,0,0,0,"14,965",0,0,0,"165,000","150,035","14,965",-35
