證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"7,051,057","3,078,757","3,972,300",0.0,0.0,0.0,0,0,0,"-6,198,166","808,000","1,751,000","-943,000","6,952,834","12,208,000","-5,255,166","-2,225,866"
00687B,國泰20年美債,"6,721,000","255,000","6,466,000",0.0,0.0,0.0,0,0,0,"6,631,826","1,260,000",0,"1,260,000","11,266,826","5,895,000","5,371,826","13,097,826"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0
00694B,富邦美債1-3,"309,000",230,"308,770",0.0,0.0,0.0,0,0,0,"-157,541",0,0,0,"203,577","361,118","-157,541","151,229"
00695B,富邦美債7-10,0,"54,000","-54,000",0.0,0.0,0.0,0,0,0,"54,679",0,0,0,"521,679","467,000","54,679",679
00696B,富邦美債20年,"2,007,000","26,000","1,981,000",0.0,0.0,0.0,0,0,0,"-1,696,613","2,000",0,"2,000","2,608,651","4,307,264","-1,698,613","284,387"
00697B,元大美債7-10,"7,000","8,000","-1,000",0.0,0.0,0.0,0,0,0,"30,652",0,0,0,"280,732","250,080","30,652","29,652"
00719B,元大美債1-3,"131,000","140,000","-9,000",0.0,0.0,0.0,0,0,0,"124,437",0,"20,000","-20,000","341,360","196,923","144,437","115,437"
00720B,元大投資級公司債,"442,000","8,000","434,000",0.0,0.0,0.0,0,0,0,"839,241",0,0,0,"1,330,838","491,597","839,241","1,273,241"
00722B,群益投資級電信債,"293,000",0,"293,000",0.0,0.0,0.0,0,0,0,"-145,904",0,0,0,"186,431","332,335","-145,904","147,096"
00723B,群益投資級科技債,"77,000",0,"77,000",0.0,0.0,0.0,0,0,0,"-73,488",0,0,0,"100,512","174,000","-73,488","3,512"
00724B,群益投資級金融債,"439,000","5,000","434,000",0.0,0.0,0.0,0,0,0,"-322,844",0,0,0,"2,937,763","3,260,607","-322,844","111,156"
00725B,國泰投資級公司債,"967,000","12,000","955,000",0.0,0.0,0.0,0,0,0,"-771,328",0,0,0,"1,866,669","2,637,997","-771,328","183,672"
00726B,國泰新興投等債,"48,000","47,000","1,000",0.0,0.0,0.0,0,0,0,"-153,228",0,0,0,"101,210","254,438","-153,228","-152,228"
00727B,國泰優選非投等債,"18,000",0,"18,000",0.0,0.0,0.0,0,0,0,"-3,631",0,0,0,"101,775","105,406","-3,631","14,369"
00734B,台新JPM新興債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-1,000",0,0,0,"500,000","501,000","-1,000","-2,000"
00740B,富邦全球投等債,"1,272,000","53,000","1,219,000",0.0,0.0,0.0,0,0,0,"299,496","7,000",0,"7,000","1,998,000","1,705,504","292,496","1,518,496"
00741B,富邦全球非投等債,"1,000","1,000",0,0.0,0.0,0.0,0,0,0,"17,271",0,0,0,"421,000","403,729","17,271","17,271"
00746B,富邦A級公司債,"479,000","4,000","475,000",0.0,0.0,0.0,0,0,0,"-478,721",0,0,0,"335,279","814,000","-478,721","-3,721"
00749B,凱基新興債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00750B,凱基科技債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00751B,元大AAA至A公司債,"1,211,045","39,000","1,172,045",0.0,0.0,0.0,0,0,0,"-1,100,101",0,0,0,"935,475","2,035,576","-1,100,101","71,944"
00754B,群益AAA-AA公司債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00755B,群益投資級公用債,"19,000","10,000","9,000",0.0,0.0,0.0,0,0,0,"-3,001",0,0,0,"104,999","108,000","-3,001","5,999"
00756B,群益投等新興公債,"44,000","1,000","43,000",0.0,0.0,0.0,0,0,0,"17,867",0,0,0,"32,014","14,147","17,867","60,867"
00758B,復華能源債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00759B,復華製藥債,0,0,0,0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"101,000","100,000","1,000","1,000"
00760B,復華新興企業債,0,0,0,0.0,0.0,0.0,0,0,0,-959,0,0,0,"100,626","101,585",-959,-959
00761B,國泰A級公司債,"171,000","1,000","170,000",0.0,0.0,0.0,0,0,0,"-50,189",0,0,0,"15,842","66,031","-50,189","119,811"
00764B,群益25年美債,"1,142,000",0,"1,142,000",0.0,0.0,0.0,0,0,0,"-935,100",0,0,0,"4,129,944","5,065,044","-935,100","206,900"
00768B,復華20年美債,"516,000","1,000","515,000",0.0,0.0,0.0,0,0,0,"124,967",0,0,0,"769,784","644,817","124,967","639,967"
00772B,中信高評級公司債,"2,249,000","2,000","2,247,000",0.0,0.0,0.0,0,0,0,"-1,568,010",0,"20,000","-20,000","406,988","1,954,998","-1,548,010","678,990"
00773B,中信優先金融債,"758,000","3,000","755,000",0.0,0.0,0.0,0,0,0,"-623,883",0,0,0,"314,719","938,602","-623,883","131,117"
00777B,凱基AAA至A公司債,"2,000",0,"2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"2,000"
00778B,凱基金融債20+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00779B,凱基美債25+,"5,000",0,"5,000",0.0,0.0,0.0,0,0,0,"2,000",0,0,0,"502,000","500,000","2,000","7,000"
00780B,國泰A級金融債,"12,000","11,000","1,000",0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"101,000","100,000","1,000","2,000"
00781B,國泰A級科技債,0,0,0,0.0,0.0,0.0,0,0,0,"4,939",0,0,0,"105,000","100,061","4,939","4,939"
00782B,國泰A級公用債,"1,000","1,000",0,0.0,0.0,0.0,0,0,0,"1,000",0,0,0,"101,000","100,000","1,000","1,000"
