證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"13,703,000","3,513,000","10,190,000",0.0,0.0,0.0,0,0,0,"-1,295,449","3,270,000",0,"3,270,000","7,262,000","11,827,449","-4,565,449","8,894,551"
00687B,國泰20年美債,"14,030,000","433,000","13,597,000",0.0,0.0,0.0,0,0,0,"-5,503,421",0,0,0,"6,569,000","12,072,421","-5,503,421","8,093,579"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,600,600,0,0
00694B,富邦美債1-3,"416,000",0,"416,000",0.0,0.0,0.0,0,0,0,"-405,024",0,0,0,"14,677","419,701","-405,024","10,976"
00695B,富邦美債7-10,"185,000","2,000","183,000",0.0,0.0,0.0,0,0,0,"-152,471",0,0,0,"221,617","374,088","-152,471","30,529"
00696B,富邦美債20年,"5,365,000",0,"5,365,000",0.0,0.0,0.0,0,0,0,"-5,409,893",0,0,0,"1,745,006","7,154,899","-5,409,893","-44,893"
00697B,元大美債7-10,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"44,519","37,000",0,"37,000","26,128","18,609","7,519","43,519"
00719B,元大美債1-3,"252,000","905,000","-653,000",0.0,0.0,0.0,0,0,0,"-395,227","150,000",0,"150,000","206,000","751,227","-545,227","-1,048,227"
00720B,元大投資級公司債,"1,445,000","17,000","1,428,000",0.0,0.0,0.0,0,0,0,"492,816",0,0,0,"1,122,000","629,184","492,816","1,920,816"
00722B,群益投資級電信債,"160,000","142,000","18,000",0.0,0.0,0.0,0,0,0,"91,775","30,000",0,"30,000","2,493,000","2,431,225","61,775","109,775"
00723B,群益投資級科技債,"82,000",0,"82,000",0.0,0.0,0.0,0,0,0,"-80,000",0,0,0,"100,000","180,000","-80,000","2,000"
00724B,群益投資級金融債,"655,000",0,"655,000",0.0,0.0,0.0,0,0,0,"-662,878",0,0,0,"3,495,510","4,158,388","-662,878","-7,878"
00725B,國泰投資級公司債,"1,737,000","21,000","1,716,000",0.0,0.0,0.0,0,0,0,"-1,208,037",0,0,0,"991,000","2,199,037","-1,208,037","507,963"
00726B,國泰新興投等債,"48,000",0,"48,000",0.0,0.0,0.0,0,0,0,"10,665",0,0,0,"110,686","100,021","10,665","58,665"
00727B,國泰優選非投等債,0,0,0,0.0,0.0,0.0,0,0,0,"4,505",0,0,0,"104,656","100,151","4,505","4,505"
00734B,台新JPM新興債,0,"46,000","-46,000",0.0,0.0,0.0,0,0,0,"46,000",0,0,0,"500,000","454,000","46,000",0
00740B,富邦全球投等債,"3,496,000",0,"3,496,000",0.0,0.0,0.0,0,0,0,"-3,481,655","15,000",0,"15,000","1,365,000","4,861,655","-3,496,655","14,345"
00741B,富邦全球非投等債,"177,000",0,"177,000",0.0,0.0,0.0,0,0,0,"-59,902",0,0,0,"242,150","302,052","-59,902","117,098"
00746B,富邦A級公司債,"1,823,000",0,"1,823,000",0.0,0.0,0.0,0,0,0,"-1,854,000",0,0,0,"485,000","2,339,000","-1,854,000","-31,000"
00749B,凱基新興債10+,0,"5,000","-5,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"-5,000"
00750B,凱基科技債10+,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"1,000"
00751B,元大AAA至A公司債,"2,263,000","83,000","2,180,000",0.0,0.0,0.0,0,"1,803,000","-1,803,000","44,810",0,0,0,"609,000","564,190","44,810","421,810"
00754B,群益AAA-AA公司債,"10,000",0,"10,000",0.0,0.0,0.0,0,0,0,"3,000",0,0,0,"103,000","100,000","3,000","13,000"
00755B,群益投資級公用債,"39,000",0,"39,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"39,000"
00756B,群益投等新興公債,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"12,000",0,0,0,"114,000","102,000","12,000","13,000"
00758B,復華能源債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00759B,復華製藥債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-1,020",0,0,0,"100,000","101,020","-1,020","-2,020"
00760B,復華新興企業債,"2,000",0,"2,000",0.0,0.0,0.0,0,0,0,11,0,0,0,"105,880","105,869",11,"2,011"
00761B,國泰A級公司債,0,"7,000","-7,000",0.0,0.0,0.0,0,0,0,"20,510",0,0,0,"125,343","104,833","20,510","13,510"
00764B,群益25年美債,"3,584,000",0,"3,584,000",0.0,0.0,0.0,0,0,0,"-3,492,651",0,0,0,"1,932,791","5,425,442","-3,492,651","91,349"
00768B,復華20年美債,"1,143,000","10,000","1,133,000",0.0,0.0,0.0,0,0,0,"-1,275,200",0,0,0,"250,400","1,525,600","-1,275,200","-142,200"
00772B,中信高評級公司債,"993,000","1,000","992,000",0.0,0.0,0.0,0,0,0,"-673,325","40,000",0,"40,000","528,000","1,241,325","-713,325","318,675"
00773B,中信優先金融債,"543,000",0,"543,000",0.0,0.0,0.0,0,0,0,"-524,779",0,0,0,"269,000","793,779","-524,779","18,221"
00777B,凱基AAA至A公司債,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"-2,000"
00778B,凱基金融債20+,"10,000","16,000","-6,000",0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,"-6,000"
