證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"5,523,038","2,244,250","3,278,788",0.0,0.0,0.0,0,0,0,"9,811,728",0,0,0,"10,173,910","362,182","9,811,728","13,090,516"
00687B,國泰20年美債,"2,496,000","2,000","2,494,000",0.0,0.0,0.0,0,0,0,"8,346,605",0,0,0,"8,982,041","635,436","8,346,605","10,840,605"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"25,000","25,000",0,0
00694B,富邦美債1-3,0,0,0,0.0,0.0,0.0,0,0,0,"-8,261",0,0,0,"214,138","222,399","-8,261","-8,261"
00695B,富邦美債7-10,"61,000",0,"61,000",0.0,0.0,0.0,0,0,0,"-39,266",0,0,0,"86,852","126,118","-39,266","21,734"
00696B,富邦美債20年,"740,000","6,000","734,000",0.0,0.0,0.0,0,0,0,"-340,086",0,0,0,"474,519","814,605","-340,086","393,914"
00697B,元大美債7-10,"3,000","3,000",0,0.0,0.0,0.0,0,0,0,"12,889","56,000",0,"56,000","98,000","141,111","-43,111","12,889"
00719B,元大美債1-3,"95,000","200,000","-105,000",0.0,0.0,0.0,0,0,0,"-273,530",0,0,0,"129,000","402,530","-273,530","-378,530"
00720B,元大投資級公司債,"1,195,000","284,000","911,000",0.0,0.0,0.0,0,0,0,"2,027,117",0,"100,000","-100,000","2,362,000","234,883","2,127,117","2,938,117"
00722B,群益投資級電信債,"46,000","1,000","45,000",0.0,0.0,0.0,0,0,0,"-94,061",0,0,0,"2,153,532","2,247,593","-94,061","-49,061"
00723B,群益投資級科技債,0,"11,000","-11,000",0.0,0.0,0.0,0,0,0,"8,498",0,0,0,"118,498","110,000","8,498","-2,502"
