證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00679B,元大美債20年,"10,632,200","13,048,600","-2,416,400",0.0,0.0,0.0,0,0,0,"-1,992,410","20,000","1,406,000","-1,386,000","5,474,000","6,080,410","-606,410","-4,408,810"
00687B,國泰20年美債,"1,091,975","3,995,000","-2,903,025",0.0,0.0,0.0,0,0,0,"10,116,405","2,464,000",0,"2,464,000","12,067,000","4,414,595","7,652,405","7,213,380"
00687C,國泰20年美債+櫃U,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,600,600,0,0
00694B,富邦美債1-3,"261,000",0,"261,000",0.0,0.0,0.0,0,0,0,"-354,304",0,0,0,"100,298","454,602","-354,304","-93,304"
00695B,富邦美債7-10,"140,000","1,000","139,000",0.0,0.0,0.0,0,0,0,"-167,384",0,0,0,"200,105","367,489","-167,384","-28,384"
00696B,富邦美債20年,"31,000","447,000","-416,000",0.0,0.0,0.0,0,0,0,"-450,622","200,000",0,"200,000","1,909,963","2,560,585","-650,622","-866,622"
00697B,元大美債7-10,"3,000",0,"3,000",0.0,0.0,0.0,0,0,0,"-175,196",0,0,0,"60,000","235,196","-175,196","-172,196"
00719B,元大美債1-3,"668,000","25,000","643,000",0.0,0.0,0.0,0,0,0,"-1,461,600",0,0,0,359,"1,461,959","-1,461,600","-818,600"
00720B,元大投資級公司債,"161,000","2,245,000","-2,084,000",0.0,0.0,0.0,0,0,0,"829,166","10,000",0,"10,000","1,136,000","316,834","819,166","-1,254,834"
00722B,群益投資級電信債,"63,000","35,000","28,000",0.0,0.0,0.0,0,0,0,"-171,021",0,0,0,"2,060,346","2,231,367","-171,021","-143,021"
00723B,群益投資級科技債,"45,000","1,000","44,000",0.0,0.0,0.0,0,0,0,"-54,000",0,0,0,"100,000","154,000","-54,000","-10,000"
00724B,群益投資級金融債,"40,000","8,000","32,000",0.0,0.0,0.0,0,0,0,"-78,996",0,0,0,"3,200,000","3,278,996","-78,996","-46,996"
00725B,國泰投資級公司債,"882,000","2,947,000","-2,065,000",0.0,0.0,0.0,0,0,0,"-611,137","13,000",0,"13,000","1,174,000","1,798,137","-624,137","-2,676,137"
00726B,國泰新興投等債,0,"15,000","-15,000",0.0,0.0,0.0,0,0,0,-824,0,0,0,276,"1,100",-824,"-15,824"
00727B,國泰優選非投等債,0,0,0,0.0,0.0,0.0,0,0,0,"14,434",0,0,0,"115,458","101,024","14,434","14,434"
00734B,台新JPM新興債,0,0,0,0.0,0.0,0.0,0,0,0,"50,000",0,0,0,"150,000","100,000","50,000","50,000"
00740B,富邦全球投等債,"189,000","6,000","183,000",0.0,0.0,0.0,0,0,0,"-78,496",0,0,0,"1,038,000","1,116,496","-78,496","104,504"
00741B,富邦全球非投等債,0,0,0,0.0,0.0,0.0,0,0,0,"-2,955",0,0,0,"203,045","206,000","-2,955","-2,955"
00746B,富邦A級公司債,"97,000",0,"97,000",0.0,0.0,0.0,0,0,0,"-104,718",0,0,0,"523,282","628,000","-104,718","-7,718"
00749B,凱基新興債10+,0,0,0,0.0,0.0,0.0,0,0,0,"-2,000",0,0,0,0,"2,000","-2,000","-2,000"
00751B,元大AAA至A公司債,"89,043","1,101,000","-1,011,957",0.0,0.0,0.0,0,0,0,"837,936","363,000",0,"363,000","1,569,000","1,094,064","474,936","-174,021"
00754B,群益AAA-AA公司債,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"-4,290",0,0,0,"100,000","104,290","-4,290","-3,290"
00755B,群益投資級公用債,"67,000","1,000","66,000",0.0,0.0,0.0,0,0,0,"-58,000",0,0,0,"100,016","158,016","-58,000","8,000"
00756B,群益投等新興公債,"15,000","1,000","14,000",0.0,0.0,0.0,0,0,0,"51,000",0,0,0,"133,000","82,000","51,000","65,000"
00758B,復華能源債,0,0,0,0.0,0.0,0.0,0,0,0,"-2,000",0,0,0,"100,000","102,000","-2,000","-2,000"
00759B,復華製藥債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,-2,0,0,0,"100,000","100,002",-2,"-1,002"
00760B,復華新興企業債,0,0,0,0.0,0.0,0.0,0,0,0,"2,676",0,0,0,"106,150","103,474","2,676","2,676"
00761B,國泰A級公司債,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"3,001",0,0,0,"119,008","116,007","3,001","4,001"
00764B,群益25年美債,"62,000","4,000","58,000",0.0,0.0,0.0,0,0,0,"87,495",0,0,0,"3,418,000","3,330,505","87,495","145,495"
00768B,復華20年美債,0,"490,000","-490,000",0.0,0.0,0.0,0,0,0,"-155,559",0,0,0,"106,000","261,559","-155,559","-645,559"
00772B,中信高評級公司債,"104,000","519,000","-415,000",0.0,0.0,0.0,0,0,0,"133,861",0,0,0,"703,002","569,141","133,861","-281,139"
00773B,中信優先金融債,"83,000","327,000","-244,000",0.0,0.0,0.0,0,0,0,"426,996",0,0,0,"1,647,000","1,220,004","426,996","182,996"
00777B,凱基AAA至A公司債,0,"7,000","-7,000",0.0,0.0,0.0,0,0,0,"-1,000",0,0,0,0,"1,000","-1,000","-8,000"
00779B,凱基美債25+,0,"4,000","-4,000",0.0,0.0,0.0,0,0,0,"-2,000",0,0,0,0,"2,000","-2,000","-6,000"
00781B,國泰A級科技債,0,"6,000","-6,000",0.0,0.0,0.0,0,0,0,"-34,366",0,0,0,"100,000","134,366","-34,366","-40,366"
00782B,國泰A級公用債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-3,336",0,0,0,0,"3,336","-3,336","-4,336"
00785B,富邦金融投等債,0,0,0,0.0,0.0,0.0,0,0,0,-177,0,0,0,"1,000","1,177",-177,-177
00786B,元大10年IG銀行債,0,0,0,0.0,0.0,0.0,0,0,0,"5,609",0,0,0,"6,006",397,"5,609","5,609"
00787B,元大10年IG醫療債,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"13,312",0,0,0,"16,000","2,688","13,312","14,312"
00788B,元大10年IG電能債,0,"3,000","-3,000",0.0,0.0,0.0,0,0,0,"6,421",0,0,0,"8,000","1,579","6,421","3,421"
00789B,復華公司債A3,0,0,0,0.0,0.0,0.0,0,0,0,-59,0,0,0,0,59,-59,-59
00792B,群益A級公司債,0,"2,000","-2,000",0.0,0.0,0.0,0,0,0,59,0,0,0,"100,059","100,000",59,"-1,941"
00793B,群益AAA-A醫療債,0,0,0,0.0,0.0,0.0,0,0,0,-1,0,0,0,"50,000","50,001",-1,-1
00795B,中信美國公債20年,"918,015","1,995,000","-1,076,985",0.0,0.0,0.0,0,0,0,"1,400,826","15,000","15,000",0,"7,429,024","6,028,198","1,400,826","323,841"
00799B,國泰A級醫療債,"5,000",0,"5,000",0.0,0.0,0.0,0,0,0,"98,205",0,0,0,"150,000","51,795","98,205","103,205"
00834B,第一金金融債10+,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"8,000","8,000",0,0
00836B,永豐10年A公司債,"72,000",0,"72,000",0.0,0.0,0.0,0,0,0,"-59,231",0,0,0,"210,000","269,231","-59,231","12,769"
00842B,台新美元銀行債,0,0,0,0.0,0.0,0.0,0,0,0,"-9,031",0,0,0,"125,000","134,031","-9,031","-9,031"
00844B,新光15年IG金融債,"29,000",0,"29,000",0.0,0.0,0.0,0,0,0,"-24,932",0,0,0,"80,068","105,000","-24,932","4,068"
00845B,富邦新興投等債,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0
00846B,富邦歐洲銀行債,0,"1,000","-1,000",0.0,0.0,0.0,0,0,0,"-5,027",0,0,0,"120,000","125,027","-5,027","-6,027"
