日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2026-01-07,3537,堡達,826,865,"42,630,606",52.20,53.00,50.90,51.10,,-102,0,0
2026-01-06,3537,堡達,733,845,"38,402,546",52.90,53.00,52.10,52.20,,-20,0,0
2026-01-05,3537,堡達,3403,"3,810","183,509,800",55.50,56.40,52.00,52.70,,-366,0,0
2026-01-02,3537,堡達,3427,"3,464","182,407,125",50.90,54.20,50.60,53.60,,675,0,1
2025-12-31,3537,堡達,515,546,"26,001,082",50.30,51.30,49.90,50.00,,32,0,0
2025-12-30,3537,堡達,627,599,"31,520,876",50.70,51.40,49.90,50.00,,0,0,0
2025-12-29,3537,堡達,962,"1,160","50,076,131",53.60,53.60,50.70,50.70,,-4,0,0
2025-12-26,3537,堡達,4405,"3,316","235,771,143",53.80,55.00,52.70,53.60,,-569,0,-5
2025-12-24,3537,堡達,3017,"1,920","158,857,873",52.80,53.70,51.40,53.10,,-217,0,0
2025-12-23,3537,堡達,2137,"1,442","110,402,745",50.80,53.00,49.75,52.80,,185,0,0
2025-12-22,3537,堡達,698,560,"35,347,271",50.00,51.20,49.65,50.00,,305,0,0
2025-12-19,3537,堡達,448,450,"22,422,004",50.40,51.20,49.40,49.50,,-58,0,0
2025-12-18,3537,堡達,533,655,"26,904,156",50.10,51.30,49.70,49.90,,-88,0,0
2025-12-17,3537,堡達,882,847,"44,890,371",49.45,51.80,49.40,50.20,,191,0,0
2025-12-16,3537,堡達,661,678,"32,918,083",50.80,51.30,49.00,49.45,,-109,0,0
2025-12-15,3537,堡達,1116,838,"56,832,347",49.60,51.80,49.50,50.80,,139,0,0
2025-12-12,3537,堡達,1441,"1,468","74,655,096",52.80,53.20,50.80,50.80,,-301,0,0
2025-12-11,3537,堡達,2222,"1,923","116,278,275",53.00,53.20,51.20,52.00,,-27,0,0
2025-12-10,3537,堡達,2867,"2,553","149,640,454",51.10,53.40,50.60,52.50,,145,0,0
2025-12-09,3537,堡達,2534,"1,872","130,155,605",50.40,52.40,50.20,51.00,,54,0,0
2025-12-08,3537,堡達,927,826,"46,703,084",49.65,51.50,49.00,51.40,,21,0,0
2025-12-05,3537,堡達,523,549,"25,810,476",50.10,50.30,49.15,49.20,,-63,0,0
2025-12-04,3537,堡達,1233,"1,054","62,000,051",51.00,51.40,49.55,49.85,,-105,0,0
2025-12-03,3537,堡達,1803,"1,820","92,057,125",50.80,52.00,50.10,50.50,,-68,0,0
2025-12-02,3537,堡達,987,951,"49,524,873",51.00,51.10,49.45,49.90,,-115,0,0
2025-12-01,3537,堡達,2424,"2,269","123,999,029",53.50,53.50,50.00,50.20,,-787,0,0
