日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2026-01-02,3207,耀勝,908,751,"64,375,998",70.80,72.60,70.00,70.40,,181,0,-126
2025-12-31,3207,耀勝,420,343,"29,605,237",71.10,71.10,69.70,70.10,,-129,0,-3
2025-12-30,3207,耀勝,780,668,"53,865,399",68.10,71.00,66.80,70.60,,62,0,37
2025-12-29,3207,耀勝,554,526,"38,669,554",70.00,71.70,68.10,68.10,,76,0,44
2025-12-26,3207,耀勝,320,958,"22,373,871",70.30,72.00,68.80,69.00,,-38,0,53
2025-12-24,3207,耀勝,943,943,"68,228,215",69.70,74.00,69.70,70.30,,27,0,157
2025-12-23,3207,耀勝,233,540,"16,423,016",71.20,72.30,69.10,69.40,,34,0,2
2025-12-22,3207,耀勝,468,306,"32,500,778",66.90,70.70,66.40,70.20,,242,0,18
2025-12-19,3207,耀勝,82,63,"5,474,709",66.10,67.20,65.70,66.30,,16,0,0
2025-12-18,3207,耀勝,145,157,"9,619,076",66.20,66.70,65.60,65.80,,-60,0,-2
2025-12-17,3207,耀勝,163,171,"10,988,142",67.60,68.00,66.50,66.80,,-40,0,-2
2025-12-16,3207,耀勝,315,468,"21,458,600",70.00,70.00,67.00,67.50,,-151,0,31
2025-12-15,3207,耀勝,392,434,"27,253,138",66.70,70.40,66.70,69.30,,210,0,15
2025-12-12,3207,耀勝,159,308,"10,785,175",68.20,68.90,67.20,67.20,,-27,0,-7
2025-12-11,3207,耀勝,191,163,"13,033,564",67.00,68.40,67.00,68.20,,64,0,-10
2025-12-10,3207,耀勝,176,215,"11,947,304",68.40,68.50,66.80,67.60,,-35,0,7
2025-12-09,3207,耀勝,142,249,"9,702,744",69.30,69.60,67.70,68.00,,-43,0,5
2025-12-08,3207,耀勝,162,128,"11,116,657",68.50,69.30,67.70,69.20,,95,0,10
2025-12-05,3207,耀勝,139,129,"9,475,959",68.80,69.30,67.20,67.20,,-26,0,22
2025-12-04,3207,耀勝,160,343,"10,882,219",68.30,68.60,67.10,67.20,,71,0,-78
2025-12-03,3207,耀勝,105,106,"7,165,231",68.60,69.80,67.70,67.80,,-10,0,11
2025-12-02,3207,耀勝,208,266,"14,343,799",70.00,70.40,67.40,67.40,,-41,0,-16
