證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"568,588",332,"27,642,760",48.80,49.11,48.28,48.65,+,0.94,48.52,1,48.65,20,
00679B,元大美債20年,"28,006,962","6,460","745,987,204",26.63,26.67,26.62,26.62,-,0.08,26.62,5018,26.63,19,
00687B,國泰20年美債,"20,240,561","3,908","560,359,166",27.69,27.72,27.67,27.68,-,0.08,27.67,1511,27.68,20,
00687C,國泰20年美債+櫃U,"25,000",2,"232,250",9.29,9.29,9.29,9.29,-,0.04,9.29,103,9.30,101,
00694B,富邦美債1-3,"66,375",30,"2,744,804",41.29,41.36,41.29,41.36,+,0.06,41.36,10,41.37,40,
00695B,富邦美債7-10,"71,583",28,"2,505,071",34.96,35.01,34.96,35.00,+,0.02,34.98,45,34.99,1,
00696B,富邦美債20年,"1,010,943",208,"29,051,814",28.80,28.80,28.72,28.73,-,0.08,28.72,468,28.74,10,
00697B,元大美債7-10,"877,735",211,"31,214,766",35.55,35.64,35.45,35.56,+,0.01,35.55,1,35.56,7,
00719B,元大美債1-3,"1,755,264",525,"53,992,231",30.74,30.78,30.74,30.78,+,0.03,30.77,32,30.78,27,
00720B,元大投資級公司債,"5,715,625","1,311","187,106,086",32.77,32.77,32.71,32.74,-,0.04,32.73,364,32.74,74,
00722B,群益投資級電信債,"452,800",253,"16,158,853",35.70,35.71,35.67,35.68,-,0.04,35.68,71,35.69,45,
00723B,群益投資級科技債,"111,064",9,"3,394,111",30.56,30.57,30.55,30.55,-,0.0,30.52,53,30.53,1,
00724B,群益投資級金融債,"3,258,633",173,"109,276,249",33.50,33.57,33.50,33.52,-,0.02,33.52,137,33.56,57,
00725B,國泰投資級公司債,"4,310,155",916,"150,044,956",34.80,34.84,34.79,34.83,-,0.01,34.82,32,34.83,60,
00726B,國泰新興投等債,"176,528",102,"5,773,121",32.68,32.71,32.66,32.70,+,0.03,32.69,160,32.74,52,
00727B,國泰優選非投等債,"611,310",32,"23,940,308",39.07,39.18,39.07,39.15,+,0.1,39.08,1,39.12,6,
00734B,台新JPM新興債,"1,029",2,"16,206",15.75,15.75,15.75,15.75,+,0.06,15.65,20,15.67,1,
00740B,富邦全球投等債,"1,189,047",230,"45,792,584",38.56,38.56,38.49,38.53,-,0.03,38.52,70,38.53,153,
00741B,富邦全球非投等債,"177,212",65,"6,599,999",37.16,37.26,37.16,37.23,+,0.01,37.23,1,37.27,1,
00746B,富邦A級公司債,"463,468",105,"16,362,116",35.26,35.32,35.26,35.31,-,0.04,35.30,1,35.31,4,
00749B,凱基新興債10+,"100,000",2,"3,157,000",31.57,31.57,31.57,31.57,-,0.01,31.50,1,31.53,1,
00750B,凱基科技債10+,"180,000",15,"5,909,500",32.81,32.85,32.80,32.80,-,0.04,32.79,10,32.81,1,
00751B,元大AAA至A公司債,"5,329,547","1,274","167,870,037",31.48,31.52,31.48,31.51,-,0.03,31.50,364,31.51,40,
00754B,群益AAA-AA公司債,"116,000",11,"3,874,350",33.42,33.42,33.37,33.40,-,0.03,0.10,50,33.43,5,
00755B,群益投資級公用債,"202,017",168,"6,635,446",32.88,32.88,32.81,32.81,-,0.07,32.80,1,32.85,2,
00756B,群益投等新興公債,"197,098",123,"6,235,148",31.67,31.67,31.61,31.62,-,0.07,31.61,4,31.63,1,
00758B,復華能源債,"100,020",3,"5,166,032",51.65,51.65,51.65,51.65,-,0.05,51.40,26,51.70,10,
00759B,復華製藥債,"100,050",5,"5,457,730",54.55,54.55,54.55,54.55,+,0.15,54.35,25,54.50,1,
00760B,復華新興企業債,"110,203",23,"5,956,348",53.95,54.10,53.95,53.95,-,0.15,53.95,2,54.00,7,
00761B,國泰A級公司債,"166,196",109,"5,735,363",34.54,34.54,34.50,34.50,-,0.04,34.50,212,34.51,1,
00764B,群益25年美債,"2,208,436",236,"61,110,004",27.65,27.69,27.65,27.66,-,0.08,27.66,352,27.67,21,
00768B,復華20年美債,"108,125",89,"5,446,239",50.45,50.45,50.30,50.35,-,0.15,50.35,11,50.40,506,
00772B,中信高評級公司債,"2,691,188",744,"90,320,655",33.61,33.61,33.55,33.57,-,0.04,33.56,102,33.57,2,
00773B,中信優先金融債,"621,480",230,"22,232,293",35.75,35.80,35.75,35.78,-,0.02,35.77,3,35.78,4,
00777B,凱基AAA至A公司債,"101,060",5,"3,283,410",32.49,32.49,32.49,32.49,-,0.04,32.41,10,32.47,1,
00778B,凱基金融債20+,"100,000",2,"3,439,000",34.39,34.39,34.39,34.39,-,0.04,34.31,10,34.38,1,
