證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
00411A,主動統一前沿科技,"26,235,417","3,502","258,968,980",9.90,9.90,9.82,9.84,+,0.02,9.83,163,9.84,147,
006201,元大富櫃50,"106,851",185,"4,738,125",44.35,44.70,44.04,44.39,+,0.25,44.31,1,44.39,1,
00679B,元大美債20年,"12,808,955","4,275","331,260,338",25.92,25.92,25.81,25.85,-,0.19,25.84,173,25.85,634,
00687B,國泰20年美債,"7,632,459","1,990","207,552,419",27.26,27.26,27.15,27.19,-,0.21,27.18,43,27.19,456,
00687C,國泰20年美債+櫃U,"25,000",2,"229,000",9.16,9.16,9.16,9.16,-,0.03,9.15,23,9.17,27,
00694B,富邦美債1-3,"153,955",42,"6,405,798",41.70,41.70,41.59,41.61,-,0.15,41.61,1,41.62,140,
00695B,富邦美債7-10,"90,948",38,"3,153,148",34.80,34.80,34.65,34.67,-,0.18,34.66,1,34.67,1,
00696B,富邦美債20年,"4,424,796",224,"124,467,239",28.21,28.21,28.11,28.12,-,0.25,28.12,759,28.15,528,
00697B,元大美債7-10,"348,434",259,"12,289,141",35.42,35.42,35.20,35.24,-,0.18,35.23,1,35.24,185,
00719B,元大美債1-3,"2,497,078","1,202","77,390,809",31.07,31.08,30.95,30.97,-,0.13,30.96,65,30.97,282,
00720B,元大投資級公司債,"2,366,537","1,197","75,648,983",32.07,32.07,31.91,31.93,-,0.19,31.93,23,31.94,121,
00722B,群益投資級電信債,"2,114,180",438,"72,620,508",34.43,34.43,34.28,34.31,-,0.21,34.30,20,34.31,13,
00723B,群益投資級科技債,"180,030",21,"5,283,094",29.41,29.44,29.32,29.34,-,0.15,29.32,51,29.34,1,
00724B,群益投資級金融債,"3,578,127",269,"117,301,751",32.90,32.90,32.77,32.81,-,0.18,32.79,3,32.81,100,
00725B,國泰投資級公司債,"1,494,543",835,"50,842,050",34.08,34.08,33.97,34.00,-,0.17,34.00,13,34.01,215,
00726B,國泰新興投等債,"130,643",91,"4,198,309",32.28,32.28,32.11,32.14,-,0.14,32.13,1,32.15,50,
00727B,國泰優選非投等債,"154,425",44,"6,042,372",39.24,39.24,39.09,39.09,-,0.19,39.09,2,39.10,8,
00734B,台新JPM新興債,"101,000",3,"1,557,430",15.43,15.43,15.42,15.42,-,0.1,15.42,1,15.43,22,
00740B,富邦全球投等債,"2,234,934",224,"83,459,440",37.51,37.51,37.34,37.37,-,0.2,37.36,4,37.37,7,
00741B,富邦全球非投等債,"73,772",21,"2,739,246",37.20,37.20,37.10,37.10,-,0.2,37.12,1,37.18,3,
00746B,富邦A級公司債,"9,188",61,"316,704",34.52,34.52,34.47,34.47,-,0.21,34.47,1,34.48,49,
00749B,凱基新興債10+,"100,000",2,"3,078,000",30.78,30.78,30.78,30.78,-,0.21,30.74,1,30.78,1,
00750B,凱基科技債10+,"100,000",2,"3,175,000",31.75,31.75,31.75,31.75,-,0.18,31.74,1,31.78,1,
