證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"232,423",202,"7,835,331",33.34,33.90,33.34,33.90,+,1.3,33.86,1,33.90,33,
00679B,元大美債20年,"93,781,030","4,009","2,567,352,131",27.43,27.45,27.31,27.31,+,0.12,27.30,1149,27.31,3614,
00687B,國泰20年美債,"30,043,276","2,373","854,127,519",28.48,28.50,28.37,28.37,+,0.12,28.36,1290,28.37,68,
00687C,國泰20年美債+櫃U,"25,200",3,"236,880",9.40,9.40,9.40,9.40,+,0.07,9.37,2,9.39,118,
00694B,富邦美債1-3,"380,575",82,"16,070,151",42.29,42.29,42.20,42.23,-,0.06,42.22,2,42.23,13,
00695B,富邦美債7-10,"175,700",53,"6,312,421",35.74,35.99,35.74,35.89,+,0.03,35.86,40,35.87,1,
00696B,富邦美債20年,"13,076,809",323,"389,316,159",29.80,29.83,29.74,29.74,+,0.15,29.73,328,29.74,102,
00697B,元大美債7-10,"622,447",213,"22,515,198",36.13,36.24,36.13,36.15,+,0.02,36.15,13,36.16,1,
00719B,元大美債1-3,"2,237,097",711,"70,466,398",31.52,31.52,31.45,31.48,-,0.04,31.48,40,31.49,51,
00720B,元大投資級公司債,"7,752,972","1,517","260,727,750",33.56,33.67,33.56,33.59,+,0.23,33.59,434,33.60,123,
00722B,群益投資級電信債,"2,552,292",273,"94,104,816",36.86,36.95,36.83,36.84,+,0.25,36.83,2,36.84,17,
00723B,群益投資級科技債,"150,186",18,"4,721,193",31.18,31.48,31.18,31.42,+,0.24,31.35,53,31.41,1,
00724B,群益投資級金融債,"3,688,451",256,"126,515,105",34.28,34.36,34.27,34.29,+,0.19,34.29,26,34.30,90,
00725B,國泰投資級公司債,"4,199,681",887,"149,897,438",35.76,35.76,35.64,35.66,+,0.29,35.65,139,35.66,76,
00726B,國泰新興投等債,"151,226",111,"5,021,417",33.29,33.29,33.18,33.20,+,0.08,33.19,1,33.20,22,
00727B,國泰優選非投等債,"147,615",26,"5,936,067",39.60,40.31,39.60,40.27,+,0.12,40.25,5,40.29,1,
00734B,台新JPM新興債,64,3,"1,023",---,---,---, ---,,,15.84,50,15.86,1,
00740B,富邦全球投等債,"3,304,546",550,"129,179,937",39.01,39.14,39.01,39.08,+,0.31,39.07,203,39.08,24,
00741B,富邦全球非投等債,"141,940",47,"5,386,803",37.51,38.00,37.51,37.96,+,0.24,37.96,3,37.97,2,
00746B,富邦A級公司債,"946,680",114,"34,289,782",36.18,36.27,36.18,36.19,+,0.23,36.19,117,36.21,26,
00749B,凱基新興債10+,"107,167",6,"3,413,177",31.79,31.86,31.79,31.85,+,0.11,31.47,1,31.86,1,
00750B,凱基科技債10+,"103,028",4,"3,472,954",33.67,33.71,33.67,33.71,+,0.29,33.65,5,33.70,1,
00751B,元大AAA至A公司債,"10,399,457","1,522","333,981,933",32.08,32.16,32.07,32.09,+,0.26,32.08,20,32.09,118,
00754B,群益AAA-AA公司債,"149,243",17,"5,123,219",34.38,34.38,34.30,34.31,+,0.24,34.13,20,34.31,1,
00755B,群益投資級公用債,"145,514",83,"4,839,053",33.30,33.31,33.24,33.24,+,0.22,33.23,1,33.24,2,
00756B,群益投等新興公債,"121,931",115,"3,838,576",31.48,31.57,31.45,31.49,-,0.09,31.48,1,31.49,3,
00758B,復華能源債,"100,028",5,"5,211,458",52.10,52.10,52.10,52.10,+,0.4,51.90,25,52.10,10,
00759B,復華製藥債,"100,035",9,"5,541,951",55.40,55.40,55.40,55.40,+,0.45,55.20,36,55.35,1,
00760B,復華新興企業債,"105,553",24,"5,673,548",53.75,53.75,53.75,53.75,+,0.35,53.65,5,53.80,1,
00761B,國泰A級公司債,"264,771",121,"9,285,192",35.06,35.15,35.04,35.04,+,0.28,35.03,106,35.04,11,
00764B,群益25年美債,"3,562,666",356,"101,189,210",28.25,28.48,28.25,28.37,+,0.15,28.36,137,28.37,24,
00768B,復華20年美債,"227,182",70,"11,726,711",51.70,51.70,51.50,51.50,+,0.15,51.50,996,51.60,514,
00772B,中信高評級公司債,"5,401,549",832,"184,626,126",34.19,34.23,34.15,34.16,+,0.25,34.16,15,34.17,21,
00773B,中信優先金融債,"1,128,233",226,"40,853,595",36.27,36.27,36.16,36.16,+,0.23,36.15,246,36.16,10,
00777B,凱基AAA至A公司債,"100,214",13,"3,327,170",33.20,33.20,33.20,33.20,+,0.21,33.18,5,33.25,8,
00778B,凱基金融債20+,"100,029",3,"3,480,003",34.79,34.79,34.79,34.79,+,0.22,34.76,5,34.78,1,
00779B,凱基美債25+,"317,040",18,"9,121,997",28.77,28.77,28.74,28.74,+,0.11,28.74,2,28.75,4,
00780B,國泰A級金融債,"193,000",21,"7,314,600",37.99,37.99,37.85,37.85,-,0.02,37.85,52,37.87,1,
00781B,國泰A級科技債,"110,403",21,"3,214,486",29.09,29.12,29.05,29.10,+,0.14,28.99,21,29.11,20,
00782B,國泰A級公用債,"106,407",15,"3,312,416",31.07,31.45,31.07,31.12,+,0.19,31.10,2,31.12,37,
00785B,富邦金融投等債,"81,218",27,"2,884,609",35.86,35.86,35.44,35.46,+,0.18,35.43,21,35.45,1,
00786B,元大10年IG銀行債,"39,638",23,"1,316,880",33.09,33.28,33.09,33.16,+,0.16,33.13,1,33.14,1,
00787B,元大10年IG醫療債,"24,173",13,"796,065",32.97,32.99,32.91,32.91,+,0.2,32.77,20,32.91,21,
00788B,元大10年IG電能債,"33,012",18,"1,003,338",30.29,30.47,30.29,30.43,+,0.21,30.36,20,30.42,6,
00789B,復華公司債A3,"114,100",11,"5,650,308",49.60,49.64,49.39,49.39,+,0.18,49.39,18,49.50,1,
00791B,復華信用債1-5,"101,000",3,"5,807,550",57.55,57.55,57.50,57.50,-,0.0,57.40,2,57.45,1,
00792B,群益A級公司債,"61,095",12,"1,958,606",32.11,32.11,32.05,32.05,+,0.2,31.97,50,32.04,51,
00793B,群益AAA-A醫療債,"50,151",6,"1,562,705",31.16,31.16,31.16,31.16,+,0.23,31.04,10,31.17,10,
00795B,中信美國公債20年,"17,756,376",773,"489,855,282",27.56,27.64,27.55,27.56,+,0.14,27.55,45,27.56,451,
00799B,國泰A級醫療債,"292,950",70,"8,841,053",30.18,30.22,30.17,30.18,+,0.16,30.16,125,30.18,33,
00834B,第一金金融債10+,"100,000",2,"3,460,000",34.60,34.60,34.60,34.60,+,0.15,34.51,10,34.58,1,
00836B,永豐10年A公司債,"40,089",16,"1,168,138",29.13,29.13,29.11,29.11,+,0.22,29.07,20,29.14,1,
00840B,凱基IG精選15+,"100,000",2,"3,040,000",30.40,30.40,30.40,30.40,+,0.21,30.35,5,30.40,1,
00841B,凱基AAA-AA公司債,"100,000",2,"2,964,000",29.64,29.64,29.64,29.64,+,0.17,29.59,5,29.63,1,
00842B,台新美元銀行債,"50,169",34,"1,585,289",31.56,31.61,31.56,31.61,+,0.13,31.62,1,31.63,20,
00844B,新光15年IG金融債,"155,009",10,"4,968,639",32.14,32.14,32.00,32.00,+,0.15,31.93,20,32.00,20,
00845B,富邦新興投等債,"102,000",4,"3,409,510",33.03,33.48,33.03,33.43,+,0.03,33.31,20,33.41,1,
00846B,富邦歐洲銀行債,"103,328",11,"3,754,007",36.33,36.36,36.33,36.33,+,0.11,36.28,21,36.32,1,
00847B,中信美國市政債,"205,050",6,"5,360,997",26.14,26.15,26.14,26.14,+,0.19,26.10,5,26.16,10,
00848B,中信新興亞洲債,"215,000",7,"7,461,600",34.70,34.71,34.70,34.71,+,0.04,34.68,5,34.71,2,
00849B,中信EM主權債0-5,"205,500",10,"7,754,386",37.70,37.76,37.70,37.73,-,0.05,37.67,6,37.71,2,
00853B,統一美債10年Aa-A,"1,046,560",118,"29,383,904",28.19,28.31,28.07,28.07,+,0.17,28.05,57,28.06,2,
00856B,永豐1-3年美公債,"3,392",8,"129,126",38.04,38.04,37.99,37.99,-,0.11,37.93,11,38.01,2,
00857B,永豐20年美公債,"4,890,555",325,"115,726,261",23.59,23.81,23.59,23.63,+,0.11,23.63,151,23.64,56,
00858,永豐美國500大,"1,071,422",470,"34,089,962",31.88,31.89,31.76,31.79,+,0.42,31.78,111,31.79,6,
00859B,群益0-1年美債,"1,537,347",104,"63,545,500",41.34,41.36,41.28,41.33,-,0.05,41.32,4,41.33,17,
00860B,群益1-5Y投資級債,"50,323",5,"1,937,039",38.49,38.49,38.49,38.49,-,0.02,38.47,1,41.00,2,
00862B,中信投資級公司債,"482,979",94,"15,430,979",32.00,32.00,31.92,31.92,+,0.21,31.91,25,31.93,4,
00863B,中信全球電信債,"272,445",38,"8,862,183",32.56,32.56,32.50,32.54,+,0.23,32.50,50,32.51,2,
00864B,中信美國公債0-1,"729,473",216,"34,128,345",46.90,46.90,46.75,46.76,-,0.06,46.75,31,46.76,28,
00867B,新光A-BBB電信債,"83,269",14,"2,651,907",31.70,31.85,31.70,31.79,+,0.15,31.79,19,31.82,1,
00870B,元大15年EM主權債,"1,000",1,"28,620",28.62,28.62,28.62,28.62,+,0.04,28.59,1,28.66,20,
00877,復華中國5G,"2,532,215",724,"70,510,971",27.79,28.06,27.55,27.57,+,0.22,27.56,3,27.57,5,
00883B,中信ESG投資級債,"380,414",187,"11,897,811",31.22,31.31,31.22,31.25,+,0.21,31.24,23,31.25,2,
00884B,中信低碳新興債,"217,030",14,"6,500,116",29.91,29.96,29.87,29.87,+,0.05,29.76,20,29.84,2,
00886,永豐美國科技,"8,878",37,"307,128",34.99,34.99,34.29,34.29,+,0.14,33.90,1,34.30,1,
00887,永豐中國科技50大,"3,305,977",641,"40,118,078",12.17,12.19,12.08,12.08,-,0.0,12.08,169,12.09,31,
00888,永豐台灣ESG,"11,510,336","2,654","265,123,879",23.01,23.10,22.95,23.09,+,0.56,23.08,13,23.09,14,
00890B,凱基ESG BBB債15+,"308,219",35,"10,073,561",32.71,32.71,32.63,32.63,+,0.13,32.63,4,32.66,3,
00928,中信上櫃ESG 30,"429,308",295,"10,711,375",24.75,25.01,24.75,24.92,+,0.89,24.91,2,24.92,3,
00931B,統一美債20年,"1,628,244",428,"22,532,388",13.86,13.87,13.82,13.82,+,0.07,13.81,1195,13.82,13,
00933B,國泰10Y+金融債,"6,912,323","1,402","111,891,578",16.18,16.23,16.17,16.17,+,0.08,16.16,1354,16.17,68,
00937B,群益ESG投等債20+,"61,905,905","5,419","927,496,407",14.98,15.00,14.97,14.97,+,0.1,14.97,1232,14.98,1840,
00942B,台新美A公司債20+,"1,150,198",230,"16,731,346",14.52,14.57,14.52,14.53,+,0.11,14.53,195,14.54,92,
00948B,中信優息投資級債,"12,066,447",737,"115,342,163",9.54,9.58,9.54,9.55,+,0.07,9.55,4282,9.56,92,
00950B,凱基A級公司債,"6,073,427",414,"86,539,818",14.23,14.28,14.23,14.24,+,0.1,14.24,298,14.25,43,
00955,中信日本商社,"6,880,064","2,512","109,211,002",15.88,15.92,15.83,15.86,-,0.0,15.86,250,15.87,50,
00957B,兆豐US優選投等債,"1,837,230",238,"25,117,779",13.70,13.70,13.65,13.65,+,0.08,13.64,629,13.65,24,
00958B,永豐ESG銀行債15+,"2,532,183",108,"23,677,239",9.33,9.38,9.33,9.35,+,0.07,9.34,899,9.35,8,
00959B,大華投等美債15Y+,"4,253,411",356,"40,111,392",9.42,9.45,9.42,9.43,+,0.06,9.42,609,9.43,241,
00966B,統一ESG投等債15+,"753,293",151,"10,595,809",14.01,14.09,14.01,14.06,+,0.12,14.04,1044,14.06,7,
00967B,元大優息美債,"840,193",149,"7,824,326",9.32,9.33,9.29,9.29,+,0.03,9.28,1559,9.29,7,
00968B,元大優息投等債,"2,308,786",234,"21,633,341",9.35,9.40,9.35,9.36,+,0.04,9.36,885,9.37,100,
00969B,元大零息超長美債,"1,470,705",208,"12,544,396",8.47,8.55,8.46,8.53,+,0.09,8.53,273,8.54,491,
00970B,新光BBB投等債20+,"4,096,768",266,"38,772,215",9.43,9.49,9.43,9.45,+,0.08,9.44,919,9.45,2,
009806,台新標普500,"97,397",58,"1,131,347",11.61,11.64,11.60,11.61,+,0.13,11.59,286,11.62,12,
009807,台新標普科技精選,"46,957",48,"580,014",12.31,12.36,12.31,12.35,+,0.23,12.33,158,12.35,3,
00980B,台新特選IG債10+,"693,906",87,"6,638,649",9.53,9.58,9.53,9.57,+,0.08,9.56,1,9.57,316,
00980D,主動聯博投等入息,"2,241,106",213,"46,041,012",20.53,20.59,20.53,20.53,+,0.06,20.53,702,20.55,14,
00980T,平衡凱基美國TOP,"999,290",163,"10,227,741",10.24,10.27,10.20,10.25,+,0.06,10.25,272,10.26,7,
009814,富邦標普500,"1,186,727",532,"11,633,640",9.76,9.82,9.76,9.80,+,0.12,9.80,2,9.81,911,
009815,大華美國MAG7+,"4,400,655","1,488","40,733,532",9.21,9.30,9.21,9.26,+,0.1,9.26,50,9.27,332,
00981B,第一金優選非投債,"13,386,378","1,024","125,077,630",9.31,9.36,9.31,9.36,+,0.05,9.35,189,9.36,1016,
00981D,主動中信非投等債,"19,897,322",933,"206,804,275",10.36,10.41,10.36,10.40,+,0.05,10.39,999,10.40,72,
00982B,FT投資級債20+,"82,751",41,"822,049",9.86,9.97,9.86,9.93,+,0.07,9.92,152,9.94,1,
00983B,大華優利美公債20,"790,358",84,"12,649,937",16.05,16.05,15.99,15.99,+,0.06,15.97,611,15.99,36,
00984B,大華優利美A債15,"6,300,765",331,"104,283,001",16.53,16.60,16.53,16.54,+,0.12,16.53,304,16.54,16,
00985D,主動貝萊德優投等,"3,644,967",162,"37,128,305",10.18,10.23,10.17,10.19,+,0.06,10.18,1,10.19,58,
00986B,FT金融債10+,"11,200",6,"112,152",10.02,10.02,10.00,10.00,+,0.03,9.98,107,10.00,2,
00987B,野村10+澳洲公債,"1,149,903",104,"17,765,906",15.40,15.50,15.40,15.47,+,0.08,15.47,55,15.48,17,
00988B,玉山嚴選非投債,"494,527",72,"9,872,391",19.95,19.98,19.91,19.96,+,0.01,19.96,123,19.97,72,
00989B,台新美國非投等債,"5,518,099",352,"55,197,639",9.99,10.01,9.98,10.00,+,0.01,10.00,740,10.01,3976,
020001,富邦存股雙十N,0,0,0,---,---,---, ---,,,17.55,50,17.60,50,
020025,統一亞洲半導體N,"133,000",26,"3,070,640",23.13,23.18,22.85,22.93,+,0.85,22.91,116,23.11,146,
020027,元大上櫃ESG成長N,"2,000",2,"14,540",7.29,7.29,7.25,7.25,+,0.12,7.25,150,7.27,150,
020033,統一恒生科期N,0,0,0,---,---,---, ---,,,3.67,122,3.77,198,
020035,元大上櫃ESG高息N,"3,000",2,"29,060",9.68,9.70,9.68,9.70,+,0.12,9.71,150,9.73,150,
020040,元大上櫃ESG龍頭N,"5,000",5,"40,220",8.03,8.06,8.03,8.06,+,0.21,7.94,150,7.96,150,
020041,兆豐半導體氣候N,"9,000",3,"129,330",14.42,14.42,14.30,14.30,+,0.5,14.27,151,14.28,151,
1240,茂生農經,"2,504",15,"148,130",59.10,59.10,59.10,59.10,-,0.1,59.20,1,59.30,1,
1259,安心,"7,132",10,"425,119",60.00,60.00,58.50,58.70,-,1.9,58.70,1,60.50,1,
1264,德麥,"20,583",237,"5,732,268",278.00,280.00,278.00,280.00,+,0.5,278.50,1,280.00,3,
1268,漢來美食,"4,265",24,"668,147",156.00,157.50,156.00,157.00,-,0.0,156.00,4,156.50,1,
1294,漢田生技,"22,487",40,"1,830,851",82.60,82.60,80.80,81.00,-,0.5,81.00,1,81.30,1,
1295,生合,"177,125",263,"10,759,323",63.30,63.30,59.00,59.80,-,4.4,59.80,4,60.00,1,
1336,台翰,"134,572",87,"1,861,918",14.00,14.00,13.75,13.85,-,0.2,13.80,6,13.90,2,
1565,精華,"115,011","1,163","11,853,504",105.00,105.00,102.50,103.00,-,1.5,102.50,42,103.00,1,
1569,濱川,"539,055",563,"27,353,752",50.50,51.50,49.50,50.60,+,1.3,50.60,10,50.80,1,
1570,力肯,"58,051",74,"1,821,324",31.30,31.80,31.30,31.60,+,0.3,31.50,2,31.60,2,
1580,新麥,"16,363",527,"2,114,248",129.50,129.50,129.00,129.00,-,0.5,129.00,4,129.50,1,
1584,精剛,"389,998",309,"8,468,548",21.95,22.05,21.60,21.65,-,0.1,21.65,6,21.70,75,
1586,和勤,"178,444",112,"4,029,496",22.65,22.80,22.45,22.70,+,0.05,22.65,2,22.75,14,
1591,駿吉-KY,"341,046","1,271","14,782,949",41.85,44.70,41.25,43.75,+,3.1,43.70,1,43.75,1,
1593,祺驊,"54,922",27,"1,821,343",34.00,34.00,33.00,33.35,-,0.65,33.35,2,33.60,1,
1595,川寶,"113,501",121,"4,666,972",41.50,41.70,40.80,40.90,-,0.2,40.90,1,41.15,1,
