證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"496,250",373,"21,420,818",42.34,43.94,42.01,43.66,+,1.24,43.66,1,43.67,4,
00679B,元大美債20年,"13,074,192","1,999","348,292,842",26.66,26.67,26.58,26.66,-,0.01,26.66,513,26.67,356,
00687B,國泰20年美債,"14,374,547","1,183","398,659,161",27.76,27.78,27.68,27.76,-,0.0,27.76,470,27.77,1020,
00687C,國泰20年美債+櫃U,"25,000",2,"229,250",9.17,9.17,9.17,9.17,-,0.01,9.15,28,9.18,27,
00694B,富邦美債1-3,"223,657",38,"9,461,456",42.34,42.34,42.25,42.34,-,0.0,42.33,2,42.34,37,
00695B,富邦美債7-10,"140,786",33,"4,979,314",35.41,35.41,35.33,35.40,-,0.01,35.40,8,35.41,43,
00696B,富邦美債20年,"6,323,507",286,"181,708,016",28.69,28.77,28.67,28.76,+,0.02,28.75,1,28.76,151,
00697B,元大美債7-10,"128,903",130,"4,634,193",35.92,35.98,35.88,35.94,-,0.05,35.94,126,35.96,1,
00719B,元大美債1-3,"3,627,860",669,"114,148,657",31.48,31.54,31.42,31.47,-,0.01,31.46,15,31.47,21,
00720B,元大投資級公司債,"3,771,106",780,"122,772,574",32.57,32.62,32.51,32.60,-,0.01,32.60,409,32.61,54,
00722B,群益投資級電信債,"5,721,436",354,"200,159,832",35.01,35.01,34.89,35.00,-,0.02,35.00,32,35.01,61,
00723B,群益投資級科技債,"102,277",12,"3,083,396",30.14,30.15,30.14,30.15,-,0.04,30.12,50,30.14,1,
00724B,群益投資級金融債,"2,173,831",205,"72,946,285",33.62,33.62,33.53,33.57,-,0.06,33.57,54,33.62,56,
00725B,國泰投資級公司債,"2,014,270","1,142","69,958,940",34.75,34.78,34.68,34.77,-,0.0,34.77,186,34.78,50,
00726B,國泰新興投等債,"331,652",96,"10,829,913",32.67,32.72,32.61,32.72,+,0.1,32.70,1,32.72,109,
00727B,國泰優選非投等債,"134,583",11,"5,353,420",39.74,39.78,39.72,39.78,-,0.11,39.72,4,39.76,51,
00734B,台新JPM新興債,393,6,"6,198",---,---,---, ---,,,15.72,1,15.74,20,
00740B,富邦全球投等債,"341,942",219,"13,105,897",38.28,38.37,38.28,38.34,-,0.03,38.34,129,38.36,103,
00741B,富邦全球非投等債,"115,561",26,"4,381,747",37.85,37.94,37.85,37.92,-,0.03,37.89,1,37.95,11,
00746B,富邦A級公司債,"72,224",13,"2,547,485",35.24,35.30,35.22,35.29,-,0.04,35.29,1,35.31,126,
00749B,凱基新興債10+,"100,295",3,"3,143,153",31.34,31.34,31.34,31.34,-,0.01,31.29,1,31.32,1,
00750B,凱基科技債10+,"100,000",2,"3,254,000",32.54,32.54,32.54,32.54,+,0.01,32.51,1,32.54,1,
00751B,元大AAA至A公司債,"2,999,988","1,229","93,423,122",31.17,31.19,31.09,31.18,+,0.01,31.18,71,31.19,119,
00754B,群益AAA-AA公司債,"105,080",9,"3,451,347",32.86,32.86,32.83,32.85,-,0.1,32.81,1,32.85,1,
00755B,群益投資級公用債,"152,399",49,"5,001,212",32.86,32.86,32.78,32.79,-,0.07,32.81,1,32.83,1,
00756B,群益投等新興公債,"374,633",156,"11,786,455",31.50,31.50,31.40,31.48,-,0.03,31.48,1,31.49,20,
00758B,復華能源債,"104,000",3,"5,366,400",51.60,51.60,51.60,51.60,-,0.0,51.50,25,51.80,10,
