證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"12,457",28,"265,136",21.40,21.40,21.23,21.23,-,0.36,21.21,3,21.35,4,
00679B,元大美債20年,"79,161,434","27,078","2,331,885,680",29.46,29.50,29.44,29.45,-,0.06,29.44,7133,29.45,834,
00687B,國泰20年美債,"22,768,217","4,908","696,762,121",30.61,30.64,30.57,30.57,-,0.08,30.57,1345,30.58,361,
00687C,國泰20年美債+櫃U,"70,900",12,"665,042",9.38,9.38,9.38,9.38,-,0.01,9.37,308,9.38,105,
00694B,富邦美債1-3,"18,886",30,"813,839",43.06,43.12,43.06,43.07,-,0.01,43.07,44,43.09,1,
00695B,富邦美債7-10,"218,928",34,"8,018,928",36.62,36.65,36.60,36.60,-,0.03,36.59,43,36.61,2,
00696B,富邦美債20年,"4,133,191",227,"132,067,875",31.91,31.99,31.91,31.94,-,0.05,31.93,42,31.94,344,
00697B,元大美債7-10,"163,956",183,"6,114,160",37.29,37.32,37.25,37.30,-,0.0,37.29,41,37.30,13,
00718B,富邦中國政策債,"102,556",9,"2,188,150",21.34,21.34,21.27,21.27,-,0.0,21.25,20,21.27,1,
00719B,元大美債1-3,"2,086,217",605,"67,957,682",32.55,32.60,32.55,32.57,+,0.03,32.56,12,32.57,7,
00720B,元大投資級公司債,"3,568,277","1,213","126,979,682",35.57,35.62,35.55,35.56,+,0.01,35.56,227,35.57,34,
00722B,群益投資級電信債,"2,363,670",199,"92,174,177",38.99,39.01,38.97,38.99,+,0.01,38.99,5,39.00,94,
00723B,群益投資級科技債,"101,169",7,"3,439,700",33.97,34.00,33.97,34.00,+,0.03,33.97,2,33.98,1,
00724B,群益投資級金融債,"7,013,285",230,"248,955,016",35.44,35.51,35.44,35.49,+,0.05,35.45,183,35.49,68,
00725B,國泰投資級公司債,"3,317,415","1,064","125,574,219",37.83,37.87,37.82,37.85,+,0.02,37.85,71,37.86,37,
00726B,國泰新興投等債,"126,195",42,"4,354,486",34.44,34.51,34.44,34.50,-,0.05,34.50,1,34.51,11,
00727B,國泰優選非投等債,"121,411",14,"5,033,029",41.41,41.46,41.41,41.46,-,0.01,41.44,1,41.46,3,
00734B,台新JPM新興債,"509,008",20,"8,138,807",15.97,16.01,15.96,15.96,-,0.01,15.96,25,15.97,1,
00740B,富邦全球投等債,"4,172,983",264,"170,620,893",40.75,40.90,40.75,40.86,+,0.01,40.86,644,40.88,17,
00741B,富邦全球非投等債,"467,245",70,"18,366,091",39.11,39.33,39.11,39.28,-,0.09,39.28,11,39.29,4,
