證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"273,123",457,"13,540,023",50.80,50.80,48.60,49.55,-,0.8,49.54,3,49.70,2,
00679B,元大美債20年,"50,602,756","6,916","1,339,758,629",26.42,26.59,26.40,26.57,+,0.24,26.56,1628,26.57,419,
00687B,國泰20年美債,"33,416,158","5,016","930,762,668",27.76,27.97,27.76,27.95,+,0.28,27.95,275,27.96,403,
00687C,國泰20年美債+櫃U,"25,000",2,"234,250",9.37,9.37,9.37,9.37,+,0.05,9.36,26,9.39,20,
00694B,富邦美債1-3,"276,738",47,"11,470,254",41.33,41.51,41.33,41.49,+,0.16,41.50,2,41.51,10,
00695B,富邦美債7-10,"188,325",32,"6,581,841",34.82,35.07,34.82,35.07,+,0.18,35.06,65,35.07,1,
00696B,富邦美債20年,"1,895,568",320,"54,794,865",28.79,29.02,28.79,29.01,+,0.27,29.00,343,29.01,42,
00697B,元大美債7-10,"463,058",174,"16,415,875",35.35,35.54,35.33,35.53,+,0.17,35.53,15,35.54,3,
00719B,元大美債1-3,"2,292,200",662,"70,558,097",30.72,30.85,30.72,30.84,+,0.12,30.84,158,30.85,129,
00720B,元大投資級公司債,"18,545,915","2,561","614,720,409",33.04,33.26,33.00,33.23,+,0.27,33.23,84,33.24,95,
00722B,群益投資級電信債,"2,927,671",378,"106,121,539",36.04,36.32,36.04,36.28,+,0.29,36.28,88,36.30,28,
00723B,群益投資級科技債,"133,056",16,"4,141,841",30.98,31.15,30.98,31.15,+,0.25,31.13,71,31.15,1,
00724B,群益投資級金融債,"5,814,763",241,"196,594,760",33.61,33.84,33.61,33.83,+,0.24,33.82,11,33.83,34,
00725B,國泰投資級公司債,"9,249,237","1,437","326,202,732",35.16,35.38,35.14,35.37,+,0.28,35.36,222,35.37,64,
00726B,國泰新興投等債,"135,767",38,"4,453,395",32.70,32.83,32.66,32.83,+,0.13,32.75,3,32.91,3,
00727B,國泰優選非投等債,"147,471",12,"5,802,973",39.20,39.39,39.20,39.39,+,0.19,39.39,1,39.43,1,
00734B,台新JPM新興債,"220,000",9,"3,466,550",15.72,15.76,15.72,15.75,+,0.06,15.75,16,15.76,1,
00740B,富邦全球投等債,"2,730,937",356,"105,922,790",38.65,38.90,38.65,38.90,+,0.31,38.89,2,38.90,18,
00741B,富邦全球非投等債,"152,630",39,"5,645,768",36.91,37.07,36.91,37.04,+,0.08,37.04,1,37.08,20,
00746B,富邦A級公司債,"424,086",82,"15,082,208",35.55,35.65,35.49,35.64,+,0.24,35.64,117,35.67,75,
00749B,凱基新興債10+,"102,624",5,"3,249,904",31.59,31.67,31.59,31.67,+,0.07,31.65,8,31.67,1,
