證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"126,283",154,"5,750,535",44.50,46.00,44.50,45.98,+,1.47,45.78,10,45.98,30,
00679B,元大美債20年,"22,597,598","7,268","604,483,417",26.75,26.77,26.73,26.75,+,0.02,26.75,815,26.76,657,
00687B,國泰20年美債,"24,553,174","1,446","682,591,409",27.80,27.82,27.78,27.78,-,0.0,27.78,923,27.79,221,
00687C,國泰20年美債+櫃U,"25,000",2,"230,250",9.21,9.21,9.21,9.21,+,0.01,9.19,27,9.21,22,
00694B,富邦美債1-3,"71,493",30,"3,034,671",42.36,42.48,42.36,42.45,+,0.09,42.44,1,42.45,3,
00695B,富邦美債7-10,"229,235",30,"8,160,890",35.40,35.62,35.40,35.61,+,0.1,35.61,9,35.62,1,
00696B,富邦美債20年,"1,501,514",207,"43,711,227",29.11,29.14,29.09,29.12,+,0.01,29.11,1,29.12,408,
00697B,元大美債7-10,"162,749",179,"5,834,331",35.73,36.19,35.73,35.87,+,0.14,35.85,1,35.87,2,
00719B,元大美債1-3,"2,229,903",813,"70,287,293",31.50,31.56,31.48,31.54,+,0.08,31.53,12,31.54,106,
00720B,元大投資級公司債,"7,007,306",888,"231,798,302",33.10,33.11,33.03,33.09,+,0.07,33.07,30,33.09,287,
00722B,群益投資級電信債,"3,121,353",270,"111,221,751",35.63,35.67,35.58,35.65,+,0.07,35.64,5,35.65,9,
00723B,群益投資級科技債,"141,045",18,"4,295,876",30.42,30.49,30.42,30.47,-,0.02,30.45,1,30.47,55,
00724B,群益投資級金融債,"4,157,417",279,"140,867,046",33.94,33.94,33.85,33.87,-,0.05,33.87,11,33.89,138,
00725B,國泰投資級公司債,"5,322,440",763,"187,228,642",35.15,35.20,35.15,35.19,+,0.05,35.18,2,35.19,345,
00726B,國泰新興投等債,"168,358",41,"5,610,588",33.25,33.35,33.25,33.31,+,0.02,33.30,1,33.31,131,
00727B,國泰優選非投等債,"177,777",30,"7,170,836",40.23,40.36,40.23,40.26,-,0.09,40.26,13,40.30,1,
00734B,台新JPM新興債,"24,328",7,"383,409",15.92,15.92,15.71,15.71,,,15.82,20,15.84,1,
00740B,富邦全球投等債,"1,102,884",170,"42,439,971",38.48,38.50,38.46,38.50,+,0.01,38.49,10,38.50,63,
00741B,富邦全球非投等債,"212,796",40,"8,040,192",37.71,37.79,37.71,37.79,+,0.08,37.79,2,37.80,2,
00746B,富邦A級公司債,"1,049,034",45,"37,336,688",35.58,35.62,35.56,35.62,+,0.08,35.59,10,35.62,221,
00749B,凱基新興債10+,"100,000",2,"3,202,000",32.02,32.02,32.02,32.02,+,0.05,31.98,1,32.01,1,
00750B,凱基科技債10+,"100,000",2,"3,290,000",32.90,32.90,32.90,32.90,+,0.05,32.86,1,32.96,2,
00751B,元大AAA至A公司債,"3,455,799","1,219","107,887,579",31.21,31.28,31.20,31.23,+,0.04,31.22,78,31.23,354,
00754B,群益AAA-AA公司債,"104,291",13,"3,427,517",32.85,32.87,32.84,32.85,+,0.04,32.84,2,32.94,20,
00755B,群益投資級公用債,"110,185",115,"3,618,838",32.85,32.85,32.84,32.84,+,0.05,32.82,1,32.85,1,
00756B,群益投等新興公債,"115,738",26,"3,674,356",31.72,31.76,31.72,31.76,+,0.03,31.75,1,31.77,4,
00758B,復華能源債,"200,000",4,"10,330,000",51.65,51.65,51.65,51.65,+,0.15,51.50,26,51.65,3,
00759B,復華製藥債,"200,000",4,"10,940,000",54.70,54.70,54.70,54.70,+,0.05,54.55,26,54.65,2,
00760B,復華新興企業債,"201,785",9,"10,936,629",54.05,54.20,54.05,54.20,-,0.0,54.15,1,54.20,2,
00761B,國泰A級公司債,"121,261",83,"4,160,280",34.32,34.32,34.29,34.29,+,0.04,34.28,108,34.32,2,
00764B,群益25年美債,"4,985,567",190,"138,371,658",27.70,27.77,27.70,27.75,+,0.01,27.75,32,27.76,360,
00768B,復華20年美債,"471,513",44,"23,623,138",50.15,50.15,50.05,50.05,-,0.1,50.05,426,50.10,258,
00772B,中信高評級公司債,"1,275,131",506,"42,723,388",33.54,33.54,33.47,33.51,+,0.03,33.51,26,33.52,200,
00773B,中信優先金融債,"1,625,315",242,"58,156,580",35.78,35.85,35.76,35.78,-,0.05,35.78,20,35.79,3,
00777B,凱基AAA至A公司債,"100,029",3,"3,234,939",32.34,32.34,32.34,32.34,+,0.05,32.30,1,32.40,10,
00778B,凱基金融債20+,"100,000",2,"3,415,000",34.15,34.15,34.15,34.15,-,0.09,34.06,10,34.20,10,
00779B,凱基美債25+,"555,442",48,"15,589,188",28.06,28.10,28.06,28.06,-,0.0,28.02,1,28.03,5,
00780B,國泰A級金融債,"106,341",9,"3,985,505",37.46,37.48,37.45,37.45,+,0.12,37.47,1,37.50,54,
00781B,國泰A級科技債,"148,280",33,"4,139,663",27.98,27.98,27.90,27.91,-,0.06,27.91,2,27.92,60,
00782B,國泰A級公用債,"449,791",56,"13,800,475",30.73,30.73,30.67,30.69,-,0.07,30.68,10,30.69,48,
00785B,富邦金融投等債,"34,604,262",13,"1,212,884,577",35.09,35.10,35.08,35.10,-,0.0,35.10,1,35.12,20,
00786B,元大10年IG銀行債,"18,043",8,"590,004",32.72,32.72,32.69,32.71,-,0.0,32.71,1,32.72,5,
00787B,元大10年IG醫療債,"7,426",9,"241,449",32.51,32.51,32.51,32.51,+,0.05,32.49,1,32.50,1,
00788B,元大10年IG電能債,"5,136",7,"154,894",30.15,30.16,30.15,30.16,-,0.0,30.17,1,30.18,20,
00789B,復華公司債A3,"105,365",7,"5,059,582",48.01,48.02,48.01,48.02,+,0.06,47.97,10,48.01,1,
00791B,復華信用債1-5,"105,002",5,"6,063,864",57.75,57.75,57.75,57.75,+,0.1,57.65,7,57.75,1,
00792B,群益A級公司債,"105,397",64,"3,315,623",31.46,31.46,31.45,31.45,-,0.09,31.40,20,31.47,20,
00793B,群益AAA-A醫療債,"21,054",6,"643,392",30.54,30.56,30.54,30.56,-,0.1,30.54,20,30.56,1,
00795B,中信美國公債20年,"3,280,613",402,"88,289,459",26.90,26.94,26.89,26.89,-,0.01,26.89,141,26.91,366,
00799B,國泰A級醫療債,"115,128",34,"3,414,320",29.63,29.66,29.62,29.65,+,0.1,29.65,1,29.66,136,
00834B,第一金金融債10+,"100,000",2,"3,419,000",34.19,34.19,34.19,34.19,-,0.11,34.12,11,34.16,1,
