證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"476,479",492,"22,547,913",47.97,47.97,46.88,47.92,-,0.73,47.92,1,47.94,36,
00679B,元大美債20年,"27,645,715","5,507","735,496,626",26.60,26.63,26.58,26.60,-,0.02,26.60,87,26.61,537,
00687B,國泰20年美債,"27,047,663","3,744","747,833,768",27.64,27.68,27.62,27.64,-,0.04,27.64,1270,27.65,84,
00687C,國泰20年美債+櫃U,0,0,0,---,---,---, ---,,,9.25,107,9.27,121,
00694B,富邦美債1-3,"157,576",32,"6,535,446",41.38,41.50,41.38,41.48,+,0.12,41.46,36,41.49,60,
00695B,富邦美債7-10,"50,364",15,"1,764,243",35.01,35.04,35.01,35.03,+,0.03,35.02,5,35.03,1,
00696B,富邦美債20年,"838,132",209,"24,058,088",28.68,28.73,28.68,28.70,-,0.03,28.69,419,28.70,5,
00697B,元大美債7-10,"294,146",156,"10,456,196",35.56,35.56,35.53,35.53,-,0.03,35.54,2,35.55,23,
00719B,元大美債1-3,"5,235,711",682,"161,517,303",30.80,30.89,30.80,30.85,+,0.07,30.84,3,30.85,159,
00720B,元大投資級公司債,"7,920,159","1,873","259,348,892",32.71,32.77,32.70,32.76,+,0.02,32.76,4,32.77,125,
00722B,群益投資級電信債,"2,827,545",266,"100,965,505",35.68,35.73,35.65,35.70,+,0.02,35.70,78,35.71,28,
00723B,群益投資級科技債,"101,000",5,"3,087,580",30.58,30.58,30.57,30.57,+,0.02,30.53,88,30.55,1,
00724B,群益投資級金融債,"3,797,071",449,"127,473,565",33.49,33.58,33.49,33.57,+,0.05,33.56,7,33.57,2,
00725B,國泰投資級公司債,"3,139,664",937,"109,376,968",34.82,34.87,34.79,34.85,+,0.02,34.84,48,34.85,13,
00726B,國泰新興投等債,"174,829",99,"5,720,912",32.60,32.75,32.60,32.71,+,0.01,32.71,1,32.75,58,
00727B,國泰優選非投等債,"122,169",12,"4,792,902",39.21,39.26,39.20,39.20,+,0.05,39.17,1,39.20,1,
00734B,台新JPM新興債,"336,148",17,"5,281,166",15.63,15.72,15.63,15.72,-,0.03,15.70,20,15.71,3,
00740B,富邦全球投等債,"906,082",351,"34,902,853",38.53,38.55,38.49,38.54,+,0.01,38.54,7,38.55,174,
00741B,富邦全球非投等債,"137,132",27,"5,112,428",37.18,37.30,37.18,37.27,+,0.04,37.27,5,37.30,1,
00746B,富邦A級公司債,"1,284,731",100,"45,376,745",35.25,35.35,35.25,35.34,+,0.03,35.32,15,35.34,14,
00749B,凱基新興債10+,"100,000",2,"3,155,000",31.55,31.55,31.55,31.55,-,0.02,31.48,10,31.54,1,
00750B,凱基科技債10+,"100,000",2,"3,285,000",32.85,32.85,32.85,32.85,+,0.05,32.75,10,32.83,1,
00751B,元大AAA至A公司債,"6,521,652","1,491","205,480,254",31.50,31.54,31.48,31.51,-,0.0,31.51,328,31.52,26,
00754B,群益AAA-AA公司債,"137,000",17,"4,581,770",33.43,33.46,33.41,33.46,+,0.06,33.00,1,33.46,3,
00755B,群益投資級公用債,"213,298",130,"7,006,673",32.86,32.87,32.83,32.83,+,0.02,32.78,50,32.85,2,
00756B,群益投等新興公債,"172,779",121,"5,462,701",31.61,31.65,31.60,31.65,+,0.03,31.65,1,31.66,2,
00758B,復華能源債,"100,020",3,"5,171,032",51.70,51.70,51.70,51.70,+,0.05,51.40,25,51.70,10,
00759B,復華製藥債,"100,080",7,"5,464,393",54.60,54.60,54.60,54.60,+,0.05,54.35,25,54.50,1,
00760B,復華新興企業債,"103,995",17,"5,631,022",53.95,54.15,53.95,54.15,+,0.2,54.05,5,54.10,1,
00761B,國泰A級公司債,"782,015",130,"26,979,604",34.50,34.58,34.49,34.51,+,0.01,34.50,7,34.51,7,
00764B,群益25年美債,"3,847,437",217,"106,386,931",27.63,27.67,27.60,27.64,-,0.02,27.64,18,27.65,10,
00768B,復華20年美債,"106,195",79,"5,342,124",50.35,50.35,50.25,50.30,-,0.05,50.25,34,50.30,498,
00772B,中信高評級公司債,"3,612,554",834,"121,233,770",33.52,33.59,33.51,33.59,+,0.02,33.59,20,33.60,141,
00773B,中信優先金融債,"1,466,842",265,"52,481,591",35.75,35.81,35.74,35.80,+,0.02,35.79,23,35.80,121,
00777B,凱基AAA至A公司債,"100,191",7,"3,256,217",32.50,32.50,32.50,32.50,+,0.01,32.47,98,32.50,1,
00778B,凱基金融債20+,"100,000",2,"3,440,000",34.40,34.40,34.40,34.40,+,0.01,34.37,37,34.39,1,
00779B,凱基美債25+,"1,180,362",28,"33,039,728",28.01,28.02,27.98,27.99,-,0.03,27.98,50,28.01,11,
00780B,國泰A級金融債,"427,652",29,"16,008,280",37.42,37.47,37.40,37.44,+,0.08,37.43,1,37.45,4,
00781B,國泰A級科技債,"106,193",12,"3,020,143",28.42,28.44,28.42,28.44,+,0.02,28.42,9,28.46,70,
00782B,國泰A級公用債,"116,014",15,"3,502,486",30.20,30.20,30.19,30.19,-,0.0,30.18,56,30.20,6,
00785B,富邦金融投等債,"73,000",5,"2,537,790",34.79,34.79,34.71,34.71,-,0.05,34.71,44,34.77,1,
00786B,元大10年IG銀行債,"39,061",14,"1,279,642",32.77,32.80,32.74,32.74,+,0.04,32.74,4,32.77,4,
00787B,元大10年IG醫療債,"18,080",12,"586,000",32.39,32.47,32.37,32.37,-,0.02,32.36,1,32.39,1,
00788B,元大10年IG電能債,"91,330",28,"2,709,398",29.68,29.68,29.65,29.67,-,0.01,29.65,32,29.67,5,
00789B,復華公司債A3,"100,060",4,"4,794,875",47.92,47.92,47.92,47.92,-,0.0,47.83,5,47.92,1,
00791B,復華信用債1-5,"102,999",5,"5,809,243",56.40,56.45,56.40,56.40,+,0.2,56.40,4,56.45,4,
00792B,群益A級公司債,"141,000",9,"4,467,260",31.70,31.70,31.65,31.65,+,0.01,31.64,4,31.67,1,
00793B,群益AAA-A醫療債,"100,140",6,"3,066,278",30.62,30.62,30.62,30.62,+,0.02,30.52,5,30.61,20,
00795B,中信美國公債20年,"8,140,378",971,"218,751,552",26.85,26.90,26.85,26.87,-,0.02,26.86,2241,26.87,5,
00799B,國泰A級醫療債,"369,701",69,"10,986,031",29.80,29.80,29.70,29.73,-,0.01,29.73,4,29.74,36,
00834B,第一金金融債10+,"100,001",3,"3,396,034",33.96,33.96,33.96,33.96,-,0.0,33.92,10,33.95,1,
00836B,永豐10年A公司債,"7,741",16,"222,787",28.75,28.77,28.75,28.77,+,0.04,28.70,40,28.75,1,
00840B,凱基IG精選15+,"100,000",2,"2,986,000",29.86,29.86,29.86,29.86,-,0.0,29.75,10,29.82,1,
00841B,凱基AAA-AA公司債,"100,000",2,"2,897,000",28.97,28.97,28.97,28.97,-,0.0,28.88,10,28.95,1,
00842B,台新美元銀行債,"225,303",29,"6,828,506",30.25,30.35,30.25,30.35,-,0.08,30.32,2,30.36,1,
00844B,新光15年IG金融債,"81,000",3,"2,569,310",31.72,31.72,31.71,31.71,-,0.0,31.66,20,31.74,20,
00845B,富邦新興投等債,"122,000",7,"4,081,360",33.27,33.49,33.27,33.43,+,0.01,33.42,20,33.45,1,
00846B,富邦歐洲銀行債,"104,000",7,"3,749,990",36.00,36.06,35.98,36.06,+,0.07,35.99,20,36.04,1,
00847B,中信美國市政債,"417,464",31,"10,705,166",25.60,25.67,25.56,25.64,-,0.05,25.59,10,25.65,10,
00848B,中信新興亞洲債,"401,000",15,"13,718,170",34.17,34.23,34.17,34.23,-,0.0,34.19,20,34.21,4,
00849B,中信EM主權債0-5,"288,235",18,"10,692,851",37.06,37.11,37.06,37.10,-,0.08,37.09,5,37.10,1,
00853B,統一美債10年Aa-A,"1,172,078",92,"32,381,617",27.60,27.63,27.58,27.63,+,0.02,27.61,1,27.62,11,
00856B,永豐1-3年美公債,"107,455",30,"4,043,964",37.63,37.64,37.62,37.62,+,0.19,37.54,66,37.62,9,
00857B,永豐20年美公債,"1,539,890",330,"35,461,662",23.03,23.05,23.01,23.03,-,0.02,23.02,6,23.03,17,
00858,永豐美國500大,"1,186,683",563,"42,291,266",35.60,35.67,35.57,35.67,+,0.03,35.65,1,35.67,109,
00859B,群益0-1年美債,"2,817,899",129,"115,380,790",40.84,40.98,40.84,40.94,+,0.12,40.94,17,40.95,25,
00860B,群益1-5Y投資級債,"105,569",9,"4,024,761",38.13,38.13,38.12,38.12,+,0.11,38.10,10,41.00,2,
00862B,中信投資級公司債,"433,159",25,"13,719,491",31.64,31.69,31.62,31.66,+,0.03,31.64,21,31.66,5,
00863B,中信全球電信債,"408,092",16,"13,072,124",32.00,32.04,32.00,32.03,+,0.02,31.99,5,32.04,10,
00864B,中信美國公債0-1,"1,373,413",291,"63,644,655",46.30,46.38,46.30,46.32,+,0.17,46.32,1,46.33,3,
00867B,新光A-BBB電信債,"80,074",5,"2,504,716",31.28,31.28,31.28,31.28,+,0.01,31.22,20,31.27,1,
00870B,元大15年EM主權債,"9,000",4,"254,290",28.27,28.29,28.23,28.29,+,0.04,28.22,20,28.29,7,
00877,復華中國5G,"4,018,335","1,351","159,230,417",38.61,40.34,38.61,40.34,+,1.22,40.30,76,40.34,30,
00884B,中信低碳新興債,"508,776",19,"15,070,302",29.69,29.69,29.62,29.62,-,0.02,29.59,20,29.62,5,
00886,永豐美國科技,"2,502",15,"106,364",42.52,42.52,42.44,42.44,-,0.28,42.53,10,42.60,1,
00887,永豐中國科技50大,"10,211,826","2,140","166,442,565",16.01,16.59,16.00,16.59,+,0.4,16.57,48,16.59,263,
00888,永豐台灣ESG,"6,811,482","2,503","205,719,475",30.28,30.48,30.00,30.31,-,0.47,30.30,7,30.31,1,
00890B,凱基ESG BBB債15+,"301,070",8,"9,697,497",32.22,32.22,32.21,32.21,-,0.01,32.17,10,32.20,3,
00928,中信上櫃ESG 30,"3,462,381",658,"127,346,051",36.80,37.24,36.21,36.92,-,0.52,36.92,16,37.00,2,
00931B,統一美債20年,"3,210,232",493,"42,774,932",13.32,13.33,13.31,13.33,-,0.0,13.32,940,13.33,49,
00933B,國泰10Y+金融債,"9,370,447","1,535","149,709,566",15.95,15.99,15.95,15.99,+,0.03,15.98,59,15.99,1284,
00937B,群益ESG投等債20+,"69,121,832","6,599","1,021,723,230",14.77,14.80,14.76,14.80,+,0.02,14.79,397,14.80,2559,
00942B,台新美A公司債20+,"3,697,865",214,"52,764,055",14.21,14.28,14.21,14.28,-,0.0,14.28,4,14.29,85,
00948B,中信優息投資級債,"15,126,254",724,"142,650,540",9.41,9.44,9.41,9.43,+,0.01,9.43,1989,9.44,50,
00950B,凱基A級公司債,"6,201,701",399,"86,784,205",13.98,14.00,13.98,14.00,+,0.01,14.00,143,14.01,615,
00955,中信日本商社,"18,775,037","5,577","312,283,309",16.33,16.77,16.33,16.68,+,0.62,16.67,215,16.68,21,
00957B,兆豐US優選投等債,"881,218",163,"11,779,272",13.36,13.38,13.36,13.37,-,0.01,13.37,301,13.38,95,
00958B,永豐ESG銀行債15+,"444,385",54,"4,107,630",9.22,9.26,9.22,9.25,-,0.01,9.25,422,9.26,544,
00959B,大華投等美債15Y+,"2,211,213",233,"20,626,890",9.32,9.34,9.31,9.33,+,0.01,9.32,754,9.33,27,
00966B,統一ESG投等債15+,"981,664",100,"13,601,019",13.86,13.86,13.84,13.85,-,0.0,13.85,308,13.88,943,
00967B,元大優息美債,"161,207",56,"1,459,789",9.04,9.07,9.04,9.05,-,0.02,9.05,1282,9.06,4,
00968B,元大優息投等債,"2,267,188",143,"20,937,019",9.23,9.25,9.22,9.24,-,0.0,9.24,347,9.25,586,
00969B,元大零息超長美債,"1,169,242",76,"9,590,483",8.20,8.21,8.18,8.21,-,0.02,8.21,122,8.22,50,
00970B,新光BBB投等債20+,"2,029,848",186,"18,969,597",9.33,9.35,9.31,9.34,-,0.0,9.34,572,9.36,952,
009806,台新標普500,"42,554",23,"552,216",12.98,13.00,12.96,12.99,+,0.06,12.99,4,13.00,3,
009807,台新標普科技精選,"38,270",43,"600,705",15.70,15.74,15.69,15.74,-,0.09,15.71,100,15.75,100,
00980B,台新特選IG債10+,"1,436,929",101,"13,537,275",9.41,9.43,9.41,9.42,-,0.01,9.42,6,9.43,326,
00980D,主動聯博投等入息,"720,030",208,"14,653,541",20.35,20.37,20.34,20.35,-,0.0,20.35,1,20.36,380,
00980T,平衡凱基美國TOP,"2,383,832",164,"27,627,161",11.55,11.60,11.55,11.58,+,0.04,11.58,477,11.59,522,
009814,富邦標普500,"1,183,513",619,"12,846,723",10.81,10.87,10.81,10.86,+,0.05,10.86,404,10.87,26,
009815,大華美國MAG7+,"8,610,235","1,736","96,485,471",11.18,11.24,11.18,11.22,+,0.01,11.22,249,11.23,223,
00981B,第一金優選非投債,"8,956,301",993,"82,224,608",9.17,9.19,9.17,9.18,+,0.01,9.18,194,9.19,2703,
00981D,主動中信非投等債,"10,391,441",650,"107,450,747",10.32,10.36,10.31,10.36,+,0.04,10.35,523,10.36,189,
00982B,FT投資級債20+,"25,682",13,"251,937",9.81,9.81,9.81,9.81,-,0.0,9.81,165,9.83,1,
00983B,大華優利美公債20,"151,154",44,"2,347,016",15.54,15.55,15.50,15.54,-,0.01,15.51,16,15.52,1,
00984B,大華優利美A債15,"1,485,124",200,"24,132,558",16.24,16.26,16.23,16.25,-,0.01,16.24,573,16.25,16,
00985D,主動貝萊德優投等,"739,260",59,"7,466,187",10.08,10.11,10.07,10.08,-,0.0,10.08,362,10.09,10,
00986B,FT金融債10+,"90,917",18,"894,934",9.86,9.86,9.84,9.85,-,0.01,9.86,1,9.90,101,
00986D,主動復華金融債息,"1,041,455",81,"15,402,406",14.77,14.81,14.77,14.78,-,0.0,14.78,198,14.79,30,
00987B,野村10+澳洲公債,"775,489",93,"12,373,451",15.95,15.98,15.95,15.95,-,0.0,15.95,459,15.96,4,
00988B,玉山嚴選非投債,"4,188,779",742,"83,118,274",19.89,19.89,19.82,19.83,-,0.05,19.82,227,19.83,489,
00989B,台新美國非投等債,"329,020",42,"3,283,520",9.97,9.99,9.97,9.97,-,0.0,9.97,198,9.99,37,
00998A,主動復華金融股息,"4,004,830",685,"63,207,471",15.79,15.81,15.76,15.78,-,0.01,15.77,249,15.78,205,
020001,富邦存股雙十N,0,0,0,---,---,---, ---,,,22.34,50,22.43,50,
020025,統一亞洲半導體N,"104,000",44,"3,727,620",34.76,36.51,34.76,36.47,+,0.38,36.40,6,36.41,233,
020027,元大上櫃ESG成長N,"31,000",26,"338,190",11.01,11.07,10.79,10.88,-,0.33,11.03,150,11.05,150,
020033,統一恒生科期N,"3,000",3,"12,090",4.02,4.05,4.02,4.05,+,0.03,4.02,219,4.05,248,
020035,元大上櫃ESG高息N,0,0,0,---,---,---, ---,,,14.11,150,14.13,150,
020040,元大上櫃ESG龍頭N,"4,000",3,"44,630",11.23,11.23,11.07,11.07,-,0.15,11.21,150,11.23,150,
020041,兆豐半導體氣候N,"34,000",10,"661,510",19.70,19.70,19.20,19.64,-,0.27,19.63,111,19.64,111,
1240,茂生農經,"41,579",51,"2,411,838",57.40,58.40,57.40,58.10,+,0.4,57.80,1,58.40,1,
1259,安心,20,2,"1,183",---,---,---, ---,,,58.30,1,59.30,4,
1264,德麥,"86,518",246,"23,575,362",273.00,274.00,271.50,271.50,-,1.5,271.50,7,272.00,1,
1268,漢來美食,"22,591",47,"3,596,926",160.00,160.00,159.00,159.00,-,0.5,159.00,2,159.50,13,
1294,漢田生技,"21,078",21,"1,653,670",78.50,78.90,78.30,78.40,-,1.0,78.40,2,79.00,5,
1295,生合,"99,606",86,"5,134,132",51.00,52.50,51.00,52.00,+,1.0,51.90,6,52.30,1,
1336,台翰,"68,416",66,"937,971",13.80,13.80,13.65,13.65,-,0.15,13.65,1,13.70,1,
1565,精華,"305,325",626,"29,595,976",98.10,98.10,96.50,96.80,-,1.5,96.70,3,96.80,3,
1569,濱川,"1,909,714","2,980","100,582,759",54.40,54.40,51.90,52.40,-,2.6,52.40,11,52.50,1,
1570,力肯,"230,624",196,"9,094,948",39.10,40.00,38.80,40.00,+,0.9,39.95,1,40.00,15,
1580,新麥,"101,598",162,"12,408,667",122.00,123.00,121.50,123.00,-,0.0,122.50,1,123.00,3,
1584,精剛,"765,696",391,"15,220,864",20.00,20.20,19.75,20.00,-,0.0,19.95,45,20.00,21,
1586,和勤,"695,490",165,"15,012,998",21.60,21.70,21.35,21.70,+,0.15,21.65,1,21.70,5,
1591,駿吉-KY,"2,263,362","1,584","123,872,782",57.50,57.50,54.00,54.00,-,5.9,0.00,0,54.00,146,
1593,祺驊,"36,973",56,"1,164,004",31.45,31.95,31.30,31.55,-,0.35,31.50,3,31.55,1,
1595,川寶,"901,579",913,"82,434,972",90.10,94.80,88.00,93.20,+,2.7,93.10,6,93.20,9,
1599,宏佳騰,"53,287",126,"1,283,120",24.05,24.20,23.90,24.20,-,0.2,24.15,1,24.30,2,
1742,台蠟,"3,150",6,"48,509",15.30,15.60,15.30,15.60,-,0.0,15.30,2,15.60,2,
1777,生泰,"15,178",23,"1,078,682",71.10,71.40,70.90,71.00,-,0.3,71.00,1,71.10,1,
1781,合世,"75,759",55,"801,071",10.70,10.70,10.55,10.55,-,0.15,10.55,1,10.65,2,
1784,訊聯,"117,220",149,"8,499,283",73.00,73.10,72.00,72.50,-,0.2,72.50,4,73.00,3,
1785,光洋科,"24,036,022","19,379","3,647,635,584",157.50,157.50,147.00,154.00,-,4.5,154.00,55,154.50,179,
1788,杏昌,"67,691",142,"9,124,356",135.00,135.00,134.50,135.00,-,0.0,135.00,4,135.50,33,
1796,金穎生技,"14,290",18,"519,795",37.00,37.00,36.00,36.00,-,1.0,36.05,3,36.45,1,
1799,易威,"142,296",148,"5,310,762",36.50,38.30,36.20,37.45,+,0.95,37.45,6,37.50,3,
1813,寶利徠,"20,693",66,"252,452",12.15,12.20,12.15,12.20,-,0.0,12.20,3,12.30,2,
1815,富喬,"23,193,360","19,348","2,453,651,530",106.50,107.50,105.00,105.50,-,2.5,105.50,448,106.00,401,
2035,唐榮,"35,212",25,"980,637",27.90,27.95,27.75,27.95,-,0.35,27.65,5,27.90,1,
2061,風青,"1,140,921",543,"24,730,968",21.75,22.10,21.05,21.75,+,0.25,21.75,5,21.80,11,
2063,世鎧,"134,681",84,"3,375,706",25.50,25.50,24.95,25.00,-,0.5,25.25,1,25.45,2,
2064,晉椿,"33,051",15,"420,141",12.75,12.80,12.55,12.80,-,0.15,12.60,17,12.70,1,
2065,世豐,"95,657",173,"3,011,287",31.65,31.80,31.15,31.70,-,0.0,31.70,25,31.90,1,
2066,世德,"160,179",147,"8,105,056",50.60,50.60,50.60,50.60,+,4.6,50.60,145,0.00,0,
2067,嘉鋼,"33,114",29,"231,405",6.92,7.13,6.92,7.12,+,0.08,7.12,1,7.13,2,
2070,精湛,"585,261",588,"39,282,916",68.50,68.60,66.50,66.50,-,1.5,66.50,15,66.60,1,
2073,雄順,"11,372",12,"293,397",25.80,26.00,25.60,25.60,+,0.45,25.65,4,26.75,1,
2221,大甲,"1,184,079",863,"47,043,625",37.75,41.60,36.65,41.60,+,3.75,41.60,1514,0.00,0,
2230,泰茂,"372,371",450,"11,198,302",31.00,31.00,29.70,29.75,-,0.95,29.75,11,29.80,4,
2235,謚源,"1,372",16,"41,591",30.40,30.40,30.40,30.40,+,0.35,30.00,1,30.90,1,
2596,綠意,"120,395",60,"3,540,258",28.85,29.70,28.85,29.40,+,0.15,29.35,1,29.40,6,
2640,大車隊,"75,984","1,569","12,164,051",163.50,163.50,159.00,160.00,-,3.5,159.00,12,160.00,1,
2641,正德,"1,665,177",875,"29,481,976",17.95,17.95,17.60,17.60,-,0.25,17.60,34,17.65,17,
2643,捷迅,"19,597",29,"1,301,674",66.20,67.10,66.20,66.70,-,0.3,66.30,1,66.80,1,
2718,全心投控,"217,615",620,"9,948,436",46.85,46.85,43.55,45.50,+,2.8,45.45,5,45.70,1,
2719,燦星旅,"33,721",37,"884,956",27.85,27.85,25.75,26.05,+,0.05,26.05,2,26.10,1,
2724,藝舍-KY,"18,072",10,"252,626",14.05,14.05,13.80,13.80,-,0.1,13.30,1,13.80,6,
2726,雅茗-KY,"179,767",130,"1,737,097",10.00,10.00,9.50,9.58,-,0.35,9.57,1,9.58,5,
2729,瓦城,"29,679",102,"4,876,788",164.50,165.00,164.00,164.00,-,0.5,164.00,1,164.50,1,
2732,六角,"33,285",43,"2,186,516",65.60,66.30,65.40,65.90,+,0.3,65.40,7,65.90,14,
2734,易飛網,"61,955",83,"965,204",15.60,15.70,15.50,15.60,-,0.05,15.60,1,15.65,1,
2736,富野,"46,043",62,"576,342",12.40,12.65,12.40,12.50,+,0.1,12.50,2,12.60,3,
2740,華軒,"46,300",143,"1,643,756",38.85,38.85,35.05,37.95,-,0.95,37.95,2,38.10,1,
2743,山富,"111,925",163,"7,690,425",69.20,69.60,68.40,69.60,+,0.1,69.70,1,70.00,2,
2745,五福,"135,678",141,"13,811,193",101.50,102.50,101.00,102.00,+,0.5,102.00,7,102.50,47,
2751,王座,"7,026",11,"375,698",52.80,54.20,52.70,53.80,-,0.1,53.60,1,53.90,1,
2752,豆府,"16,825",59,"3,059,294",181.00,182.50,181.00,182.50,+,1.0,182.00,1,183.00,1,
2754,亞洲藏壽司,"81,426",123,"5,776,340",70.80,72.00,70.20,70.30,-,0.9,70.30,4,70.60,2,
2755,揚秦,"55,079",100,"7,255,628",131.50,132.00,130.50,131.50,-,0.0,131.00,4,132.00,1,
