證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"292,014",217,"9,881,609",34.30,34.50,33.20,33.74,-,0.23,33.74,1,33.76,7,
00679B,元大美債20年,"26,991,394","4,941","742,274,001",27.49,27.53,27.47,27.49,+,0.11,27.49,2292,27.50,150,
00687B,國泰20年美債,"33,019,235","3,364","943,552,317",28.57,28.60,28.53,28.57,+,0.15,28.57,391,28.58,302,
00687C,國泰20年美債+櫃U,"26,000",7,"245,944",9.46,9.46,9.44,9.44,+,0.06,9.43,102,9.44,108,
00694B,富邦美債1-3,"111,820",34,"4,712,420",42.21,42.21,42.06,42.16,-,0.05,42.16,39,42.17,21,
00695B,富邦美債7-10,"249,701",32,"8,995,421",36.00,36.05,36.00,36.02,-,0.0,36.00,90,36.01,2,
00696B,富邦美債20年,"2,008,169",194,"60,102,278",29.88,29.95,29.88,29.92,+,0.14,29.91,17,29.92,1,
00697B,元大美債7-10,"286,284",170,"10,388,970",36.47,36.47,36.24,36.28,,,36.27,3,36.30,33,
00719B,元大美債1-3,"1,143,771",390,"35,917,454",31.41,31.44,31.30,31.42,-,0.03,31.42,57,31.43,62,
00720B,元大投資級公司債,"7,920,317","1,661","264,824,687",33.32,33.48,33.32,33.45,+,0.24,33.45,428,33.46,11,
00722B,群益投資級電信債,"1,239,464",313,"45,533,362",36.56,36.79,36.56,36.75,+,0.24,36.74,58,36.75,5,
00723B,群益投資級科技債,"100,000",8,"3,129,940",31.23,31.32,31.23,31.32,+,0.22,31.27,55,31.29,1,
00724B,群益投資級金融債,"3,744,179",210,"128,173,342",34.13,34.25,34.13,34.23,+,0.12,34.23,35,34.24,14,
00725B,國泰投資級公司債,"4,118,921","1,029","146,162,068",35.42,35.52,35.42,35.49,+,0.21,35.49,190,35.50,17,
00726B,國泰新興投等債,"142,555",86,"4,747,511",33.37,33.37,33.22,33.31,-,0.0,33.31,1,33.32,64,
00727B,國泰優選非投等債,"118,307",19,"4,731,564",40.05,40.05,39.86,40.00,-,0.0,39.97,1,40.01,51,
00734B,台新JPM新興債,"103,095",8,"1,632,031",15.81,15.83,15.81,15.83,-,0.04,15.84,1,15.86,20,
00740B,富邦全球投等債,"3,205,005",181,"124,709,959",38.72,38.94,38.72,38.92,+,0.2,38.92,2,38.93,31,
00741B,富邦全球非投等債,"129,794",27,"4,878,856",37.60,37.60,37.54,37.60,-,0.0,37.56,1,37.60,17,
00746B,富邦A級公司債,"1,240,279",89,"44,733,786",36.04,36.11,36.04,36.09,+,0.16,36.08,121,36.10,12,
00749B,凱基新興債10+,"123,420",16,"3,943,953",31.86,31.97,31.86,31.95,+,0.02,31.92,1,31.94,1,
00750B,凱基科技債10+,"110,001",5,"3,696,635",33.56,33.61,33.56,33.61,+,0.25,33.53,10,33.60,1,
00751B,元大AAA至A公司債,"10,275,922","1,364","328,219,947",31.89,31.97,31.88,31.94,,,31.94,433,31.95,104,
00754B,群益AAA-AA公司債,"60,030",10,"2,049,453",34.00,34.16,34.00,34.16,+,0.24,34.12,20,34.14,1,
00755B,群益投資級公用債,"77,069",12,"2,558,253",33.16,33.23,33.16,33.21,+,0.25,33.20,1,33.22,20,
00756B,群益投等新興公債,"80,870",84,"2,550,038",31.50,31.55,31.45,31.55,-,0.05,31.54,1,31.55,13,
00758B,復華能源債,"100,000",2,"5,185,000",51.85,51.85,51.85,51.85,+,0.5,51.65,25,51.90,10,
00759B,復華製藥債,"100,000",2,"5,515,000",55.15,55.15,55.15,55.15,+,0.5,55.00,25,55.05,1,
00760B,復華新興企業債,"123,909",27,"6,672,049",53.50,53.95,53.50,53.85,-,0.05,53.75,5,53.85,1,
00761B,國泰A級公司債,"232,028",111,"8,109,220",34.94,34.99,34.94,34.95,+,0.23,34.94,101,34.95,3,
00764B,群益25年美債,"3,574,820",183,"102,076,643",28.56,28.56,28.53,28.53,+,0.13,28.52,422,28.53,35,
00768B,復華20年美債,"293,807",43,"15,248,311",51.90,51.90,51.85,51.85,+,0.2,51.85,1048,51.90,2,
00772B,中信高評級公司債,"3,760,241",907,"127,894,724",33.93,34.05,33.93,34.02,+,0.18,34.02,68,34.03,1,
00773B,中信優先金融債,"1,973,600",211,"71,239,101",36.02,36.13,36.02,36.13,+,0.13,36.12,149,36.13,19,
00777B,凱基AAA至A公司債,"105,003",5,"3,472,399",33.06,33.07,33.06,33.07,+,0.28,33.01,10,33.05,1,
00778B,凱基金融債20+,"100,000",2,"3,475,000",34.75,34.75,34.75,34.75,+,0.22,34.70,10,34.73,1,
00779B,凱基美債25+,"382,154",15,"11,062,552",28.93,28.98,28.93,28.95,+,0.18,28.91,50,28.92,3,
00780B,國泰A級金融債,"114,284",11,"4,327,440",37.84,37.87,37.80,37.87,+,0.04,37.83,57,37.85,1,
00781B,國泰A級科技債,"110,244",12,"3,178,365",28.80,28.86,28.80,28.86,+,0.11,28.80,61,28.87,10,
00782B,國泰A級公用債,"156,001",14,"4,853,370",31.14,31.14,31.08,31.11,+,0.19,31.09,46,31.11,2,
00785B,富邦金融投等債,"52,028",5,"1,843,361",35.45,35.45,35.43,35.43,+,0.1,35.40,51,35.43,1,
00786B,元大10年IG銀行債,"5,196",14,"170,874",32.92,32.92,32.86,32.87,+,0.05,32.81,32,32.87,5,
00787B,元大10年IG醫療債,"19,505",18,"638,582",32.65,32.76,32.65,32.76,,,32.71,65,32.76,1,
00788B,元大10年IG電能債,"141,505",15,"4,293,727",30.28,30.37,30.28,30.37,+,0.2,30.37,22,30.38,13,
00789B,復華公司債A3,"106,061",8,"5,231,750",49.29,49.33,49.29,49.33,+,0.39,49.23,10,49.32,1,
00791B,復華信用債1-5,"100,000",2,"5,740,000",57.40,57.40,57.40,57.40,-,0.05,57.20,10,57.35,1,
00792B,群益A級公司債,"110,078",15,"3,517,899",31.95,31.97,31.94,31.96,+,0.24,31.89,10,31.95,1,
00793B,群益AAA-A醫療債,"130,000",8,"4,034,550",31.01,31.04,31.01,31.03,+,0.17,31.02,25,31.04,17,
00795B,中信美國公債20年,"6,657,217",826,"184,575,454",27.70,27.75,27.69,27.71,+,0.1,27.71,1238,27.72,44,
00799B,國泰A級醫療債,"185,453",39,"5,587,201",30.00,30.16,30.00,30.16,+,0.21,30.15,1,30.16,36,
00834B,第一金金融債10+,"100,032",4,"3,460,128",34.59,34.59,34.59,34.59,+,0.17,34.54,20,34.57,1,
00836B,永豐10年A公司債,"21,021",17,"616,992",29.29,29.37,29.29,29.36,+,0.22,29.32,1,29.34,1,
00840B,凱基IG精選15+,"100,000",2,"3,035,000",30.35,30.35,30.35,30.35,+,0.26,30.26,10,30.33,1,
00841B,凱基AAA-AA公司債,"101,001",4,"2,994,631",29.60,29.65,29.60,29.65,+,0.23,29.58,10,29.63,1,
00842B,台新美元銀行債,"121,200",15,"3,793,290",31.25,31.34,31.25,31.31,+,0.11,31.32,1,31.34,20,
00844B,新光15年IG金融債,"88,019",7,"2,808,589",31.89,31.91,31.89,31.91,+,0.22,31.87,1,31.89,1,
00845B,富邦新興投等債,"100,063",3,"3,361,115",33.59,33.59,33.59,33.59,-,0.03,33.56,50,33.57,1,
00846B,富邦歐洲銀行債,"111,495",13,"4,049,766",36.33,36.33,36.32,36.33,-,0.01,36.30,20,36.36,1,
00847B,中信美國市政債,"221,020",11,"5,794,701",26.28,26.28,26.21,26.22,+,0.11,26.18,40,26.23,10,
00848B,中信新興亞洲債,"304,000",7,"10,551,880",34.71,34.72,34.71,34.71,-,0.03,34.66,30,34.70,3,
00849B,中信EM主權債0-5,"207,463",11,"7,825,774",37.66,37.73,37.66,37.73,-,0.01,37.67,30,37.72,2,
00853B,統一美債10年Aa-A,"618,402",97,"17,282,852",27.78,27.97,27.78,27.95,+,0.19,27.93,53,27.95,7,
00856B,永豐1-3年美公債,"9,020",8,"344,740",38.33,38.33,38.20,38.30,+,0.05,38.19,54,38.29,1,
00857B,永豐20年美公債,"2,113,201",287,"50,797,380",24.00,24.06,24.00,24.03,+,0.11,24.02,42,24.03,7,
00858,永豐美國500大,"715,715",670,"22,809,740",31.85,31.90,31.83,31.89,-,0.03,31.88,1,31.89,57,
00859B,群益0-1年美債,"2,167,078",89,"89,444,178",41.34,41.34,41.22,41.30,+,0.03,41.29,29,41.30,20,
00860B,群益1-5Y投資級債,"80,468",12,"3,090,220",38.40,38.40,38.39,38.40,-,0.02,38.39,2,38.40,15,
00862B,中信投資級公司債,"487,645",64,"15,511,468",31.67,31.83,31.67,31.81,+,0.2,31.80,21,31.81,6,
00863B,中信全球電信債,"176,000",14,"5,709,010",32.44,32.45,32.42,32.44,+,0.19,32.40,35,32.43,1,
