證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"17,500",33,"389,688",22.29,22.31,22.20,22.28,+,0.08,22.29,1,22.32,1,
00679B,元大美債20年,"26,554,287","5,602","753,294,585",28.35,28.42,28.29,28.41,-,0.05,28.40,195,28.41,4113,
00687B,國泰20年美債,"23,713,457","5,684","698,954,092",29.46,29.52,29.40,29.52,-,0.06,29.51,300,29.52,4205,
00687C,國泰20年美債+櫃U,"71,100",85,"639,739",9.00,9.00,8.99,9.00,-,0.05,9.00,20,9.01,100,
00694B,富邦美債1-3,"185,108",61,"7,846,831",42.31,42.41,42.31,42.38,+,0.1,42.36,41,42.39,1,
00695B,富邦美債7-10,"313,259",27,"11,103,579",35.40,35.45,35.37,35.45,+,0.01,35.44,14,35.45,1,
00696B,富邦美債20年,"3,286,512",241,"100,081,784",30.43,30.49,30.35,30.49,-,0.04,30.48,10,30.49,387,
00697B,元大美債7-10,"408,550",182,"14,708,650",35.93,36.07,35.93,36.05,-,0.03,36.05,4,36.06,1,
00718B,富邦中國政策債,"203,184",13,"4,297,195",21.15,21.15,21.08,21.08,-,0.03,21.08,19,21.11,2,
00719B,元大美債1-3,"3,528,287",646,"113,062,092",32.01,32.09,31.95,32.09,+,0.08,32.08,10,32.09,309,
00720B,元大投資級公司債,"11,455,506","1,496","397,951,699",34.70,34.81,34.63,34.79,+,0.08,34.78,1008,34.79,87,
00722B,群益投資級電信債,"4,250,889",453,"161,063,204",37.93,37.93,37.77,37.93,,,37.92,2,37.93,82,
00723B,群益投資級科技債,"110,049",13,"3,636,541",32.99,33.05,32.99,33.05,,,33.07,1,33.08,20,
00724B,群益投資級金融債,"7,372,462",338,"256,031,141",34.75,34.77,34.61,34.77,,,34.75,833,34.77,62,
00725B,國泰投資級公司債,"8,475,029","1,503","312,924,915",36.93,36.96,36.85,36.96,+,0.03,36.95,1184,36.96,263,
00726B,國泰新興投等債,"244,861",69,"8,230,320",33.45,33.80,33.44,33.62,+,0.2,33.61,2,33.62,10,
00727B,國泰優選非投等債,"126,768",17,"5,240,678",41.24,41.36,41.24,41.36,+,0.18,41.30,2,41.36,7,
00734B,台新JPM新興債,"576,041",38,"8,941,953",15.54,15.54,15.49,15.54,+,0.06,15.49,30,15.51,5,
00740B,富邦全球投等債,"7,240,127",480,"290,954,612",40.11,40.20,40.08,40.19,-,0.0,40.19,260,40.20,2,
00741B,富邦全球非投等債,"423,342",46,"16,838,590",39.69,39.79,39.66,39.78,+,0.09,39.77,48,39.78,4,
00746B,富邦A級公司債,"794,128",42,"28,965,890",36.40,36.51,36.40,36.51,+,0.01,36.51,121,36.52,157,
00749B,凱基新興債10+,"106,932",9,"3,318,322",30.95,31.02,30.95,31.02,-,0.05,31.00,43,31.03,1,
00750B,凱基科技債10+,"100,259",9,"3,500,124",34.91,34.91,34.91,34.91,+,0.03,34.89,37,34.92,1,
00751B,元大AAA至A公司債,"7,651,768","1,353","256,492,546",33.56,33.60,33.42,33.59,+,0.02,33.58,21,33.59,213,
