證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"1,657,094","1,148","69,789,011",42.28,43.13,41.00,41.91,-,0.84,41.89,1,41.91,1,
00679B,元大美債20年,"21,984,220","3,854","603,891,930",27.02,27.03,26.95,26.96,-,0.0,26.96,195,26.97,64,
00687B,國泰20年美債,"21,220,290","2,748","594,953,267",28.07,28.07,28.00,28.02,+,0.02,28.01,2348,28.02,208,
00687C,國泰20年美債+櫃U,"25,000",2,"235,000",9.40,9.40,9.40,9.40,+,0.05,9.38,107,9.39,106,
00694B,富邦美債1-3,"126,845",39,"5,264,349",41.51,41.55,41.47,41.50,-,0.01,41.50,1,41.51,24,
00695B,富邦美債7-10,"131,195",34,"4,622,696",35.25,35.26,35.22,35.22,-,0.04,35.22,111,35.23,1,
00696B,富邦美債20年,"2,428,855",155,"70,669,913",29.12,29.13,29.07,29.08,+,0.01,29.08,42,29.09,9,
00697B,元大美債7-10,"329,323",201,"11,785,141",35.87,35.87,35.76,35.78,-,0.04,35.77,3,35.78,14,
00719B,元大美債1-3,"2,853,884",836,"88,215,215",30.96,30.98,30.88,30.91,-,0.05,30.90,168,30.91,18,
00720B,元大投資級公司債,"4,997,832","1,666","164,622,474",32.97,33.00,32.90,32.91,-,0.06,32.91,551,32.93,52,
00722B,群益投資級電信債,"5,826,346",514,"209,691,873",36.04,36.04,35.97,35.99,-,0.05,35.99,18,36.00,55,
00723B,群益投資級科技債,"101,000",5,"3,108,780",30.78,30.78,30.78,30.78,-,0.04,30.75,54,30.77,1,
00724B,群益投資級金融債,"3,580,483",211,"120,531,005",33.68,33.69,33.62,33.69,+,0.01,33.68,1,33.69,27,
00725B,國泰投資級公司債,"5,287,425","1,216","185,089,676",35.02,35.05,34.95,34.97,-,0.05,34.96,30,34.97,2,
00726B,國泰新興投等債,"298,924",86,"9,982,344",33.56,33.56,33.28,33.43,+,0.03,33.40,1,33.43,59,
00727B,國泰優選非投等債,"199,500",23,"7,823,238",39.76,39.76,39.18,39.19,-,0.01,39.18,1,39.19,57,
00734B,台新JPM新興債,"212,000",14,"3,348,230",15.68,15.80,15.66,15.80,+,0.02,15.77,18,15.78,2,
00740B,富邦全球投等債,"2,109,390",305,"81,634,678",38.73,38.76,38.67,38.70,-,0.03,38.70,213,38.71,153,
00741B,富邦全球非投等債,"161,384",35,"6,029,920",37.00,37.41,37.00,37.39,-,0.02,37.37,1,37.39,2,
00746B,富邦A級公司債,"193,382",67,"6,879,755",35.60,35.60,35.56,35.56,-,0.06,35.55,177,35.58,1,
