證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"372,327",472,"18,428,857",50.25,50.75,48.40,48.40,-,1.48,48.39,1,48.85,34,
00679B,元大美債20年,"57,858,599","5,407","1,516,282,021",26.30,26.30,26.17,26.19,-,0.14,26.18,1829,26.19,2437,
00687B,國泰20年美債,"40,766,517","3,349","1,122,369,252",27.61,27.61,27.48,27.52,-,0.11,27.51,332,27.52,960,
00687C,國泰20年美債+櫃U,"26,000",3,"240,250",9.25,9.25,9.24,9.24,-,0.04,9.23,26,9.25,23,
00694B,富邦美債1-3,"224,409",39,"9,284,604",41.37,41.39,41.35,41.37,-,0.0,41.38,22,41.39,2,
00695B,富邦美債7-10,"205,848",42,"7,162,062",34.70,34.81,34.70,34.78,-,0.07,34.77,28,34.78,1,
00696B,富邦美債20年,"3,269,994",211,"93,479,312",28.68,28.68,28.53,28.54,-,0.15,28.54,332,28.55,32,
00697B,元大美債7-10,"336,356",196,"11,882,444",35.39,35.39,35.29,35.32,-,0.07,35.29,53,35.32,100,
00719B,元大美債1-3,"1,796,169",543,"55,249,426",30.80,30.80,30.74,30.75,-,0.02,30.75,174,30.76,7,
00720B,元大投資級公司債,"6,378,890","1,410","209,443,753",32.87,32.91,32.77,32.81,-,0.08,32.80,377,32.81,15,
00722B,群益投資級電信債,"3,540,019",317,"126,635,022",35.83,35.88,35.73,35.77,-,0.06,35.76,1,35.77,60,
00723B,群益投資級科技債,"380,451",21,"11,635,779",30.64,30.64,30.57,30.58,-,0.07,30.54,20,30.58,3,
00724B,群益投資級金融債,"2,967,227",217,"99,307,494",33.55,33.55,33.44,33.46,-,0.08,33.45,4,33.46,19,
00725B,國泰投資級公司債,"7,454,331","1,008","260,114,900",34.95,34.95,34.82,34.86,-,0.1,34.86,200,34.87,5,
00726B,國泰新興投等債,"259,624",113,"8,441,193",32.50,32.55,32.50,32.55,+,0.05,32.48,196,32.55,14,
00727B,國泰優選非投等債,"126,623",21,"4,962,497",39.20,39.24,39.17,39.18,-,0.02,39.15,1,39.21,2,
00734B,台新JPM新興債,"32,084",9,"501,083",15.62,15.62,15.57,15.61,+,0.02,15.57,19,15.59,1,
00740B,富邦全球投等債,"3,420,208",363,"131,087,588",38.42,38.42,38.26,38.32,-,0.1,38.31,43,38.32,64,
00741B,富邦全球非投等債,"160,387",33,"5,936,555",37.01,37.03,37.00,37.02,+,0.01,37.00,6,37.02,1,
00746B,富邦A級公司債,"916,028",29,"32,267,758",35.21,35.30,35.19,35.22,-,0.1,35.19,127,35.21,9,
00749B,凱基新興債10+,"101,001",4,"3,163,361",31.33,31.33,31.32,31.32,-,0.02,31.25,10,31.31,1,
00750B,凱基科技債10+,"131,000",7,"4,304,510",32.90,32.90,32.81,32.85,-,0.11,32.81,10,32.87,1,
00751B,元大AAA至A公司債,"6,385,176","1,396","201,542,962",31.65,31.65,31.52,31.56,-,0.09,31.55,9,31.56,42,
00754B,群益AAA-AA公司債,"110,082",13,"3,647,310",33.22,33.22,33.12,33.22,-,0.03,33.00,1,33.22,1,
00755B,群益投資級公用債,"148,995",113,"4,824,217",32.46,32.49,32.35,32.38,-,0.11,32.38,21,32.40,1,
00756B,群益投等新興公債,"273,179",106,"8,438,335",30.80,30.98,30.80,30.90,+,0.01,30.89,2,30.90,4,
00758B,復華能源債,"100,046",7,"5,107,348",51.05,51.05,51.05,51.05,-,0.15,50.80,45,51.10,10,
00759B,復華製藥債,"100,050",6,"5,392,700",53.90,53.90,53.90,53.90,-,0.15,53.65,25,53.85,1,
00760B,復華新興企業債,"113,607",23,"6,026,140",53.00,53.05,52.90,52.90,-,0.05,52.90,5,52.95,1,
00761B,國泰A級公司債,"632,516",111,"21,590,988",34.20,34.21,34.08,34.10,-,0.1,34.10,1,34.12,6,
00764B,群益25年美債,"3,173,808",197,"87,251,181",27.52,27.55,27.44,27.45,-,0.14,27.45,492,27.46,26,
00768B,復華20年美債,"1,083,876",149,"53,306,740",49.40,49.40,49.11,49.14,-,0.26,49.14,490,49.15,3,
00772B,中信高評級公司債,"4,308,252",808,"143,921,092",33.46,33.47,33.34,33.39,-,0.09,33.38,11,33.39,23,
00773B,中信優先金融債,"4,908,550",270,"174,717,386",35.55,35.64,35.52,35.55,-,0.11,35.54,2,35.55,10,
00777B,凱基AAA至A公司債,"101,033",8,"3,267,541",32.45,32.45,32.34,32.34,-,0.11,32.30,10,32.37,1,
00778B,凱基金融債20+,"102,020",7,"3,486,180",34.25,34.25,34.17,34.17,-,0.15,34.14,10,34.21,1,
00779B,凱基美債25+,"315,035",10,"8,759,180",27.75,27.93,27.75,27.80,-,0.18,27.81,50,27.84,3,
00780B,國泰A級金融債,"168,746",16,"6,210,174",36.82,36.82,36.80,36.81,-,0.09,36.81,14,36.82,1,
00781B,國泰A級科技債,"279,216",41,"7,963,782",28.60,28.60,28.47,28.49,-,0.12,28.49,20,28.51,60,
00782B,國泰A級公用債,"138,617",21,"4,178,222",30.22,30.22,30.12,30.13,-,0.11,30.12,55,30.14,1,
00785B,富邦金融投等債,"78,000",5,"2,705,290",34.69,34.69,34.66,34.68,-,0.1,34.66,20,34.69,1,
00786B,元大10年IG銀行債,"391,594",47,"12,671,287",32.33,32.41,32.30,32.30,-,0.03,32.20,20,32.38,1,
00787B,元大10年IG醫療債,"41,001",12,"1,330,342",32.51,32.51,32.39,32.41,-,0.11,32.39,1,32.40,1,
00788B,元大10年IG電能債,"38,812",13,"1,151,862",29.72,29.78,29.65,29.65,-,0.1,29.71,1,29.77,20,
00789B,復華公司債A3,"104,000",13,"4,986,979",47.95,47.95,47.95,47.95,-,0.17,47.95,17,48.00,1,
00791B,復華信用債1-5,"100,020",11,"5,626,125",56.25,56.25,56.25,56.25,+,0.05,56.15,7,56.25,1,
00792B,群益A級公司債,"215,077",19,"6,810,188",31.72,31.73,31.60,31.61,-,0.15,31.61,20,31.63,2,
00793B,群益AAA-A醫療債,"228,686",19,"7,006,419",30.63,30.65,30.60,30.60,-,0.06,30.55,21,30.65,20,
00795B,中信美國公債20年,"6,674,021",888,"176,171,234",26.46,26.46,26.34,26.37,-,0.12,26.37,5,26.38,8,
00799B,國泰A級醫療債,"264,294",49,"7,732,764",29.37,29.37,29.22,29.25,-,0.07,29.25,1,29.26,15,
00834B,第一金金融債10+,"120,000",8,"4,053,800",33.88,33.88,33.78,33.80,-,0.18,33.80,9,33.83,10,
00836B,永豐10年A公司債,"17,256",19,"496,091",28.81,28.81,28.73,28.73,-,0.05,28.71,20,28.74,1,
00840B,凱基IG精選15+,"101,000",3,"3,007,770",29.77,29.78,29.77,29.78,-,0.08,29.70,10,29.75,1,
00841B,凱基AAA-AA公司債,"101,018",4,"2,899,198",28.68,28.70,28.68,28.70,-,0.07,28.64,10,28.69,1,
00842B,台新美元銀行債,"116,388",26,"3,512,560",30.24,30.24,30.15,30.18,-,0.06,30.17,22,30.18,1,
00844B,新光15年IG金融債,"19,034",5,"597,463",31.39,31.39,31.39,31.39,+,0.02,31.20,20,31.27,23,
00845B,富邦新興投等債,"100,036",6,"3,285,170",32.84,32.84,32.84,32.84,-,0.03,32.80,50,32.84,1,
00846B,富邦歐洲銀行債,"101,056",9,"3,584,464",35.49,35.49,35.47,35.47,-,0.07,35.44,20,35.46,1,
00847B,中信美國市政債,"700,000",14,"17,642,000",25.21,25.22,25.13,25.13,-,0.09,25.13,11,25.16,50,
00848B,中信新興亞洲債,"712,000",19,"24,194,730",33.99,34.01,33.92,33.92,-,0.09,33.93,50,33.96,7,
00849B,中信EM主權債0-5,"1,888,517",41,"69,815,716",36.95,36.98,36.95,36.98,-,0.0,36.94,70,36.98,1,
00853B,統一美債10年Aa-A,"1,052,102",95,"29,054,576",27.69,27.71,27.59,27.61,-,0.08,27.61,54,27.62,10,
00856B,永豐1-3年美公債,"2,304",7,"86,119",37.39,37.39,37.36,37.36,-,0.03,37.27,61,37.36,1,
00857B,永豐20年美公債,"2,182,188",261,"50,012,857",22.97,22.97,22.86,22.90,-,0.11,22.90,223,22.91,160,
00858,永豐美國500大,"747,747",665,"26,765,221",35.92,35.93,35.70,35.70,-,0.21,35.70,48,35.71,5,
00859B,群益0-1年美債,"2,882,874",123,"117,717,704",40.90,40.90,40.81,40.81,-,0.02,40.81,2,40.82,1,
00860B,群益1-5Y投資級債,"105,680",11,"3,976,835",37.64,37.64,37.62,37.62,-,0.02,37.62,3,37.64,1,
00862B,中信投資級公司債,"1,368,034",79,"43,376,688",31.75,31.76,31.65,31.66,-,0.07,31.65,1,31.67,13,
00863B,中信全球電信債,"827,031",31,"26,561,268",32.13,32.14,32.04,32.06,-,0.08,32.06,12,32.12,20,
00864B,中信美國公債0-1,"1,041,072",257,"47,484,118",45.64,45.64,45.60,45.60,-,0.03,45.60,57,45.61,14,
00867B,新光A-BBB電信債,"153,042",10,"4,739,677",30.99,30.99,30.93,30.93,+,0.01,30.88,20,30.92,1,
00870B,元大15年EM主權債,"6,036",5,"169,239",28.02,28.08,28.02,28.02,-,0.0,28.01,20,28.11,2,
00877,復華中國5G,"5,211,944","1,646","218,538,054",42.52,42.54,41.55,42.04,-,0.48,42.04,4,42.05,2,
00884B,中信低碳新興債,"701,799",21,"20,563,981",29.32,29.32,29.25,29.25,-,0.13,29.23,20,29.25,7,
00886,永豐美國科技,"82,289",40,"3,591,746",43.80,43.80,43.55,43.57,-,0.52,43.63,20,43.75,1,
00887,永豐中國科技50大,"13,419,638","2,666","235,096,997",17.75,17.78,17.36,17.60,-,0.18,17.60,90,17.61,1,
00888,永豐台灣ESG,"15,095,807","3,755","523,576,773",35.20,35.59,33.80,34.13,-,1.0,34.13,72,34.20,9,
00890B,凱基ESG BBB債15+,"323,090",19,"10,363,443",32.14,32.16,32.07,32.07,-,0.07,32.06,20,32.08,2,
00928,中信上櫃ESG 30,"1,816,902",554,"70,695,868",39.79,39.88,37.84,38.16,-,1.17,38.15,2,38.16,106,
00931B,統一美債20年,"4,724,480",498,"62,638,587",13.30,13.30,13.23,13.25,-,0.06,13.25,74,13.26,1819,
00933B,國泰10Y+金融債,"9,563,246","1,662","151,968,575",15.92,15.92,15.86,15.88,-,0.05,15.88,52,15.89,711,
00937B,群益ESG投等債20+,"81,051,371","7,490","1,194,054,463",14.76,14.77,14.70,14.72,-,0.04,14.72,6579,14.73,332,
00942B,台新美A公司債20+,"3,303,124",203,"46,989,467",14.23,14.26,14.20,14.22,-,0.05,14.21,2,14.22,14,
00948B,中信優息投資級債,"15,132,547",622,"142,367,876",9.42,9.43,9.38,9.39,-,0.03,9.39,5388,9.40,74,
00950B,凱基A級公司債,"6,959,545",589,"97,385,283",14.04,14.04,13.97,13.98,-,0.06,13.98,630,13.99,626,
00955,中信日本商社,"10,477,732","5,037","158,409,539",15.16,15.19,15.04,15.10,-,0.15,15.10,87,15.11,5,
00957B,兆豐US優選投等債,"1,526,419",172,"20,431,226",13.40,13.41,13.35,13.38,-,0.03,13.37,2,13.38,13,
00958B,永豐ESG銀行債15+,"570,925",92,"5,254,660",9.22,9.22,9.19,9.19,-,0.03,9.19,400,9.20,9,
00959B,大華投等美債15Y+,"4,522,241",316,"42,179,629",9.34,9.34,9.31,9.32,-,0.02,9.32,301,9.33,118,
00966B,統一ESG投等債15+,"1,651,195",160,"22,920,567",13.90,13.91,13.86,13.88,-,0.03,13.88,12,13.89,835,
00967B,元大優息美債,"976,894",88,"8,772,358",9.00,9.00,8.96,8.97,-,0.03,8.97,286,8.98,50,
00968B,元大優息投等債,"1,998,118",174,"18,426,031",9.23,9.23,9.20,9.21,-,0.03,9.21,1396,9.22,119,
00969B,元大零息超長美債,"800,978",72,"6,514,001",8.19,8.19,8.11,8.12,-,0.07,8.12,235,8.13,51,
00970B,新光BBB投等債20+,"4,479,755",224,"41,726,292",9.32,9.32,9.29,9.32,-,0.0,9.30,616,9.32,158,
009806,台新標普500,"26,906",42,"352,818",13.13,13.13,13.08,13.08,-,0.05,13.08,104,13.11,100,
009807,台新標普科技精選,"58,790",68,"963,370",16.51,16.51,16.24,16.24,-,0.24,16.24,120,16.29,100,
00980B,台新特選IG債10+,"357,575",39,"3,355,305",9.39,9.40,9.37,9.38,-,0.03,9.37,870,9.38,2,
00980D,主動聯博投等入息,"1,250,314",173,"25,335,007",20.25,20.28,20.25,20.25,-,0.0,20.25,251,20.26,369,
00980T,平衡凱基美國TOP,"241,046",151,"2,797,053",11.63,11.68,11.57,11.58,-,0.05,11.58,761,11.59,6,
009814,富邦標普500,"1,015,417",674,"11,145,304",11.00,11.00,10.95,10.96,-,0.04,10.96,280,10.97,28,
009815,大華美國MAG7+,"8,637,263","1,703","98,274,867",11.44,11.45,11.32,11.34,-,0.02,11.33,1036,11.34,132,
00981B,第一金優選非投債,"9,252,397","1,141","84,251,401",9.11,9.12,9.10,9.10,-,0.0,9.10,2259,9.11,480,
00981D,主動中信非投等債,"7,647,670",657,"78,448,494",10.26,10.27,10.25,10.26,-,0.0,10.25,2108,10.26,353,
