證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"124,255",142,"3,841,592",31.15,31.20,30.76,31.20,+,0.09,31.09,1,31.20,1,
00679B,元大美債20年,"31,926,835","6,374","890,100,618",27.95,27.97,27.83,27.84,-,0.06,27.84,956,27.85,826,
00687B,國泰20年美債,"37,042,241","4,462","1,073,406,982",29.07,29.07,28.93,28.95,-,0.05,28.94,1580,28.95,173,
00687C,國泰20年美債+櫃U,400,2,"3,864",9.66,9.66,9.66,9.66,+,0.02,9.66,106,9.67,12,
00694B,富邦美債1-3,"831,645",105,"34,529,452",41.66,41.66,41.49,41.50,-,0.18,41.49,8,41.50,19,
00695B,富邦美債7-10,"700,048",57,"25,075,079",35.89,35.90,35.79,35.79,-,0.18,35.78,4,35.79,5,
00696B,富邦美債20年,"2,273,936",313,"68,311,043",30.14,30.14,30.00,30.02,-,0.08,30.00,460,30.02,141,
00697B,元大美債7-10,"1,023,868",356,"37,268,459",36.51,36.51,36.36,36.36,-,0.15,36.36,38,36.37,3,
00719B,元大美債1-3,"4,200,343","1,752","130,132,410",31.07,31.07,30.94,30.95,-,0.12,30.94,176,30.95,48,
00720B,元大投資級公司債,"9,699,377","2,542","327,232,612",33.77,33.84,33.69,33.70,-,0.1,33.70,337,33.71,52,
00722B,群益投資級電信債,"3,529,922",614,"130,581,718",37.05,37.15,36.93,36.93,-,0.11,36.93,24,36.94,1,
00723B,群益投資級科技債,"116,938",12,"3,682,815",31.55,31.55,31.48,31.48,-,0.11,31.46,20,31.47,1,
00724B,群益投資級金融債,"3,579,710",238,"124,095,846",34.74,34.76,34.63,34.65,-,0.13,34.65,4,34.66,314,
00725B,國泰投資級公司債,"5,045,981","1,369","180,349,706",35.85,35.88,35.69,35.70,-,0.15,35.69,113,35.70,229,
00726B,國泰新興投等債,"162,202",63,"5,460,911",33.74,33.74,33.64,33.66,-,0.08,33.65,26,33.66,47,
00727B,國泰優選非投等債,"130,319",28,"5,163,336",39.70,39.70,39.60,39.60,-,0.19,39.57,1,39.58,1,
00734B,台新JPM新興債,"100,040",4,"1,599,642",15.99,15.99,15.99,15.99,-,0.03,15.98,1,16.00,11,
00740B,富邦全球投等債,"1,030,664",296,"40,633,714",39.55,39.55,39.36,39.37,,,39.37,12,39.38,2,
00741B,富邦全球非投等債,"236,063",74,"8,819,223",37.55,37.55,37.29,37.33,,,37.32,2,37.33,7,
00746B,富邦A級公司債,"323,116",82,"11,728,436",36.43,36.43,36.24,36.28,-,0.15,36.25,3,36.27,91,
00749B,凱基新興債10+,"100,017",5,"3,234,550",32.34,32.34,32.34,32.34,-,0.16,32.28,10,32.32,1,
00750B,凱基科技債10+,"100,000",4,"3,377,000",33.77,33.77,33.77,33.77,-,0.14,33.69,10,33.74,1,
00751B,元大AAA至A公司債,"8,731,603","1,663","284,339,713",32.64,32.68,32.51,32.52,-,0.1,32.52,188,32.53,23,
00754B,群益AAA-AA公司債,"233,468",28,"8,096,028",34.76,34.76,34.66,34.66,-,0.11,34.61,20,34.68,20,
00755B,群益投資級公用債,"130,753",113,"4,422,909",33.97,33.97,33.80,33.80,-,0.17,33.79,1,33.82,20,
00756B,群益投等新興公債,"627,182",140,"20,526,560",32.75,32.75,32.65,32.68,-,0.03,32.67,10,32.68,2,
00758B,復華能源債,"100,053",9,"5,272,803",52.70,52.70,52.70,52.70,-,0.15,52.50,27,52.70,2,
00759B,復華製藥債,"100,053",8,"5,617,979",56.15,56.15,56.15,56.15,-,0.0,56.00,1,56.20,10,
00760B,復華新興企業債,"44,299",36,"2,454,692",55.45,55.50,55.30,55.30,-,0.15,55.25,5,55.35,1,
00761B,國泰A級公司債,"835,731",158,"29,705,137",35.63,35.63,35.51,35.51,-,0.15,35.51,60,35.52,8,
00764B,群益25年美債,"4,120,505",248,"119,134,400",29.04,29.04,28.88,28.90,-,0.07,28.90,33,28.91,2,
00768B,復華20年美債,"342,418",100,"18,140,759",53.10,53.10,52.90,52.90,-,0.15,52.90,1012,52.95,5,
00772B,中信高評級公司債,"2,911,983","1,005","100,692,300",34.66,34.67,34.53,34.54,-,0.12,34.53,13,34.54,148,
00773B,中信優先金融債,"525,426",248,"19,407,308",37.05,37.05,36.89,36.90,-,0.15,36.89,5,36.90,29,
00777B,凱基AAA至A公司債,"101,180",13,"3,387,540",33.48,33.48,33.48,33.48,-,0.06,33.45,1,33.46,1,
00778B,凱基金融債20+,"110,002",6,"3,908,381",35.64,35.64,35.52,35.52,-,0.15,35.50,1,35.51,1,
00779B,凱基美債25+,"353,721",21,"10,377,713",29.46,29.46,29.32,29.32,-,0.05,29.32,47,29.33,17,
00780B,國泰A級金融債,"112,370",19,"4,302,641",38.36,38.36,38.26,38.26,-,0.2,38.26,2,38.27,1,
00781B,國泰A級科技債,"149,767",25,"4,433,955",29.64,29.64,29.56,29.56,-,0.14,29.56,8,29.60,60,
00782B,國泰A級公用債,"162,490",20,"5,094,540",31.28,31.40,31.28,31.36,-,0.13,31.34,1,31.37,38,
00785B,富邦金融投等債,"62,087",9,"2,225,598",35.91,35.91,35.84,35.84,-,0.13,35.79,1,35.80,1,
00786B,元大10年IG銀行債,"117,637",30,"3,982,294",33.94,33.94,33.78,33.79,-,0.15,33.77,36,33.79,1,
00787B,元大10年IG醫療債,"27,306",10,"914,259",33.51,33.52,33.42,33.42,-,0.09,33.41,10,33.44,102,
00788B,元大10年IG電能債,"65,148",23,"2,001,364",30.70,30.78,30.68,30.68,-,0.13,30.68,8,30.69,1,
00789B,復華公司債A3,"112,244",10,"5,553,727",49.57,49.57,49.47,49.47,-,0.22,49.43,5,49.46,1,
00791B,復華信用債1-5,"122,021",9,"6,936,897",56.85,56.85,56.85,56.85,-,0.2,56.60,7,56.75,1,
00792B,群益A級公司債,"111,376",19,"3,628,643",32.70,32.70,32.55,32.55,-,0.15,32.52,10,32.57,20,
00793B,群益AAA-A醫療債,"51,016",4,"1,612,629",31.61,31.62,31.61,31.61,-,0.05,31.54,10,31.60,22,
00795B,中信美國公債20年,"8,543,006","1,120","240,077,028",28.19,28.19,28.04,28.06,-,0.05,28.05,23,28.06,6,
00799B,國泰A級醫療債,"815,333",211,"25,210,927",30.95,30.97,30.86,30.88,-,0.08,30.88,2,30.89,35,
00834B,第一金金融債10+,"100,000",2,"3,505,000",35.05,35.05,35.05,35.05,-,0.1,34.94,10,34.97,1,
