證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"645,515",493,"25,603,269",42.69,42.69,38.55,39.80,-,1.5,39.70,1,39.90,7,
00679B,元大美債20年,"27,024,372","3,983","728,941,461",26.98,26.99,26.94,26.99,+,0.04,26.98,207,26.99,525,
00687B,國泰20年美債,"20,608,434","2,627","578,427,704",28.01,28.09,28.01,28.07,+,0.04,28.06,1472,28.08,854,
00687C,國泰20年美債+櫃U,"25,000",2,"230,750",9.23,9.23,9.23,9.23,-,0.01,9.23,20,9.25,25,
00694B,富邦美債1-3,"131,384",42,"5,575,751",42.16,42.48,42.16,42.44,+,0.07,42.43,12,42.45,1,
00695B,富邦美債7-10,"756,870",50,"26,936,953",35.60,35.60,35.56,35.60,+,0.01,35.59,9,35.60,26,
00696B,富邦美債20年,"1,161,404",193,"33,800,129",29.07,29.12,29.07,29.11,+,0.04,29.10,605,29.11,8,
00697B,元大美債7-10,"305,194",225,"11,020,258",36.04,36.13,36.04,36.09,+,0.05,36.09,1,36.10,2,
00719B,元大美債1-3,"4,909,401",844,"155,880,586",31.74,31.78,31.70,31.75,+,0.07,31.75,13,31.76,71,
00720B,元大投資級公司債,"7,137,268","1,376","238,043,599",33.32,33.37,33.26,33.36,+,0.03,33.36,52,33.37,69,
00722B,群益投資級電信債,"1,256,226",279,"44,539,359",35.41,35.48,35.38,35.48,+,0.03,35.48,6,35.49,55,
00723B,群益投資級科技債,"106,360",14,"3,221,726",30.23,30.31,30.23,30.31,-,0.03,30.29,1,30.31,1,
00724B,群益投資級金融債,"5,740,925",289,"193,863,391",33.73,33.78,33.70,33.77,+,0.08,33.76,3,33.77,1,
00725B,國泰投資級公司債,"13,638,860",959,"477,382,093",34.99,35.05,34.95,35.00,+,0.05,34.99,210,35.00,23,
00726B,國泰新興投等債,"440,554",111,"14,745,010",33.40,33.49,33.40,33.49,+,0.06,33.48,3,33.49,83,
00727B,國泰優選非投等債,"139,312",16,"5,543,067",39.75,39.83,39.74,39.79,+,0.08,39.74,1,39.76,1,
00734B,台新JPM新興債,"236,000",13,"3,763,880",15.93,15.95,15.93,15.95,+,0.11,15.93,4,15.94,2,
00740B,富邦全球投等債,"2,127,228",183,"82,189,592",38.61,38.65,38.61,38.65,+,0.04,38.64,26,38.65,16,
00741B,富邦全球非投等債,"129,266",29,"4,887,835",37.66,37.85,37.66,37.85,+,0.06,37.84,25,37.87,1,
00746B,富邦A級公司債,"653,557",82,"23,220,466",35.50,35.54,35.50,35.52,+,0.03,35.53,6,35.54,22,
00749B,凱基新興債10+,"114,024",8,"3,622,457",31.82,31.84,31.76,31.76,+,0.01,31.70,10,31.78,1,
00750B,凱基科技債10+,"100,000",2,"3,285,000",32.85,32.85,32.85,32.85,-,0.0,32.79,1,32.84,1,
00751B,元大AAA至A公司債,"8,847,620","1,384","278,490,959",31.44,31.50,31.42,31.49,+,0.05,31.49,303,31.50,10,
00754B,群益AAA-AA公司債,"109,000",5,"3,624,340",33.26,33.26,33.25,33.25,+,0.01,33.25,9,33.26,1,
00755B,群益投資級公用債,"136,342",85,"4,521,821",33.13,33.19,33.13,33.19,+,0.09,33.16,1,33.20,20,
00756B,群益投等新興公債,"20,134,958",109,"641,300,526",31.75,31.88,31.75,31.88,+,0.09,31.87,1,31.88,10,
00758B,復華能源債,"123,000",7,"6,425,900",52.20,52.25,52.20,52.25,+,0.2,52.10,25,52.25,20,
00759B,復華製藥債,"100,000",2,"5,525,000",55.25,55.25,55.25,55.25,+,0.2,55.15,25,55.20,1,
00760B,復華新興企業債,"108,180",23,"5,895,393",54.40,54.50,54.40,54.45,+,0.05,54.30,10,54.40,1,
00761B,國泰A級公司債,"152,994",116,"5,303,610",34.65,34.69,34.64,34.65,+,0.04,34.65,99,34.66,1,
00764B,群益25年美債,"8,716,478",274,"244,072,484",27.96,28.02,27.96,28.01,+,0.04,28.01,80,28.02,16,
00768B,復華20年美債,"1,458,098",73,"73,777,335",50.35,50.60,50.35,50.60,+,0.1,50.55,265,50.65,256,
00772B,中信高評級公司債,"3,130,532",667,"105,416,910",33.63,33.69,33.60,33.68,+,0.05,33.68,55,33.69,21,
00773B,中信優先金融債,"664,555",218,"23,953,543",35.98,36.07,35.98,36.06,+,0.08,36.05,6,36.06,43,
00777B,凱基AAA至A公司債,"100,000",2,"3,252,000",32.52,32.52,32.52,32.52,+,0.05,32.46,10,32.60,10,
00778B,凱基金融債20+,"100,000",2,"3,448,000",34.48,34.48,34.48,34.48,+,0.05,34.42,10,34.57,5,
00779B,凱基美債25+,"531,070",24,"15,045,195",28.37,28.37,28.31,28.32,-,0.04,28.31,50,28.33,5,
00780B,國泰A級金融債,"321,333",43,"12,164,245",37.74,37.87,37.74,37.87,+,0.13,37.87,2,37.88,9,
00781B,國泰A級科技債,"110,000",9,"3,100,980",28.18,28.20,28.18,28.19,+,0.09,28.19,1,28.20,4,
00782B,國泰A級公用債,"131,225",15,"3,994,508",30.50,30.50,30.43,30.44,+,0.04,30.44,1,30.46,11,
00785B,富邦金融投等債,"51,239",5,"1,797,485",35.12,35.12,35.08,35.08,+,0.06,35.09,1,35.12,20,
00786B,元大10年IG銀行債,"6,180",12,"204,147",33.08,33.08,33.00,33.00,-,0.03,33.01,1,33.02,41,
00787B,元大10年IG醫療債,"1,000",1,"32,830",32.83,32.83,32.83,32.83,+,0.08,32.75,1,32.79,1,
00788B,元大10年IG電能債,"1,000",1,"30,490",30.49,30.49,30.49,30.49,-,0.0,30.46,24,30.47,1,
00789B,復華公司債A3,"140,025",12,"6,792,325",48.54,48.54,48.47,48.51,+,0.02,48.45,20,48.55,6,
00791B,復華信用債1-5,"100,152",6,"5,833,943",58.25,58.25,58.25,58.25,+,0.3,58.15,7,58.20,1,
00792B,群益A級公司債,"104,198",61,"3,315,349",31.82,31.83,31.82,31.82,-,0.03,31.81,2,31.83,19,
00793B,群益AAA-A醫療債,"3,176",7,"98,106",30.89,30.89,30.85,30.85,-,0.04,30.84,20,30.91,21,
00795B,中信美國公債20年,"3,969,456",776,"107,818,990",27.13,27.18,27.12,27.16,+,0.03,27.16,297,27.17,77,
00799B,國泰A級醫療債,"180,924",45,"5,405,332",29.78,29.91,29.78,29.89,+,0.09,29.89,1,29.92,175,
00834B,第一金金融債10+,"100,015",4,"3,456,520",34.56,34.56,34.56,34.56,-,0.11,34.50,20,34.54,11,
00836B,永豐10年A公司債,"2,095",4,"60,414",28.84,28.84,28.84,28.84,-,0.0,28.87,1,28.90,3,
00840B,凱基IG精選15+,"100,000",2,"2,995,000",29.95,29.95,29.95,29.95,-,0.04,29.85,10,29.94,1,
00841B,凱基AAA-AA公司債,"100,000",2,"2,888,000",28.88,28.88,28.88,28.88,-,0.04,28.78,10,28.87,1,
00842B,台新美元銀行債,"698,287",48,"21,079,533",30.20,30.20,30.12,30.19,+,0.07,30.18,4,30.20,7,
00844B,台新15年IG金融債,"82,000",7,"2,615,800",31.90,31.90,31.90,31.90,+,0.08,31.85,20,31.93,20,
00845B,富邦新興投等債,"109,010",12,"3,686,751",33.86,33.86,33.80,33.82,-,0.01,33.79,25,33.85,20,
00846B,富邦歐洲銀行債,"104,459",10,"3,814,636",36.08,36.55,36.08,36.52,+,0.11,36.50,50,36.52,1,
00847B,中信美國市政債,"101,000",3,"2,619,910",25.91,25.94,25.91,25.94,+,0.05,25.90,5,25.96,12,
00848B,中信新興亞洲債,"100,003",3,"3,433,103",34.33,34.33,34.33,34.33,-,0.09,34.28,20,34.36,2,
00849B,中信EM主權債0-5,"111,838",7,"4,243,637",37.88,37.96,37.88,37.95,+,0.1,37.90,1,37.96,1,
00853B,統一美債10年Aa-A,"1,012,249",117,"28,059,430",27.71,27.74,27.71,27.74,+,0.03,27.73,5,27.75,54,
00856B,永豐1-3年美公債,"2,855",11,"109,507",38.31,38.31,38.31,38.31,+,0.26,38.26,10,38.34,10,
00857B,永豐20年美公債,"1,584,992",218,"36,969,754",23.29,23.34,23.28,23.33,+,0.04,23.32,164,23.33,2,
00858,永豐美國500大,"338,370",420,"12,444,827",36.86,36.88,36.69,36.77,+,0.08,36.77,7,36.78,3,
00859B,群益0-1年美債,"3,138,959",150,"130,626,640",41.50,41.65,41.50,41.59,+,0.09,41.59,1,41.63,43,
00860B,群益1-5Y投資級債,"178,059",24,"6,928,625",38.84,38.94,38.83,38.86,+,0.05,38.86,4,38.88,1,
00862B,中信投資級公司債,"120,024",9,"3,806,932",31.70,31.72,31.70,31.72,+,0.03,31.72,1,31.73,16,
00863B,中信全球電信債,"156,007",14,"4,989,104",31.97,32.01,31.92,31.97,-,0.0,31.99,1,32.00,20,
00864B,中信美國公債0-1,"813,243",215,"38,369,673",47.10,47.22,47.10,47.22,+,0.13,47.21,28,47.22,72,
00867B,台新A-BBB電信債,195,3,"6,094",---,---,---, ---,,,31.12,1,31.14,1,
00870B,元大15年EM主權債,"1,000",1,"28,700",28.70,28.70,28.70,28.70,+,0.03,28.70,1,28.72,20,
00877,復華中國5G,"6,266,314","2,211","239,786,039",38.57,39.37,37.30,37.50,-,1.11,37.50,8,37.51,23,
00884B,中信低碳新興債,"101,902",7,"3,015,254",29.55,29.59,29.55,29.59,-,0.12,29.54,20,29.58,1,
00886,永豐美國科技,341,6,"15,427",---,---,---, ---,,,45.00,1,45.01,1,
00887,永豐中國科技50大,"9,460,692","2,346","159,968,256",16.92,17.20,16.59,16.72,-,0.06,16.71,21,16.72,29,
00888,永豐台灣ESG,"28,287,572","13,508","945,911,105",33.97,34.28,33.00,33.19,-,1.24,33.18,201,33.19,559,
00890B,凱基ESG BBB債15+,"120,087",18,"3,879,600",32.28,32.33,32.28,32.33,+,0.05,32.31,1,32.34,20,
00928,中信上櫃ESG 30,"3,274,144","1,112","92,001,966",28.96,28.96,27.10,28.19,-,0.77,28.18,11,28.19,29,
00931B,統一美債20年,"3,870,848",445,"52,271,126",13.47,13.51,13.47,13.51,-,0.0,13.50,710,13.51,1,
00933B,國泰10Y+金融債,"11,309,424","1,507","182,034,124",16.06,16.12,16.06,16.09,+,0.03,16.09,523,16.10,145,
00937B,群益ESG投等債20+,"44,840,473","4,634","664,805,016",14.82,14.84,14.79,14.83,+,0.02,14.83,4509,14.84,2252,
00942B,台新美A公司債20+,"1,787,322",183,"25,520,670",14.20,14.29,14.20,14.29,+,0.02,14.27,960,14.29,96,
00948B,中信優息投資級債,"4,421,829",456,"41,874,916",9.46,9.48,9.46,9.47,+,0.01,9.46,4048,9.47,41,
00950B,凱基A級公司債,"2,097,567",332,"29,684,599",14.15,14.17,14.11,14.17,+,0.02,14.16,1,14.17,1128,
