證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"173,601",247,"8,350,092",48.13,48.48,47.75,47.75,+,0.65,47.74,1,48.00,6,
00679B,元大美債20年,"22,042,105","4,148","591,430,236",26.84,26.88,26.80,26.81,+,0.05,26.80,553,26.81,266,
00687B,國泰20年美債,"18,357,982","2,658","516,909,040",28.15,28.19,28.12,28.15,+,0.05,28.14,26,28.15,1642,
00687C,國泰20年美債+櫃U,"25,000",2,"235,500",9.42,9.42,9.42,9.42,+,0.04,9.41,20,9.43,24,
00694B,富邦美債1-3,"78,689",40,"3,271,205",41.65,41.65,41.55,41.57,-,0.13,41.56,9,41.57,23,
00695B,富邦美債7-10,"136,714",31,"4,801,135",35.13,35.13,35.11,35.11,-,0.06,35.11,1,35.12,2,
00696B,富邦美債20年,"900,109",186,"26,305,666",29.21,29.28,29.21,29.22,+,0.05,29.21,295,29.22,304,
00697B,元大美債7-10,"557,610",224,"19,872,152",35.67,35.67,35.55,35.63,-,0.04,35.63,204,35.64,83,
00719B,元大美債1-3,"2,668,755",677,"82,495,974",30.97,30.97,30.90,30.92,-,0.06,30.92,38,30.93,15,
00720B,元大投資級公司債,"10,126,233","1,817","339,318,071",33.49,33.53,33.48,33.51,+,0.1,33.51,45,33.52,153,
00722B,群益投資級電信債,"3,326,053",271,"121,104,323",36.40,36.44,36.39,36.42,+,0.12,36.42,5,36.43,93,
00723B,群益投資級科技債,"142,009",10,"4,426,620",31.17,31.20,31.14,31.17,+,0.06,31.13,72,31.17,1,
00724B,群益投資級金融債,"3,710,599",200,"126,272,749",33.94,34.08,33.94,34.03,+,0.07,34.01,2,34.03,37,
00725B,國泰投資級公司債,"4,392,213",863,"156,289,256",35.52,35.62,35.52,35.59,+,0.11,35.58,23,35.59,183,
00726B,國泰新興投等債,"282,988",111,"9,318,307",32.91,32.94,32.91,32.94,+,0.06,32.93,1,32.95,3,
00727B,國泰優選非投等債,"112,303",14,"4,443,650",39.51,39.60,39.50,39.57,-,0.05,39.51,3,39.55,1,
00734B,台新JPM新興債,"35,000",7,"555,020",15.85,15.86,15.85,15.86,+,0.02,15.84,20,15.86,1,
00740B,富邦全球投等債,"4,107,011",311,"160,376,608",38.96,39.08,38.96,39.06,+,0.1,39.06,73,39.07,160,
00741B,富邦全球非投等債,"136,027",38,"5,071,750",36.90,37.34,36.90,37.28,-,0.05,37.29,2,37.30,1,
00746B,富邦A級公司債,"434,113",81,"15,547,634",35.73,35.83,35.73,35.81,+,0.06,35.78,124,35.81,2,
00749B,凱基新興債10+,"106,008",7,"3,389,654",31.90,31.98,31.90,31.98,+,0.14,31.89,10,31.94,1,
00750B,凱基科技債10+,"100,008",3,"3,346,267",33.46,33.46,33.46,33.46,+,0.06,33.37,10,33.46,1,
00751B,元大AAA至A公司債,"5,860,842","1,311","188,522,600",32.14,32.20,32.14,32.17,+,0.1,32.16,73,32.17,522,
00754B,群益AAA-AA公司債,"105,116",11,"3,548,197",33.81,33.81,33.72,33.76,+,0.13,33.60,2,33.77,1,
00755B,群益投資級公用債,"115,896",125,"3,824,978",32.98,33.05,32.98,32.98,-,0.0,32.93,20,33.00,1,
00756B,群益投等新興公債,"260,461",144,"8,266,377",31.73,31.75,31.72,31.75,+,0.14,31.74,1,31.76,4,
00758B,復華能源債,"100,000",2,"5,210,000",52.10,52.10,52.10,52.10,+,0.35,51.70,20,52.10,1,
00759B,復華製藥債,"100,097",7,"5,510,410",55.05,55.05,55.05,55.05,+,0.25,54.80,48,55.00,1,
00760B,復華新興企業債,"107,052",20,"5,774,817",53.85,54.05,53.85,53.95,+,0.2,53.65,10,53.90,1,
00761B,國泰A級公司債,"332,579",109,"11,555,264",34.71,34.77,34.71,34.74,+,0.08,34.73,3,34.74,1,
00764B,群益25年美債,"6,425,883",248,"180,553,720",28.05,28.15,28.05,28.10,+,0.05,28.09,131,28.10,352,
00768B,復華20年美債,"829,645",82,"41,672,061",50.35,50.40,50.20,50.25,+,0.1,50.20,104,50.25,3,
00772B,中信高評級公司債,"3,084,122",799,"104,847,778",33.99,34.02,33.97,34.00,+,0.1,33.99,32,34.00,43,
00773B,中信優先金融債,"1,309,593",238,"47,323,446",36.10,36.20,36.08,36.16,+,0.1,36.16,6,36.17,6,
00777B,凱基AAA至A公司債,"100,213",11,"3,306,009",32.99,32.99,32.99,32.99,+,0.06,32.93,10,32.97,1,
00778B,凱基金融債20+,"122,007",8,"4,255,833",34.90,34.90,34.88,34.88,+,0.09,34.88,37,34.95,17,
