證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
5880,合庫金          ,"55,444,748","12,794,253","42,650,495",0,0,0,"734,000","30,389","703,611","1,112,650","622,643","67,000","555,643","665,007","108,000","557,007","44,466,756"
2618,長榮航          ,"44,445,001","13,656,483","30,788,518",0,0,0,"164,920","183,522","-18,602","790,864","52,000","25,371","26,629","879,757","115,522","764,235","31,560,780"
2884,玉山金          ,"51,707,505","23,192,011","28,515,494",0,0,0,"662,352","405,987","256,365","924,514","123,968","826,000","-702,032","1,880,701","254,155","1,626,546","29,696,373"
2834,臺企銀          ,"40,913,113","13,415,399","27,497,714",0,0,0,"43,000","22,533","20,467","61,000","96,000","36,000","60,000","8,000","7,000","1,000","27,579,181"
2344,華邦電          ,"99,887,495","63,566,655","36,320,840",0,0,0,"318,231","10,001,434","-9,683,203","-304,673","1,027,169","1,134,238","-107,069","816,410","1,014,014","-197,604","26,332,964"
1216,統一            ,"29,565,669","4,130,232","25,435,437",0,0,0,"224,497","583,000","-358,503","-529,772","573,000","2,054,460","-1,481,460","1,015,146","63,458","951,688","24,547,162"
2867,三商壽          ,"27,057,000","7,964,488","19,092,512",0,0,0,0,0,0,"3,136,000","3,510,000","374,000","3,136,000",0,0,0,"22,228,512"
2892,第一金          ,"41,109,912","26,251,241","14,858,671",0,0,0,"603,729","103,000","500,729","3,667,966","3,098,000","46,000","3,052,000","681,932","65,966","615,966","19,027,366"
2886,兆豐金          ,"28,869,256","18,301,837","10,567,419",0,0,0,"3,598,556","95,693","3,502,863","2,198,968","1,308,374","85,161","1,223,213","1,119,155","143,400","975,755","16,269,250"
00632R,元大台灣50反1   ,"17,851,000","17,846,000","5,000",0,0,0,0,0,0,"15,757,728","3,488,000","1,300,000","2,188,000","124,383,017","110,813,289","13,569,728","15,762,728"
2002,中鋼            ,"29,172,246","15,358,024","13,814,222",0,0,0,"59,000",0,"59,000","271,042","169,000","53,000","116,000","179,965","24,923","155,042","14,144,264"
00882,中信中國高股息  ,"3,369,350","461,000","2,908,350",0,0,0,0,0,0,"10,755,521",0,0,0,"12,211,791","1,456,270","10,755,521","13,663,871"
2887,台新新光金      ,"45,810,031","35,107,784","10,702,247",0,0,0,"534,732","1,035,000","-500,268","2,023,808","273,492","83,100","190,392","2,089,047","255,631","1,833,416","12,225,787"
2801,彰銀            ,"22,282,049","13,336,636","8,945,413",0,0,0,"116,000","153,693","-37,693","3,206,000","3,413,000","38,000","3,375,000","6,000","175,000","-169,000","12,113,720"
00712,復華富時不動產  ,"729,000","222,000","507,000",0,0,0,0,0,0,"11,308,199",0,0,0,"13,065,999","1,757,800","11,308,199","11,815,199"
00665L,富邦恒生國企正2 ,"1,396,000","1,398,000","-2,000",0,0,0,0,0,0,"10,814,732",0,0,0,"16,197,411","5,382,679","10,814,732","10,812,732"
5876,上海商銀        ,"13,954,006","4,752,192","9,201,814",0,0,0,"63,000","76,000","-13,000","118,765","50,000","17,455","32,545","100,220","14,000","86,220","9,307,579"
2845,遠東銀          ,"11,504,830","2,342,000","9,162,830",0,0,0,"3,000",0,"3,000","29,000","50,000","29,000","21,000","8,000",0,"8,000","9,194,830"
00753L,中信中國50正2   ,"2,329,000","4,693,000","-2,364,000",0,0,0,0,0,0,"10,878,428",0,0,0,"11,399,486","521,058","10,878,428","8,514,428"
9904,寶成            ,"15,641,208","7,378,000","8,263,208",0,0,0,"29,000","43,438","-14,438","96,464","29,000","8,000","21,000","104,000","28,536","75,464","8,345,234"
2412,中華電          ,"12,981,552","5,551,784","7,429,768",0,0,0,"195,038","119,000","76,038","271,650","70,000","24,000","46,000","226,650","1,000","225,650","7,777,456"
2882,國泰金          ,"18,474,381","14,489,579","3,984,802",0,0,0,"2,901,829","149,452","2,752,377","906,533","307,000","90,461","216,539","949,828","259,834","689,994","7,643,712"
00673R,期元大S&P原油反1,"295,000","320,000","-25,000",0,0,0,0,0,0,"7,353,553",0,0,0,"11,690,629","4,337,076","7,353,553","7,328,553"
00953B,群益優選非投等債,"499,500","1,635,000","-1,135,500",0,0,0,0,0,0,"8,181,636",0,0,0,"10,683,200","2,501,564","8,181,636","7,046,136"
2883,凱基金          ,"28,335,634","23,471,625","4,864,009",0,0,0,"320,229","381,176","-60,947","2,079,831","290,000","35,212","254,788","2,008,346","183,303","1,825,043","6,882,893"
073561,T50正2富邦61購12,0,0,0,0,0,0,0,0,0,"6,802,000",0,0,0,"7,536,000","734,000","6,802,000","6,802,000"
2891,中信金          ,"34,220,400","28,816,271","5,404,129",0,0,0,"509,327","936,546","-427,219","1,606,544","265,000","86,085","178,915","1,572,715","145,086","1,427,629","6,583,454"
4904,遠傳            ,"10,775,137","4,311,125","6,464,012",0,0,0,"330,275","605,000","-274,725","290,852","31,000","14,001","16,999","275,853","2,000","273,853","6,480,139"
00940,元大台灣價值高息,"2,544,000","5,596,000","-3,052,000",0,0,0,0,0,0,"8,965,280","20,000",0,"20,000","14,238,998","5,293,718","8,945,280","5,913,280"
00671R,富邦NASDAQ反1   ,"135,000","135,000",0,0,0,0,0,0,0,"5,813,339",0,0,0,"8,158,339","2,345,000","5,813,339","5,813,339"
2633,台灣高鐵        ,"8,277,005","2,628,305","5,648,700",0,0,0,"79,000","5,000","74,000","36,000","24,000","8,000","16,000","44,000","24,000","20,000","5,758,700"
3045,台灣大          ,"9,586,160","4,127,210","5,458,950",0,0,0,"142,650","87,000","55,650","200,335","116,114","17,111","99,003","101,332",0,"101,332","5,714,935"
2889,國票金          ,"7,535,841","1,905,000","5,630,841",0,0,0,"3,000",0,"3,000","26,000","51,000","25,000","26,000",0,0,0,"5,659,841"
2812,台中銀          ,"12,822,000","7,136,321","5,685,679",0,0,0,"2,000","22,722","-20,722","-24,000","59,000","19,000","40,000","23,000","87,000","-64,000","5,640,957"
00885,富邦越南        ,"2,229,000","101,300","2,127,700",0,0,0,0,0,0,"2,975,443","10,000",0,"10,000","3,244,921","279,478","2,965,443","5,103,143"
0052,富邦科技        ,"10,831,595","7,697,156","3,134,439",0,0,0,"450,000",0,"450,000","1,362,253","1,306,000","2,909,216","-1,603,216","7,970,721","5,005,252","2,965,469","4,946,692"
1102,亞泥            ,"8,695,087","3,999,208","4,695,879",0,0,0,"59,347","36,792","22,555","162,842","31,000","11,000","20,000","155,842","13,000","142,842","4,881,276"
00918,大華優利高填息30,"8,154,000","4,747,000","3,407,000",0,0,0,0,0,0,"1,346,799",0,0,0,"7,494,662","6,147,863","1,346,799","4,753,799"
2890,永豐金          ,"31,601,553","28,599,107","3,002,446",0,0,0,"1,402,888","111,727","1,291,161","452,980","173,000","73,920","99,080","404,900","51,000","353,900","4,746,587"
2881,富邦金          ,"15,026,494","11,654,870","3,371,624",0,0,0,"1,070,253","175,966","894,287","448,802","152,000","44,000","108,000","411,044","70,242","340,802","4,714,713"
9945,潤泰新          ,"6,244,689","2,088,000","4,156,689",0,0,0,0,"4,000","-4,000","77,375","28,000","9,040","18,960","62,302","3,887","58,415","4,230,064"
00927,群益半導體收益  ,"16,018,050","9,663,223","6,354,827",0,0,0,0,0,0,"-2,369,787","80,000","85,000","-5,000","5,867,168","8,231,955","-2,364,787","3,985,040"
053868,光罩國票58購01  ,0,0,0,0,0,0,0,0,0,"3,695,000",0,0,0,"3,705,000","10,000","3,695,000","3,695,000"
08720U,台虹國票5A售02  ,0,0,0,0,0,0,0,0,0,"3,630,000",0,0,0,"3,630,000",0,"3,630,000","3,630,000"
1402,遠東新          ,"10,028,398","7,280,994","2,747,404",0,0,0,"68,772","64,000","4,772","821,524","54,000","21,000","33,000","862,740","74,216","788,524","3,573,700"
2609,陽明            ,"9,147,230","5,437,549","3,709,681",0,0,0,"21,336","51,282","-29,946","-165,705","40,414","52,639","-12,225","64,000","217,480","-153,480","3,514,030"
073219,文曄凱基5C購01  ,0,0,0,0,0,0,0,0,0,"3,496,000",0,0,0,"3,501,000","5,000","3,496,000","3,496,000"
2885,元大金          ,"25,272,674","23,999,906","1,272,768",0,0,0,"1,531,674","351,050","1,180,624","919,449","51,000","66,742","-15,742","1,077,843","142,652","935,191","3,372,841"
2912,統一超          ,"5,086,772","1,277,246","3,809,526",0,0,0,"7,156","90,898","-83,742","-449,673","9,000","468,000","-459,000","17,000","7,673","9,327","3,276,111"
03899T,創見國票63售01  ,0,0,0,0,0,0,0,0,0,"3,074,000",0,0,0,"3,074,000",0,"3,074,000","3,074,000"
071406,聯電統一6C購01  ,0,0,0,0,0,0,0,0,0,"2,998,000",0,0,0,"3,094,000","96,000","2,998,000","2,998,000"
072687,超豐元大63購01  ,0,0,0,0,0,0,0,0,0,"2,994,000",0,0,0,"2,994,000",0,"2,994,000","2,994,000"
00650L,復華香港正2     ,"642,000","834,000","-192,000",0,0,0,0,0,0,"3,182,944",0,0,0,"3,970,607","787,663","3,182,944","2,990,944"
2486,一詮            ,"8,203,248","4,875,573","3,327,675",0,0,0,"225,000",0,"225,000","-570,419","308,000","855,584","-547,584","78,312","101,147","-22,835","2,982,256"
2880,華南金          ,"16,629,221","18,219,238","-1,590,017",0,0,0,"4,363,000","1,941,000","2,422,000","2,112,352","975,000","48,525","926,475","1,271,831","85,954","1,185,877","2,944,335"
070174,華邦電台新5C購04,0,0,0,0,0,0,0,0,0,"2,943,000",0,0,0,"4,001,000","1,058,000","2,943,000","2,943,000"
5871,中租-KY         ,"7,922,031","4,940,619","2,981,412",0,0,0,"10,865","166,000","-155,135","6,398","36,000","30,142","5,858","19,000","18,460",540,"2,832,675"
076189,騰輝電元大61購03,0,0,0,0,0,0,0,0,0,"2,739,000",0,0,0,"2,739,000",0,"2,739,000","2,739,000"
066924,中興電富邦5B購02,0,0,0,0,0,0,0,0,0,"2,700,000",0,0,0,"2,700,000",0,"2,700,000","2,700,000"
2542,興富發          ,"5,550,648","2,980,000","2,570,648",0,0,0,"66,000","79,000","-13,000","137,703","64,000","13,000","51,000","129,703","43,000","86,703","2,695,351"
070022,聯電凱基5C購06  ,0,0,0,0,0,0,0,0,0,"2,565,000",0,0,0,"2,565,000",0,"2,565,000","2,565,000"
072931,晶技元大63購02  ,0,0,0,0,0,0,0,0,0,"2,485,000",0,0,0,"2,485,000",0,"2,485,000","2,485,000"
077484,力積電元大61購09,0,0,0,0,0,0,0,0,0,"2,429,000",0,0,0,"2,429,000",0,"2,429,000","2,429,000"
6443,元晶            ,"4,790,176","2,385,000","2,405,176",0,0,0,0,0,0,"-5,000","8,000","13,000","-5,000",0,0,0,"2,400,176"
9907,統一實          ,"3,120,056","669,000","2,451,056",0,0,0,"9,000",0,"9,000","-81,000","16,000","97,000","-81,000",0,0,0,"2,379,056"
2426,鼎元            ,"4,919,597","2,548,978","2,370,619",0,0,0,0,0,0,"-28,836","10,000","45,000","-35,000","26,396","20,232","6,164","2,341,783"
069567,聯電群益5B購10  ,0,0,0,0,0,0,0,0,0,"2,319,000",0,0,0,"2,500,000","181,000","2,319,000","2,319,000"
00945B,凱基美國非投等債,0,"1,000","-1,000",0,0,0,0,0,0,"2,264,794",0,0,0,"2,932,552","667,758","2,264,794","2,263,794"
00985B,群益ESG投等債0-5,"1,487,000","16,000","1,471,000",0,0,0,0,0,0,"774,810",0,0,0,"2,000,246","1,225,436","774,810","2,245,810"
4763,材料*-KY        ,"6,009,854","3,784,082","2,225,772",0,0,0,"22,718","131,000","-108,282","114,578","81,000","49,000","32,000","152,020","69,442","82,578","2,232,068"
8261,富鼎            ,"4,463,398","2,182,308","2,281,090",0,0,0,"2,000",0,"2,000","-51,423","2,000","20,000","-18,000","68,926","102,349","-33,423","2,231,667"
