證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00403A,主動統一升級50  ,"162,286,825","24,934,600","137,352,225",0,0,0,0,0,0,"109,045,339",0,"250,000","-250,000","132,343,393","23,048,054","109,295,339","246,397,564"
00981A,主動統一台股增長,"167,759,562","28,678,484","139,081,078",0,0,0,0,0,0,"65,016,637","1,835,000","659,000","1,176,000","81,557,191","17,716,554","63,840,637","204,097,715"
00631L,元大台灣50正2   ,"36,654,131","22,128,993","14,525,138",0,0,0,0,0,0,"58,481,783",0,0,0,"85,217,433","26,735,650","58,481,783","73,006,921"
00405A,主動富邦台灣龍耀,"24,462,300","5,354,000","19,108,300",0,0,0,0,0,0,"33,182,355",0,0,0,"56,614,063","23,431,708","33,182,355","52,290,655"
00402A,主動安聯美國科技,0,"34,000","-34,000",0,0,0,0,0,0,"43,533,558",0,0,0,"43,690,558","157,000","43,533,558","43,499,558"
00407A,主動凱基台灣    ,"646,000","16,651,600","-16,005,600",0,0,0,0,0,0,"48,229,319",0,0,0,"70,177,987","21,948,668","48,229,319","32,223,719"
00988A,主動統一全球創新,"35,366,014","9,374,002","25,992,012",0,0,0,0,0,0,"5,129,202","420,000","320,000","100,000","16,379,837","11,350,635","5,029,202","31,121,214"
2303,聯電            ,"110,051,758","44,178,142","65,873,616",0,0,0,"3,800,685","48,767,676","-44,966,991","5,660,885","7,453,000","2,521,000","4,932,000","1,360,135","631,250","728,885","26,567,510"
00992A,主動群益科技創新,"10,208,600","3,283,000","6,925,600",0,0,0,0,0,0,"18,410,631","50,000",0,"50,000","28,878,615","10,517,984","18,360,631","25,336,231"
009816,凱基台灣TOP50   ,"22,709,672","14,921,123","7,788,549",0,0,0,0,0,0,"17,087,201",0,0,0,"60,098,830","43,011,629","17,087,201","24,875,750"
00400A,主動國泰動能高息,"29,558,000","2,941,000","26,617,000",0,0,0,0,0,0,"-2,734,971","20,000",0,"20,000","18,087,429","20,842,400","-2,754,971","23,882,029"
00712,復華富時不動產  ,"12,555,030","1,000","12,554,030",0,0,0,0,0,0,"10,819,999","12,000",0,"12,000","13,827,999","3,020,000","10,807,999","23,374,029"
00990A,主動元大AI新經濟,"23,281,012","3,332,000","19,949,012",0,0,0,0,0,0,"1,375,380","113,000","200,000","-87,000","10,331,996","8,869,616","1,462,380","21,324,392"
8150,南茂            ,"42,726,490","28,899,187","13,827,303",0,0,0,"6,480,000",0,"6,480,000","962,067","465,044","332,039","133,005","1,457,054","627,992","829,062","21,269,370"
00999A,主動野村臺灣高息,"9,806,100","335,250","9,470,850",0,0,0,0,0,0,"11,154,203",0,0,0,"12,919,929","1,765,726","11,154,203","20,625,053"
009820,元大納斯達克精選,"216,000","1,013,000","-797,000",0,0,0,0,0,0,"21,359,704",0,0,0,"22,302,704","943,000","21,359,704","20,562,704"
2363,矽統            ,"29,939,050","10,708,804","19,230,246",0,0,0,0,0,0,"1,170,060","175,065","21,000","154,065","1,793,235","777,240","1,015,995","20,400,306"
00406A,主動中信台灣收益,"1,335,000","783,000","552,000",0,0,0,0,0,0,"19,536,616","100,000",0,"100,000","22,608,281","3,171,665","19,436,616","20,088,616"
00982A,主動群益台灣強棒,"9,974,045","4,622,070","5,351,975",0,0,0,0,0,0,"14,174,076","210,000","25,000","185,000","18,057,694","4,068,618","13,989,076","19,526,051"
0050,元大台灣50      ,"16,005,777","7,324,709","8,681,068",0,0,0,"6,383,000",0,"6,383,000","4,240,461","1,310,000","640,000","670,000","13,604,103","10,033,642","3,570,461","19,304,529"
00991A,主動復華未來50  ,"15,853,020","11,915,000","3,938,020",0,0,0,"13,590,000",0,"13,590,000","506,550","226,000","751,000","-525,000","32,139,855","31,108,305","1,031,550","18,034,570"
2406,國碩            ,"36,173,650","19,335,797","16,837,853",0,0,0,0,0,0,"120,763","235,763","115,000","120,763",0,0,0,"16,958,616"
