證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2887,台新新光金      ,"73,398,802","28,066,791","45,332,011",0,0,0,"25,000","1,932,000","-1,907,000","-2,473,418","189,000","109,000","80,000","849,582","3,403,000","-2,553,418","40,951,593"
3481,群創            ,"56,015,250","25,453,240","30,562,010",0,0,0,"301,000","167,728","133,272","1,491,504","281,000","22,000","259,000","1,340,479","107,975","1,232,504","32,186,786"
00900,富邦特選高股息30,"4,905,559",0,"4,905,559",0,0,0,0,0,0,"25,402,000",0,0,0,"25,895,000","493,000","25,402,000","30,307,559"
2882,國泰金          ,"38,679,281","8,668,235","30,011,046",0,0,0,"11,000","290,000","-279,000","127,319","167,000","55,000","112,000","325,161","309,842","15,319","29,859,365"
1802,台玻            ,"80,658,050","64,147,104","16,510,946",0,0,0,"4,850,000",0,"4,850,000","2,095,458","4,117,580","3,200,091","917,489","2,225,417","1,047,448","1,177,969","23,456,404"
1303,南亞            ,"83,751,137","63,807,431","19,943,706",0,0,0,"2,583,000","40,000","2,543,000","810,610","1,313,104","1,592,848","-279,744","2,859,276","1,768,922","1,090,354","23,297,316"
2867,三商壽          ,"15,594,000","847,000","14,747,000",0,0,0,0,0,0,"6,974,000","6,975,000","1,000","6,974,000",0,0,0,"21,721,000"
00712,復華富時不動產  ,"18,051,000","325,000","17,726,000",0,0,0,0,0,0,"2,787,199",0,0,0,"5,660,999","2,873,800","2,787,199","20,513,199"
2303,聯電            ,"34,626,236","13,235,872","21,390,364",0,0,0,"360,767","2,323,449","-1,962,682","723,584","308,466","9,000","299,466","762,906","338,788","424,118","20,151,266"
2880,華南金          ,"23,002,647","3,273,102","19,729,545",0,0,0,"56,000","432,000","-376,000","106,402","116,402",0,"116,402","154,000","164,000","-10,000","19,459,947"
00878,國泰永續高股息  ,"6,995,612","2,617,690","4,377,922",0,0,0,0,0,0,"14,632,221",0,0,0,"16,953,412","2,321,191","14,632,221","19,010,143"
