證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
3231,緯創            ,"129,428,868","50,412,207","79,016,661",0,0,0,"3,105,157","1,797,553","1,307,604","2,397,949","1,629,000","550,000","1,079,000","2,218,790","899,841","1,318,949","82,722,214"
00981A,主動統一台股增長,"62,623,308","28,980,830","33,642,478",0,0,0,0,0,0,"16,063,834","776,000","1,057,000","-281,000","40,812,831","24,467,997","16,344,834","49,706,312"
2002,中鋼            ,"59,914,794","17,196,784","42,718,010",0,0,0,0,"12,000","-12,000","3,588,842","162,735",0,"162,735","3,492,107","66,000","3,426,107","46,294,852"
1301,台塑            ,"63,324,573","34,706,224","28,618,349",0,0,0,0,0,0,"257,728","1,078,618","869,457","209,161","1,106,620","1,058,053","48,567","28,876,077"
00403A,主動統一升級50  ,"45,072,570","38,960,202","6,112,368",0,0,0,0,0,0,"19,648,091","57,000",0,"57,000","31,194,120","11,603,029","19,591,091","25,760,459"
2317,鴻海            ,"40,877,986","17,123,335","23,754,651",0,0,0,"677,006","117,099","559,907","639,424","520,000","295,000","225,000","875,735","461,311","414,424","24,953,982"
6505,台塑化          ,"42,056,146","19,098,015","22,958,131",0,0,0,0,210,-210,"793,918","2,013,970","1,274,681","739,289","877,714","823,085","54,629","23,751,839"
00631L,元大台灣50正2   ,"22,551,700","12,921,200","9,630,500",0,0,0,0,0,0,"13,803,112","343,000","10,000","333,000","40,133,257","26,663,145","13,470,112","23,433,612"
1326,台化            ,"55,943,996","36,108,607","19,835,389",0,0,0,0,0,0,"683,796","1,426,000","956,000","470,000","2,229,035","2,015,239","213,796","20,519,185"
2883,凱基金          ,"34,140,337","15,648,346","18,491,991",0,0,0,"47,077","86,763","-39,686","-334,464","46,213","18,000","28,213","106,174","468,851","-362,677","18,117,841"
1718,中纖            ,"35,574,217","18,212,000","17,362,217",0,0,0,"539,000",0,"539,000","-2,180,858","548,196","577,034","-28,838",0,"2,152,020","-2,152,020","15,720,359"
2344,華邦電          ,"60,357,444","44,804,171","15,553,273",0,0,0,"167,545","367,567","-200,022","-428,794","2,036,884","2,120,087","-83,203","207,588","553,179","-345,591","14,924,457"
2324,仁寶            ,"25,769,696","14,732,831","11,036,865",0,0,0,"94,689",0,"94,689","954,313","68,000",0,"68,000","1,362,206","475,893","886,313","12,085,867"
4938,和碩            ,"18,369,841","5,923,145","12,446,696",0,0,0,0,"2,088,000","-2,088,000","322,727","51,904","18,000","33,904","539,385","250,562","288,823","10,681,423"
00405A,主動富邦台灣龍耀,"16,577,000","8,530,000","8,047,000",0,0,0,0,0,0,"2,015,844",0,"25,000","-25,000","15,808,123","13,767,279","2,040,844","10,062,844"
2409,友達            ,"50,529,302","40,729,268","9,800,034",0,0,0,"19,439",0,"19,439","23,728","134,000","2,000","132,000","570,165","678,437","-108,272","9,843,201"
00999A,主動野村臺灣高息,"1,742,000","112,900","1,629,100",0,0,0,0,0,0,"7,787,680",0,0,0,"8,161,552","373,872","7,787,680","9,416,780"
00637L,元大滬深300正2  ,"5,438,000","3,530,000","1,908,000",0,0,0,0,0,0,"7,215,807",0,0,0,"12,924,894","5,709,087","7,215,807","9,123,807"
009816,凱基台灣TOP50   ,"17,168,528","9,158,500","8,010,028",0,0,0,0,0,0,"962,627","100,000","520,000","-420,000","24,704,377","23,321,750","1,382,627","8,972,655"
00685L,群益臺灣加權正2 ,"25,215,100","25,036,000","179,100",0,0,0,0,0,0,"8,685,081",0,"498,000","-498,000","48,130,084","38,947,003","9,183,081","8,864,181"
2313,華通            ,"19,567,565","11,127,550","8,440,015",0,0,0,"3,000",0,"3,000","400,118","478,296","506,000","-27,704","759,132","331,310","427,822","8,843,133"
00992A,主動群益科技創新,"9,005,015","4,676,000","4,329,015",0,0,0,0,0,0,"4,215,386",0,"49,000","-49,000","9,391,466","5,127,080","4,264,386","8,544,401"
00988A,主動統一全球創新,"15,275,503","6,308,000","8,967,503",0,0,0,0,0,0,"-699,389",0,0,0,"9,092,728","9,792,117","-699,389","8,268,114"
1402,遠東新          ,"12,651,000","5,469,466","7,181,534",0,0,0,"6,452","32,000","-25,548","-306,051","38,000","39,000","-1,000","210,633","515,684","-305,051","6,849,935"
00882,中信中國高股息  ,"541,000","91,000","450,000",0,0,0,0,0,0,"6,313,208",0,0,0,"6,408,940","95,732","6,313,208","6,763,208"
3481,群創            ,"67,726,093","62,872,293","4,853,800",0,0,0,"334,755",0,"334,755","603,078","6,581,998","5,600,997","981,001","1,241,942","1,619,865","-377,923","5,791,633"
2352,佳世達          ,"7,927,940","3,084,100","4,843,840",0,0,0,0,"4,000","-4,000","895,846",0,"10,000","-10,000","1,074,554","168,708","905,846","5,735,686"
068002,國巨統一69購02  ,0,0,0,0,0,0,0,0,0,"5,545,000",0,0,0,"5,957,000","412,000","5,545,000","5,545,000"
067409,聯電中信5B購02  ,0,0,0,0,0,0,0,0,0,"5,539,000",0,0,0,"5,679,000","140,000","5,539,000","5,539,000"
2634,漢翔            ,"22,611,957","17,562,700","5,049,257",0,0,0,"333,000",0,"333,000","140,126","852,740","541,000","311,740","224,144","395,758","-171,614","5,522,383"
00665L,富邦恒生國企正2 ,"502,000","965,000","-463,000",0,0,0,0,0,0,"5,954,254",0,0,0,"10,670,954","4,716,700","5,954,254","5,491,254"
009824,群益美國科技巨頭,"2,550,000",0,"2,550,000",0,0,0,0,0,0,"2,914,646",0,0,0,"6,464,001","3,549,355","2,914,646","5,464,646"
00918,大華優利高填息30,"4,057,300","1,086,000","2,971,300",0,0,0,0,0,0,"2,436,152",0,0,0,"3,620,000","1,183,848","2,436,152","5,407,452"
00935,野村臺灣新科技50,"2,968,320","1,352,000","1,616,320",0,0,0,"470,000",0,"470,000","3,271,415",0,0,0,"4,030,875","759,460","3,271,415","5,357,735"
2885,元大金          ,"15,441,134","10,191,539","5,249,595",0,0,0,"389,658","161,581","228,077","-123,649","16,000","20,583","-4,583","98,263","217,329","-119,066","5,354,023"
009820,元大納斯達克精選,"20,000","72,000","-52,000",0,0,0,0,0,0,"5,122,675",0,0,0,"5,285,498","162,823","5,122,675","5,070,675"
0056,元大高股息      ,"6,826,490","8,106,049","-1,279,559",0,0,0,0,0,0,"6,198,385","35,000",0,"35,000","6,472,176","308,791","6,163,385","4,918,826"
00940,元大台灣價值高息,"1,097,700","686,000","411,700",0,0,0,0,0,0,"4,388,894",0,"80,000","-80,000","5,688,514","1,219,620","4,468,894","4,800,594"
00990A,主動元大AI新經濟,"12,855,000","2,457,000","10,398,000",0,0,0,0,0,0,"-5,788,962",0,0,0,"4,243,563","10,032,525","-5,788,962","4,609,038"
2356,英業達          ,"19,708,840","11,755,898","7,952,942",0,0,0,"314,968","4,041,000","-3,726,032","279,408","35,000","66,134","-31,134","909,044","598,502","310,542","4,506,318"
2412,中華電          ,"7,400,166","3,752,205","3,647,961",0,0,0,"480,119","525,699","-45,580","770,000","762,000",0,"762,000","15,000","7,000","8,000","4,372,381"
070948,台股增元大61購01,0,0,0,0,0,0,0,0,0,"4,361,000",0,0,0,"8,011,000","3,650,000","4,361,000","4,361,000"
062138,定穎控群益5B購04,0,0,0,0,0,0,0,0,0,"4,192,000",0,0,0,"4,267,000","75,000","4,192,000","4,192,000"
