證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00991A,主動復華未來50  ,"45,463,100","22,311,000","23,152,100",0,0,0,0,0,0,"36,430,393","6,626,000",0,"6,626,000","45,946,966","16,142,573","29,804,393","59,582,493"
2609,陽明            ,"84,399,139","29,640,475","54,758,664",0,0,0,"2,000","17,000","-15,000","2,063,215","1,251,229","185,000","1,066,229","1,899,986","903,000","996,986","56,806,879"
00632R,元大台灣50反1   ,"13,974,000","836,000","13,138,000",0,0,0,0,0,0,"37,746,631","4,693,000","2,396,000","2,297,000","53,179,023","17,729,392","35,449,631","50,884,631"
2002,中鋼            ,"44,491,497","8,211,710","36,279,787",0,0,0,0,0,0,"1,849,444","1,528,009","114,000","1,414,009","726,495","291,060","435,435","38,129,231"
2408,南亞科          ,"44,494,151","18,216,538","26,277,613",0,0,0,"853,000","44,000","809,000","202,565","841,895","755,164","86,731","342,621","226,787","115,834","27,289,178"
009821,野村稀土關鍵資源,"13,003,000","82,000","12,921,000",0,0,0,0,0,0,"12,595,300",0,0,0,"14,059,300","1,464,000","12,595,300","25,516,300"
1402,遠東新          ,"24,530,230","7,145,523","17,384,707",0,0,0,"5,918,000","130,000","5,788,000","1,070,392","223,000",0,"223,000","890,392","43,000","847,392","24,243,099"
00405A,主動富邦台灣龍耀,"15,895,000","15,055,000","840,000",0,0,0,0,0,0,"21,590,232","40,000",0,"40,000","34,052,090","12,501,858","21,550,232","22,430,232"
2634,漢翔            ,"32,483,950","11,454,295","21,029,655",0,0,0,0,0,0,"810,689","1,076,000","971,704","104,296","849,986","143,593","706,393","21,840,344"
1101,台泥            ,"29,695,921","7,929,365","21,766,556",0,0,0,0,0,0,"53,277","200,000","123,000","77,000","298,277","322,000","-23,723","21,819,833"
00680L,元大美債20正2   ,"2,789,000","10,000","2,779,000",0,0,0,0,0,0,"18,833,193",0,"200,000","-200,000","23,595,065","4,561,872","19,033,193","21,612,193"
2344,華邦電          ,"66,999,776","43,863,360","23,136,416",0,0,0,"971,935","4,041,000","-3,069,065","-230,548","1,387,361","1,536,156","-148,795","631,352","713,105","-81,753","19,836,803"
2615,萬海            ,"38,978,828","21,256,138","17,722,690",0,0,0,0,"11,000","-11,000","1,644,126","620,987","138,000","482,987","1,532,517","371,378","1,161,139","19,355,816"
2603,長榮            ,"22,530,679","6,218,715","16,311,964",0,0,0,"948,000","219,020","728,980","2,649","52,000","49,000","3,000","476,007","476,358",-351,"17,043,593"
2886,兆豐金          ,"24,478,641","5,800,536","18,678,105",0,0,0,"10,000","2,397,000","-2,387,000","286,005","97,000","84,364","12,636","304,000","30,631","273,369","16,577,110"
1102,亞泥            ,"21,555,430","5,458,770","16,096,660",0,0,0,"4,000","11,000","-7,000","-339,878","38,000","433,000","-395,000","80,988","25,866","55,122","15,749,782"
066073,聯發科國票61購01,0,0,0,0,0,0,0,0,0,"14,988,000",0,0,0,"16,735,000","1,747,000","14,988,000","14,988,000"
1216,統一            ,"17,661,411","3,928,082","13,733,329",0,0,0,0,"43,000","-43,000","-36,734","118,000","108,000","10,000","65,363","112,097","-46,734","13,653,595"
00712,復華富時不動產  ,"6,048,198","20,000","6,028,198",0,0,0,0,0,0,"6,016,199",0,"45,000","-45,000","6,061,999",800,"6,061,199","12,044,397"
2892,第一金          ,"20,131,967","8,118,681","12,013,286",0,0,0,"1,977,000","3,323,000","-1,346,000","-29,467","4,000","4,176",-176,"45,000","74,291","-29,291","10,637,819"
3045,台灣大          ,"12,662,665","4,086,980","8,575,685",0,0,0,"1,939,000","33,000","1,906,000","-344,000",0,"306,000","-306,000","10,000","48,000","-38,000","10,137,685"
2313,華通            ,"18,364,942","10,313,582","8,051,360",0,0,0,"1,478,000","2,000","1,476,000","146,794","69,000","95,000","-26,000","503,231","330,437","172,794","9,674,154"
6505,台塑化          ,"11,850,529","3,972,038","7,878,491",0,0,0,0,"5,000","-5,000","242,927","43,549","7,112","36,437","253,688","47,198","206,490","8,116,418"
00988A,主動統一全球創新,"14,314,881","7,490,250","6,824,631",0,0,0,0,0,0,"417,865",0,"105,000","-105,000","7,343,000","6,820,135","522,865","7,242,496"
9904,寶成            ,"14,438,870","7,225,441","7,213,429",0,0,0,"4,000","129,000","-125,000","78,898","6,000","2,000","4,000","79,000","4,102","74,898","7,167,327"
2618,長榮航          ,"21,277,489","13,579,005","7,698,484",0,0,0,"4,000","307,000","-303,000","-368,154",0,"26,000","-26,000","233,774","575,928","-342,154","7,027,330"
1326,台化            ,"13,976,949","7,423,537","6,553,412",0,0,0,0,"15,000","-15,000","185,869","60,634","4,000","56,634","599,356","470,121","129,235","6,724,281"
2845,遠東銀          ,"6,267,120","1,787,036","4,480,084",0,0,0,"1,860,000","13,000","1,847,000","10,000",0,0,0,"10,000",0,"10,000","6,337,084"
066145,聯發科永豐63購02,0,0,0,0,0,0,0,0,0,"6,062,000",0,0,0,"8,502,000","2,440,000","6,062,000","6,062,000"
064751,嘉澤凱基5B購02  ,0,0,0,0,0,0,0,0,0,"5,441,000",0,0,0,"5,441,000",0,"5,441,000","5,441,000"
00713,元大台灣高息低波,"1,310,587","352,104","958,483",0,0,0,"45,000",0,"45,000","4,194,745",0,0,0,"4,215,363","20,618","4,194,745","5,198,228"
2105,正新            ,"5,899,827","817,000","5,082,827",0,0,0,"4,000","8,000","-4,000","40,401","15,000","11,019","3,981","52,399","15,979","36,420","5,119,228"
