證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00403A,主動統一升級50  ,"150,345,586","57,457,260","92,888,326",0,0,0,0,0,0,"44,268,935","250,000","611,000","-361,000","83,357,233","38,727,298","44,629,935","137,157,261"
00878,國泰永續高股息  ,"84,130,338","8,755,105","75,375,233",0,0,0,"2,500,000",0,"2,500,000","4,170,039","2,152,000","23,000","2,129,000","24,300,816","22,259,777","2,041,039","82,045,272"
2344,華邦電          ,"140,016,745","67,924,737","72,092,008",0,0,0,"5,464,000","213,000","5,251,000","308,895","593,000","186,000","407,000","1,774,143","1,872,248","-98,105","77,651,903"
00999A,主動野村臺灣高息,"21,841,000","88,000","21,753,000",0,0,0,0,0,0,"50,438,256",0,0,0,"51,338,256","900,000","50,438,256","72,191,256"
6770,力積電          ,"132,284,849","62,147,831","70,137,018",0,0,0,"27,000",0,"27,000","1,933,261","967,000","829,000","138,000","3,068,607","1,273,346","1,795,261","72,097,279"
2317,鴻海            ,"66,954,889","14,902,684","52,052,205",0,0,0,"1,235,000","23,000","1,212,000","2,523,107","746,058","68,000","678,058","3,145,769","1,300,720","1,845,049","55,787,312"
00982A,主動群益台灣強棒,"34,658,100","2,955,000","31,703,100",0,0,0,"1,145,000",0,"1,145,000","19,993,910","392,000","500,000","-108,000","36,791,251","16,689,341","20,101,910","52,842,010"
00891,中信關鍵半導體  ,"34,026,082","7,321,280","26,704,802",0,0,0,0,0,0,"23,693,525",0,0,0,"29,714,564","6,021,039","23,693,525","50,398,327"
00919,群益台灣精選高息,"48,184,959","16,388,071","31,796,888",0,0,0,0,0,0,"14,476,465","415,000","811,000","-396,000","31,672,539","16,800,074","14,872,465","46,273,353"
1802,台玻            ,"77,187,480","33,974,871","43,212,609",0,0,0,"11,000",0,"11,000","1,314,889","2,414,000","1,033,000","1,381,000","1,032,768","1,098,879","-66,111","44,538,498"
2303,聯電            ,"100,110,990","51,591,112","48,519,878",0,0,0,"2,347,000","23,753,000","-21,406,000","5,722,745","2,509,270","419,000","2,090,270","4,632,087","999,612","3,632,475","32,836,623"
0056,元大高股息      ,"31,478,779","5,699,834","25,778,945",0,0,0,0,0,0,"6,607,196","24,000","463,000","-439,000","8,038,979","992,783","7,046,196","32,386,141"
00992A,主動群益科技創新,"29,936,149","8,637,400","21,298,749",0,0,0,0,0,0,"10,004,203","373,000",0,"373,000","16,412,375","6,781,172","9,631,203","31,302,952"
2002,中鋼            ,"61,189,001","35,318,847","25,870,154",0,0,0,0,0,0,"3,775,451","132,000","48,000","84,000","4,053,575","362,124","3,691,451","29,645,605"
009820,元大納斯達克精選,"16,591,000","849,000","15,742,000",0,0,0,0,0,0,"13,316,690","2,003,000",0,"2,003,000","12,762,000","1,448,310","11,313,690","29,058,690"
2324,仁寶            ,"124,587,193","66,772,580","57,814,613",0,0,0,"75,000","30,399,000","-30,324,000","1,496,476","185,000","72,838","112,162","2,596,215","1,211,901","1,384,314","28,987,089"
0050,元大台灣50      ,"41,911,429","22,665,195","19,246,234",0,0,0,"1,866,000",0,"1,866,000","7,357,472","6,208,000","112,000","6,096,000","20,547,341","19,285,869","1,261,472","28,469,706"
00940,元大台灣價值高息,"4,618,000","3,917,000","701,000",0,0,0,0,0,0,"27,296,447",0,0,0,"31,901,447","4,605,000","27,296,447","27,997,447"
00673R,期元大S&P原油反1,"998,000","88,000","910,000",0,0,0,0,0,0,"25,917,068",0,0,0,"27,436,122","1,519,054","25,917,068","26,827,068"
00632R,元大台灣50反1   ,"1,472,000","1,921,000","-449,000",0,0,0,0,0,0,"24,970,432","722,000","1,176,000","-454,000","65,510,000","40,085,568","25,424,432","24,521,432"
00929,復華台灣科技優息,"25,994,174","6,210,025","19,784,149",0,0,0,0,0,0,"-584,628","381,000","506,000","-125,000","13,405,892","13,865,520","-459,628","19,199,521"
2409,友達            ,"20,357,000","2,495,113","17,861,887",0,0,0,0,0,0,"1,086,036","42,000","18,000","24,000","2,283,036","1,221,000","1,062,036","18,947,923"
00980A,主動野村臺灣優選,"13,947,000","3,252,000","10,695,000",0,0,0,0,0,0,"7,083,178",0,0,0,"15,672,652","8,589,474","7,083,178","17,778,178"
00400A,主動國泰動能高息,"17,052,000","1,856,710","15,195,290",0,0,0,0,0,0,"231,300",0,0,0,"13,112,682","12,881,382","231,300","15,426,590"
009819,中信數據及電力  ,"1,000","4,000","-3,000",0,0,0,0,0,0,"14,667,000","660,000",0,"660,000","14,961,000","954,000","14,007,000","14,664,000"
00680L,元大美債20正2   ,"9,544,000","994,000","8,550,000",0,0,0,0,0,0,"5,382,001",0,0,0,"18,512,001","13,130,000","5,382,001","13,932,001"
00637L,元大滬深300正2  ,"4,735,000","3,956,000","779,000",0,0,0,0,0,0,"12,328,427",0,0,0,"18,866,685","6,538,258","12,328,427","13,107,427"
2014,中鴻            ,"14,450,000","2,121,100","12,328,900",0,0,0,0,0,0,"275,462","82,462","10,000","72,462","207,000","4,000","203,000","12,604,362"
2610,華航            ,"25,944,200","10,741,626","15,202,574",0,0,0,0,"2,341,000","-2,341,000","-356,603","16,546",0,"16,546","286,851","660,000","-373,149","12,504,971"
2027,大成鋼          ,"20,649,303","8,657,168","11,992,135",0,0,0,"40,000","660,000","-620,000","749,475","103,045","17,000","86,045","980,155","316,725","663,430","12,121,610"
3231,緯創            ,"28,980,592","17,782,419","11,198,173",0,0,0,"313,000","259,000","54,000","602,297","559,000","39,000","520,000","699,842","617,545","82,297","11,854,470"
00918,大華優利高填息30,"7,339,000","5,106,000","2,233,000",0,0,0,0,0,0,"9,411,828","16,000",0,"16,000","11,197,496","1,801,668","9,395,828","11,644,828"
2337,旺宏            ,"56,044,289","43,893,899","12,150,390",0,0,0,"59,000","718,000","-659,000","-54,489","228,000","342,996","-114,996","431,273","370,766","60,507","11,436,901"
2313,華通            ,"35,251,012","25,644,998","9,606,014",0,0,0,"840,000",0,"840,000","763,759","572,992","232,207","340,785","1,275,477","852,503","422,974","11,209,773"
00631L,元大台灣50正2   ,"25,778,006","22,323,778","3,454,228",0,0,0,0,0,0,"7,491,206","6,751,000","100,000","6,651,000","35,973,732","35,133,526","840,206","10,945,434"
