證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00403A,主動統一升級50  ,"63,354,657","26,649,542","36,705,115",0,0,0,0,0,0,"36,668,578",0,"1,101,000","-1,101,000","49,662,338","11,892,760","37,769,578","73,373,693"
6770,力積電          ,"169,925,406","131,296,886","38,628,520",0,0,0,"48,000",0,"48,000","3,181,693","4,682,000","2,113,000","2,569,000","2,523,011","1,910,318","612,693","41,858,213"
3481,群創            ,"99,466,076","61,717,873","37,748,203",0,0,0,"4,000","40,000","-36,000","2,937,250","7,577,000","4,537,998","3,039,002","997,930","1,099,682","-101,752","40,649,453"
00407A,主動凱基台灣    ,"2,982,611","2,872,100","110,511",0,0,0,0,0,0,"28,516,780","888,000",0,"888,000","37,453,808","9,825,028","27,628,780","28,627,291"
00405A,主動富邦台灣龍耀,"18,794,100","12,146,000","6,648,100",0,0,0,0,0,0,"21,413,457","1,600,000",0,"1,600,000","49,875,666","30,062,209","19,813,457","28,061,557"
00632R,元大台灣50反1   ,"50,629,000","4,583,000","46,046,000",0,0,0,0,0,0,"-22,950,557","1,432,000","5,334,000","-3,902,000","37,621,586","56,670,143","-19,048,557","23,095,443"
2317,鴻海            ,"42,962,422","21,219,060","21,743,362",0,0,0,"213,888","78,000","135,888","147,890","628,000","605,000","23,000","822,392","697,502","124,890","22,027,140"
00400A,主動國泰動能高息,"9,241,181","2,855,000","6,386,181",0,0,0,0,0,0,"14,982,508",0,0,0,"17,373,835","2,391,327","14,982,508","21,368,689"
00981A,主動統一台股增長,"45,767,849","35,206,657","10,561,192",0,0,0,"190,000",0,"190,000","9,446,996","2,924,000","1,337,000","1,587,000","29,589,240","21,729,244","7,859,996","20,198,188"
2337,旺宏            ,"47,380,721","33,787,769","13,592,952",0,0,0,"5,090,000","10,000","5,080,000","1,110,483","714,000","380,000","334,000","1,016,939","240,456","776,483","19,783,435"
00992A,主動群益科技創新,"14,404,595","11,816,000","2,588,595",0,0,0,0,0,0,"13,149,352","475,000",0,"475,000","22,307,624","9,633,272","12,674,352","15,737,947"
2002,中鋼            ,"26,886,829","10,663,427","16,223,402",0,0,0,0,0,0,"-660,809",0,"246,000","-246,000","270,191","685,000","-414,809","15,562,593"
1402,遠東新          ,"17,331,227","2,840,750","14,490,477",0,0,0,"117,000",0,"117,000","-44,326","175,000","224,000","-49,000","81,087","76,413","4,674","14,563,151"
1101,台泥            ,"19,797,800","5,444,469","14,353,331",0,0,0,0,0,0,"-131,244",0,"436,000","-436,000","471,756","167,000","304,756","14,222,087"
2027,大成鋼          ,"20,838,131","5,924,000","14,914,131",0,0,0,0,"119,000","-119,000","-955,017","120,000","1,772,000","-1,652,000","1,386,527","689,544","696,983","13,840,114"
00999A,主動野村臺灣高息,"4,827,000","1,873,000","2,954,000",0,0,0,0,0,0,"10,700,245",0,0,0,"11,925,557","1,225,312","10,700,245","13,654,245"
2303,聯電            ,"67,757,066","53,294,182","14,462,884",0,0,0,"1,046,343","7,505,000","-6,458,657","1,375,932","2,829,000","1,394,000","1,435,000","612,349","671,417","-59,068","9,380,159"
2408,南亞科          ,"41,444,412","32,260,646","9,183,766",0,0,0,"138,000","389,000","-251,000","415,644","1,965,117","1,595,401","369,716","355,797","309,869","45,928","9,348,410"
00410A,主動永豐科技趨勢,"834,000","834,000",0,0,0,0,0,0,0,"8,631,900",0,0,0,"15,843,699","7,211,799","8,631,900","8,631,900"
1216,統一            ,"14,372,130","4,687,411","9,684,719",0,0,0,"157,000","1,115,000","-958,000","-133,153","36,000","69,000","-33,000","18,000","118,153","-100,153","8,593,566"
3706,神達            ,"11,001,987","3,507,555","7,494,432",0,0,0,"481,000","5,000","476,000","304,940","357,000","70,210","286,790","154,236","136,086","18,150","8,275,372"
3006,晶豪科          ,"16,350,653","8,515,558","7,835,095",0,0,0,0,0,0,"117,743","67,000","81,000","-14,000","440,392","308,649","131,743","7,952,838"
2313,華通            ,"24,569,958","19,007,377","5,562,581",0,0,0,"2,071,000","51,000","2,020,000","-22,995","812,000","847,000","-35,000","433,107","421,102","12,005","7,559,586"
009821,野村稀土關鍵資源,"3,484,700","376,000","3,108,700",0,0,0,0,0,0,"3,544,473",0,0,0,"4,394,195","849,722","3,544,473","6,653,173"
2006,東和鋼鐵        ,"7,814,664","2,003,272","5,811,392",0,0,0,0,0,0,"142,153","98,000","44,000","54,000","177,058","88,905","88,153","5,953,545"
2421,建準            ,"7,165,191","1,699,863","5,465,328",0,0,0,0,0,0,"190,871","16,000","9,000","7,000","266,921","83,050","183,871","5,656,199"
2867,三商壽          ,"12,736,000","7,081,000","5,655,000",0,0,0,0,0,0,"-507,000","43,000","550,000","-507,000",0,0,0,"5,148,000"
9904,寶成            ,"8,469,944","3,183,000","5,286,944",0,0,0,"133,000",0,"133,000","-386,989","20,000","578,000","-558,000","211,138","40,127","171,011","5,032,955"
00673R,期元大S&P原油反1,"328,000","147,000","181,000",0,0,0,0,0,0,"4,791,951",0,0,0,"6,309,650","1,517,699","4,791,951","4,972,951"
2377,微星            ,"8,557,519","4,333,037","4,224,482",0,0,0,"414,000","4,000","410,000","124,464","148,000","45,000","103,000","190,380","168,916","21,464","4,758,946"
077028,定穎控元大61購11,0,0,0,0,0,0,0,0,0,"4,655,000",0,0,0,"4,754,000","99,000","4,655,000","4,655,000"
2362,藍天            ,"6,098,750","1,740,735","4,358,015",0,0,0,0,0,0,"22,711","45,000","12,000","33,000","36,711","47,000","-10,289","4,380,726"
077734,力積電元大61購11,0,0,0,0,0,0,0,0,0,"4,271,000",0,0,0,"4,271,000",0,"4,271,000","4,271,000"
069787,力積電永豐66購01,0,0,0,0,0,0,0,0,0,"4,192,000",0,0,0,"4,460,000","268,000","4,192,000","4,192,000"
8112,至上            ,"6,672,265","2,719,621","3,952,644",0,0,0,0,"45,000","-45,000","114,952","96,000","146,600","-50,600","467,770","302,218","165,552","4,022,596"
068948,華通凱基5B購05  ,0,0,0,0,0,0,0,0,0,"4,010,000",0,0,0,"4,011,000","1,000","4,010,000","4,010,000"
076184,力成元大61購08  ,0,0,0,0,0,0,0,0,0,"4,006,000",0,0,0,"4,006,000",0,"4,006,000","4,006,000"
0052,富邦科技        ,"2,599,520","3,745,020","-1,145,500",0,0,0,0,0,0,"5,048,932","586,000","453,500","132,500","6,318,000","1,401,568","4,916,432","3,903,432"
076039,立隆電元大61購03,0,0,0,0,0,0,0,0,0,"3,820,000",0,0,0,"3,851,000","31,000","3,820,000","3,820,000"
064098,同欣電富邦5C購03,0,0,0,0,0,0,0,0,0,"3,713,000",0,0,0,"3,828,000","115,000","3,713,000","3,713,000"
2451,創見            ,"5,138,931","1,671,380","3,467,551",0,0,0,0,"1,000","-1,000","106,398",0,"30,337","-30,337","152,731","15,996","136,735","3,572,949"
03275T,臺股指國票5B售04,0,0,0,0,0,0,0,0,0,"3,555,000",0,0,0,"3,694,000","139,000","3,555,000","3,555,000"
2455,全新            ,"14,728,935","11,498,460","3,230,475",0,0,0,"431,000","25,000","406,000","-98,595","326,000","377,717","-51,717","341,493","388,371","-46,878","3,537,880"
00965,元大航太防衛科技,"1,115,000","26,195","1,088,805",0,0,0,0,"200,000","-200,000","2,613,030",0,0,0,"2,915,030","302,000","2,613,030","3,501,835"
067184,晶豪科中信5B購01,0,0,0,0,0,0,0,0,0,"3,336,000",0,0,0,"4,031,000","695,000","3,336,000","3,336,000"
00940,元大台灣價值高息,"237,005","702,000","-464,995",0,0,0,0,0,0,"3,748,193",0,0,0,"5,586,949","1,838,756","3,748,193","3,283,198"
9939,宏全            ,"4,280,161","1,039,000","3,241,161",0,0,0,0,0,0,"30,534","4,339","13,000","-8,661","67,370","28,175","39,195","3,271,695"
3017,奇鋐            ,"4,620,218","2,309,683","2,310,535",0,0,0,"939,000","31,000","908,000","44,688","85,230","48,400","36,830","631,458","623,600","7,858","3,263,223"
067300,T50反1凱基5B購05,0,0,0,0,0,0,0,0,0,"3,217,000",0,0,0,"4,276,000","1,059,000","3,217,000","3,217,000"
069015,T50反1元大5B購07,0,0,0,0,0,0,0,0,0,"3,210,000",0,0,0,"3,398,000","188,000","3,210,000","3,210,000"
00680L,元大美債20正2   ,"12,000","31,000","-19,000",0,0,0,0,0,0,"3,197,659",0,0,0,"5,501,000","2,303,341","3,197,659","3,178,659"
8271,宇瞻            ,"5,821,433","2,899,102","2,922,331",0,0,0,"117,000",0,"117,000","27,229","59,485","47,000","12,485","113,838","99,094","14,744","3,066,560"
057236,同欣電永豐5A購01,0,0,0,0,0,0,0,0,0,"3,047,000",0,0,0,"3,154,000","107,000","3,047,000","3,047,000"
076443,台塑化元大61購05,0,0,0,0,0,0,0,0,0,"3,036,000",0,0,0,"3,123,000","87,000","3,036,000","3,036,000"
070316,晶豪科元大61購03,0,0,0,0,0,0,0,0,0,"2,914,000",0,0,0,"2,914,000",0,"2,914,000","2,914,000"
009824,群益美國科技巨頭,"113,000","794,100","-681,100",0,0,0,0,0,0,"3,582,156",0,0,0,"4,513,000","930,844","3,582,156","2,901,056"
