證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00981A,主動統一台股增長,"85,719,655","58,425,151","27,294,504",0,0,0,"500,000",0,"500,000","54,838,667","2,821,000","2,434,000","387,000","73,512,766","19,061,099","54,451,667","82,633,171"
00991A,主動復華未來50  ,"76,274,806","29,656,000","46,618,806",0,0,0,0,0,0,"31,977,029","732,000","1,200,000","-468,000","55,678,967","23,233,938","32,445,029","78,595,835"
00403A,主動統一升級50  ,"85,063,842","44,300,000","40,763,842",0,0,0,0,0,0,"26,426,511","550,000","499,000","51,000","44,306,755","17,931,244","26,375,511","67,190,353"
2301,光寶科          ,"37,461,593","8,718,279","28,743,314",0,0,0,"3,059",0,"3,059","12,284","124,000","204,000","-80,000","872,570","780,286","92,284","28,758,657"
2408,南亞科          ,"50,330,351","25,530,294","24,800,057",0,0,0,"1,648,000",0,"1,648,000","-87,556","1,548,914","1,810,098","-261,184","446,001","272,373","173,628","26,360,501"
3231,緯創            ,"60,659,042","42,205,947","18,453,095",0,0,0,"5,924,000","351,000","5,573,000","-47,220","1,774,000","1,829,000","-55,000","1,200,810","1,193,030","7,780","23,978,875"
00410A,主動永豐科技趨勢,"418,000","466,000","-48,000",0,0,0,0,0,0,"22,667,937",0,"5,000,000","-5,000,000","33,768,892","6,100,955","27,667,937","22,619,937"
0056,元大高股息      ,"17,656,421","6,719,956","10,936,465",0,0,0,0,"200,000","-200,000","7,344,718",0,"4,000","-4,000","8,920,432","1,571,714","7,348,718","18,081,183"
00407A,主動凱基台灣    ,"4,075,100","4,841,000","-765,900",0,0,0,0,0,0,"17,040,881",0,0,0,"25,709,953","8,669,072","17,040,881","16,274,981"
1216,統一            ,"22,879,029","5,643,511","17,235,518",0,0,0,"3,000","1,640,000","-1,637,000","-225,950","70,000","373,264","-303,264","412,366","335,052","77,314","15,372,568"
2324,仁寶            ,"26,620,805","12,901,100","13,719,705",0,0,0,"528,000","111,000","417,000","73,452","9,000","249,000","-240,000","712,412","398,960","313,452","14,210,157"
6770,力積電          ,"48,666,630","37,721,378","10,945,252",0,0,0,0,0,0,"1,827,262","2,085,000","1,529,000","556,000","1,753,671","482,409","1,271,262","12,772,514"
2332,友訊            ,"25,625,019","13,703,840","11,921,179",0,0,0,0,0,0,"632,601","947,416","219,000","728,416","14,280","110,095","-95,815","12,553,780"
2409,友達            ,"48,493,913","37,506,000","10,987,913",0,0,0,"823,000","90,000","733,000","-744,572","436,000","669,000","-233,000","963,788","1,475,360","-511,572","10,976,341"
00406A,主動中信台灣收益,"14,127,205","17,116,000","-2,988,795",0,0,0,0,0,0,"13,449,617",0,0,0,"26,870,702","13,421,085","13,449,617","10,460,822"
072570,南亞科中信64購02,0,0,0,0,0,0,0,0,0,"10,438,000",0,0,0,"10,917,000","479,000","10,438,000","10,438,000"
2885,元大金          ,"24,132,443","18,873,682","5,258,761",0,0,0,"6,647,341","1,239,000","5,408,341","-592,055","18,586","424,671","-406,085","155,922","341,892","-185,970","10,075,047"
2356,英業達          ,"20,187,557","11,335,242","8,852,315",0,0,0,"800,000","93,000","707,000","273,337","125,000","212,000","-87,000","679,367","319,030","360,337","9,832,652"
00402A,主動安聯美國科技,0,"336,000","-336,000",0,0,0,0,0,0,"10,163,632",0,0,0,"10,712,207","548,575","10,163,632","9,827,632"
00940,元大台灣價值高息,"3,861,239","518,000","3,343,239",0,0,0,0,0,0,"6,090,035",0,0,0,"8,856,727","2,766,692","6,090,035","9,433,274"
